srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
200088201010209,270.846741961479,-24.4638539011988,GALAXY,0.416,,,,,,,5.864578448879793,-1.1591066182967567,J180323.21-242748.1,270.8467371,-24.4633723,0.0426,0.0399,86.5,8.109,8.178,7.881,4.609,9.182,8.511,8.308,0.024,0.023,0.1,0.186,0.021,0.047,0.023,2708024301351018132,00HD,1,11nn,AAAB,138,42,4,41,0.08,1.733872
200088201010211,270.913982616777,-24.5515647262234,STAR,0.463,,,,,,,5.818269160595257,-1.2555063348114368,J180339.30-243304.9,270.9137772,-24.5513822,0.0811,0.0777,154.2,10.028,10.099,8.12,3.021,11.007,10.34,10.138,0.036,0.047,,0.044,0.026,0.025,0.025,2708024301351020093,ddOO,1,01nn,AAUA,-51,73,-406,76,0.37,0.940294
200088201010219,270.738924147509,-24.277670112433,GALAXY,0.776,,,,,,,5.978326560051568,-0.9819749940673286,J180257.24-241638.2,270.7385375,-24.2772979,0.1132,0.1037,178.7,10.295,10.345,9.085,4.554,13.541,11.587,10.788,0.044,0.067,,,0.028,0.035,0.026,2708024301351031710,00Hh,0,22nn,AAUU,101,92,-196,103,0.066,1.845236
200088201010270,271.069735159991,-24.4768768282945,QSO,0.653,,,,,,,5.952944663275167,-1.3422969464125085,J180416.79-242836.8,271.0699964,-24.4769045,0.0784,0.074,150.1,10.228,10.24,9.885,7.564,10.682,10.449,10.322,0.057,0.08,,,0.023,0.021,0.021,2708024301351021153,ddDD,1,00nn,AAUU,-139,322,-90,429,0.403,0.861585
200088201010314,270.90679285296,-24.444733571965,GALAXY,0.696,,,,,,,5.908114009463535,-1.1973058067117843,J180337.73-242641.9,270.9072492,-24.4449839,0.1281,0.1199,142.4,11.005,11.665,8.33,1.906,17.58,14.844,13.01,0.047,0.117,0.427,0.069,,,0.038,2708024301351020055,00HD,1,01nn,ABCA,366,98,-1885,100,1.302,1.746143
200088201010325,271.107499938962,-24.3858741826649,GALAXY,0.517,,,,,,,6.049141229967036,-1.3276364504861604,J180425.83-242308.3,271.1076288,-24.3856496,0.0435,0.0429,157.2,5.596,5.319,3.505,-0.88,6.648,6.482,6.168,0.155,0.058,0.019,0.02,0.023,0.046,0.027,2708024301351028035,hhhh,1,142n,BAAA,-157,59,982,57,0.115,0.912208
200088201010339,271.211221091665,-24.4284511186363,GALAXY,0.561,,,STAR,1.0,,,6.058304438347458,-1.4308353920915964,J180450.63-242542.3,271.2109627,-24.4284282,0.0372,0.0358,69.2,9.162,8.533,4.683,1.16,10.453,10.162,9.728,0.028,0.023,0.017,0.023,,0.044,,2708024301351021802,dDdd,1,2n4n,AAAA,-690,42,819,39,0.502,0.851108
200088201010352,271.11400797148,-24.3990027459695,QSO,0.485,,,STAR,1.0,,,6.040602138596553,-1.3392387457435977,J180427.42-242356.4,271.114274,-24.3990172,0.0851,0.0786,163.8,10.222,10.275,6.319,1.546,11.397,10.858,10.666,0.036,0.051,0.09,0.065,0.024,0.029,0.029,2708024301351022894,dddd,1,2114,AAAA,108,64,-160,69,0.269,0.873807
200088201010386,271.060245550072,-24.3267896148571,QSO,0.728,,,STAR,1.0,,,6.079527618876294,-1.2611435028103788,J180414.46-241936.1,271.0602864,-24.326722,0.0869,0.0842,150.5,10.622,10.724,7.106,3.585,11.724,11.089,10.91,0.038,0.046,0.133,0.155,0.026,0.029,0.03,2708024301351029924,00Hd,1,01n2,AABB,8,78,138,82,0.728,0.277784
200088201010401,271.120250566723,-24.2339940242615,QSO,0.614,,,STAR,1.0,,,6.187248425335261,-1.2633032411887788,J180428.86-241402.7,271.120276,-24.2341025,0.0561,0.0548,61.3,8.957,8.486,6.45,3.887,10.605,10.188,9.866,0.031,0.028,0.084,,0.026,0.031,0.026,2708024301351028291,dhhD,0,nnnn,AAAU,-29,58,-32,44,0.188,0.399277
200088201010406,270.86520253853,-24.53677062321,GALAXY,0.675,,,,,,,5.80933825764948,-1.2095928401339684,J180327.78-243212.1,270.8657854,-24.5367185,0.1271,0.1185,166.8,11.039,10.883,6.171,3.191,14.172,12.432,11.715,0.064,0.084,0.057,0.054,0.038,0.029,0.026,2708024301351019533,0odd,1,1103,AAAA,-1390,111,-1292,117,0.704,1.91789
200088201010413,271.048149943116,-24.4248148212754,QSO,0.46,,,,,,,5.988682421342444,-1.2996349930220168,J180411.58-242529.8,271.0482558,-24.4249689,0.1183,0.1122,157.9,10.254,10.33,6.95,3.243,10.81,10.527,10.398,0.048,0.059,,0.114,0.028,0.026,0.027,2708024301351022561,dddD,1,11nn,AAUB,186,97,-165,101,0.104,0.654266
200088201010420,271.15449533557,-24.4993674858612,QSO,0.466,,,STAR,1.0,,,5.971160348421739,-1.4205538112198792,J180437.10-242957.8,271.1545933,-24.499397,0.4711,0.4482,175.5,9.863,10.877,6.774,3.264,12.014,11.324,11.084,,0.313,0.175,0.128,0.032,0.024,0.029,2708024301351021523,d0dD,0,nnnn,UBBB,-306,564,-2810,479,1.021,0.338179
200088201010427,271.120958323033,-24.3724044208828,QSO,0.571,,,,,,,6.066895613410846,-1.3317172994629838,J180429.04-242222.1,271.1210285,-24.3728075,0.0412,0.04,84.8,7.634,7.703,8.83,4.553,10.914,9.15,8.247,0.027,0.021,,,0.047,0.045,0.026,2708024301351029230,ddHH,1,01nn,AAUU,64,62,-180,96,0.581,1.46925
200088201010428,271.10423334312,-24.4624748851459,QSO,0.499,,,,,,,5.980901528282971,-1.3625996198686696,J180425.02-242745.4,271.104282,-24.4626387,0.0899,0.0858,167.0,10.079,10.288,9.163,4.479,10.609,10.373,10.199,0.039,0.047,,0.075,,,0.027,2708024301351021342,0dDd,1,00n1,AAUA,-15,81,137,88,0.23,0.610842
200088201010432,270.848863047133,-24.2572778019265,GALAXY,0.964,,,,,,,6.045421400923483,-1.05917910776723,J180323.77-241527.5,270.8490756,-24.2576423,0.1237,0.1124,175.8,11.028,11.221,10.29,4.391,12.715,11.719,11.878,0.049,0.068,,0.231,,,0.041,2708024301351032132,00DD,1,21nn,AAUB,-168,108,-96,115,1.55,1.486139
200088201010466,271.0808786616,-24.4355242767475,QSO,0.532,,,,,,,5.99396823612258,-1.3308553566593537,J180419.42-242606.6,271.0809199,-24.4351725,0.1937,0.1787,165.2,11.135,11.077,6.789,3.862,14.098,13.039,12.373,0.069,0.108,0.471,0.36,0.047,0.06,0.049,2708024301351022518,00hd,1,nnnn,AACC,0,125,0,134,0.555,1.273582
200088201010476,271.070075404866,-24.4037454979043,QSO,0.58,,,STAR,1.0,,,6.016843693606171,-1.306696622665996,J180416.90-242414.7,271.0704517,-24.4040932,0.0853,0.0765,38.4,9.658,9.05,7.74,2.06,11.664,10.961,10.586,0.039,0.039,,0.271,0.028,0.03,0.029,2708024301351021929,dhHd,0,11n0,AAUB,-162,265,-43,238,0.022,1.757559
200088201010494,270.861242860298,-24.2123951619055,QSO,0.549,,,STAR,1.0,,,6.0900595589394175,-1.0469318228568385,J180326.71-241245.4,270.8613102,-24.212616,0.076,0.0717,0.4,10.527,10.698,9.982,5.145,10.893,10.713,10.602,0.036,0.038,0.192,,0.022,0.025,0.024,2708024301351031528,00Hh,0,10nn,AABU,26,74,-10,79,0.284,0.825319
200088201010519,270.916042305458,-24.3235029453946,STAR,0.558,,,,,,,6.017855776579553,-1.1450601198524084,J180339.78-241926.0,270.9157784,-24.3238993,0.0405,0.0328,158.7,9.955,10.55,2.327,-1.764,12.474,11.663,10.934,0.035,0.058,0.085,,0.03,0.055,,2708024301351032229,hhdd,3,30nn,AAAZ,5864,113,-3483,211,1.391,1.66906
200088201010571,270.935231886348,-24.5658976167985,GALAXY,0.729,,,,,,,5.815281313000148,-1.2793818585332553,J180344.44-243357.8,270.9352044,-24.5660752,0.1132,0.1051,165.4,10.644,10.574,6.695,3.642,12.707,11.531,11.074,0.048,0.066,0.082,0.067,0.026,0.027,0.026,2708024301351019171,hdOO,1,11nn,AAAA,170,87,-805,93,0.448,0.645629
200088201010600,271.162164870136,-24.3240886542532,QSO,0.652,,,STAR,1.0,,,6.127426176549203,-1.3407627422263533,J180438.88-241927.9,271.1620187,-24.3244371,0.0388,0.0367,82.5,8.158,7.932,6.092,3.284,10.571,9.608,8.819,0.024,0.021,0.029,0.046,,0.092,,2708024301351028184,00hd,1,0033,AAAA,116,42,75,41,1.425,1.342916
200088201010610,270.945351134682,-24.2791307508104,QSO,0.385,,,STAR,1.0,,,6.0696375763425925,-1.146520877318862,J180346.90-241646.7,270.9454318,-24.2796631,0.0693,0.0645,172.8,9.888,10.29,6.007,6.983,10.481,10.402,10.378,0.036,0.053,0.032,,,0.028,0.031,2708024301351032790,ddDH,1,31nn,AAAU,-1068,60,711,63,0.889,1.934615
200088201010619,271.049318614534,-24.4410204682393,QSO,0.499,,,,,,,5.975079782804525,-1.3085130095524606,J180411.95-242628.0,271.0498056,-24.4411166,0.1633,0.1534,163.9,10.635,10.079,6.244,5.158,12.774,11.813,11.388,0.07,0.069,0.234,,0.022,0.021,0.023,2708024301351020957,00dD,1,011n,AABU,-709,117,-95,124,0.105,1.633243
200088201010633,271.183514400907,-24.3275500223448,QSO,0.593,,,STAR,1.0,,,6.13394090944978,-1.3594181374821221,J180444.03-241939.6,271.1834754,-24.327689,0.1202,0.1076,179.1,11.119,10.733,7.565,3.467,12.911,12.074,11.64,0.067,0.062,0.046,0.107,0.029,0.033,0.029,2708024301351029449,00hd,1,3310,AAAA,556,111,-613,122,0.249,0.51641
200088201010638,270.99223290145,-24.280495169809,QSO,0.619,,,STAR,1.0,,,6.08944273626556,-1.1844162460064962,J180358.26-241649.7,270.9927571,-24.2804825,0.0756,0.0689,173.5,10.503,9.938,6.192,2.244,13.258,12.242,11.53,0.045,0.048,0.029,0.096,0.028,0.028,0.024,2708024301351032207,ddOD,1,20nn,AAAA,-376,68,2132,74,0.545,1.720735
200088201010643,270.73236601504,-24.442258603768,GALAXY,0.726,,,,,,,5.832123307529668,-1.0578462531961434,J180255.72-242631.2,270.7322032,-24.4420262,0.146,0.1339,168.7,11.514,11.479,7.781,5.224,15.746,13.854,12.872,0.059,0.071,0.157,0.368,,0.119,0.058,2708024301351020334,00hh,1,0011,AABC,238,124,-269,135,1.938,0.992259
200088201010645,271.090850906506,-24.2739026768603,QSO,0.592,,,STAR,1.0,,,6.139311822928618,-1.25951033140721,J180421.80-241626.0,271.0908535,-24.2739026,0.1096,0.1026,167.7,10.586,10.429,9.59,2.882,12.561,11.67,11.176,0.048,0.065,,0.052,0.022,0.022,0.019,2708024301351030451,hdDD,1,30nn,AAUA,-29,91,443,96,0.334,0.008361
200088201010655,270.922518288967,-24.2056405941275,QSO,0.517,,,STAR,1.0,,,6.123423569692938,-1.0922767960138153,J180341.49-241221.3,270.9228947,-24.205937,0.1256,0.1137,177.7,11.299,11.587,8.125,5.251,12.54,11.786,11.67,0.052,0.086,0.066,,0.029,0.037,0.04,2708024301351032542,00HH,1,32nn,AAAU,-403,114,-588,122,0.987,1.632946
200088201010656,271.067849970893,-24.4105860205604,QSO,0.662,,,,,,,6.009886758195721,-1.3082859338009296,J180416.39-242438.7,271.0683004,-24.4107589,0.0881,0.0828,160.1,10.028,9.475,6.75,3.393,12.977,11.881,11.1,0.038,0.044,0.201,,0.023,0.028,0.026,2708024301351022546,00dd,0,210n,AABU,-210,73,-132,76,0.319,1.602307
200088201010691,271.004991704055,-24.44117810831,STAR,0.395,,,,,,,5.955133196646938,-1.2734294225880936,J180401.28-242628.6,271.0053369,-24.4412882,0.1228,0.1127,160.5,10.84,11.49,7.54,6.854,10.891,10.754,10.708,0.047,0.109,,,0.022,0.022,0.023,2708024301351022320,ddHD,1,02nn,ABUU,-130,176,244,235,0.599,1.198663
200088201010708,271.059318971251,-24.2782281353265,STAR,0.395,,,STAR,1.0,,,6.12143918597795,-1.236583669497871,J180414.34-241640.7,271.0597534,-24.2779927,0.1293,0.1226,152.8,11.03,11.414,7.858,2.242,11.536,11.335,11.219,0.051,0.081,0.465,0.09,0.029,0.033,0.03,2708024301351029496,dhHH,1,10nn,AACA,20,106,-314,113,0.58,1.658554
200088201010710,271.01210424097,-24.3468380635529,GALAXY,0.605,,,,,,,6.0405248924579755,-1.232763110791519,J180402.91-242046.6,271.0121558,-24.3463037,0.0375,0.0341,116.2,7.97,7.981,4.665,,11.592,9.477,8.586,0.022,0.022,0.513,,0.029,0.029,0.025,2708024301351028864,hhdD,1,44nn,AACZ,1640,78,-1473,66,1.274,1.931114
200088201015027,270.937781590525,-24.3680989451713,QSO,0.646,,,,,,,5.988742082133757,-1.1842242319816094,J180345.05-242206.3,270.9377474,-24.3684174,0.039,0.0354,94.3,7.7,7.315,-6.909,,9.243,9.13,9.034,0.022,0.02,,,0.024,0.023,0.023,2708024301351032603,ddd0,3,44nn,AAUX,111,31,455,29,1.159,1.151856
200088201015065,270.78036819203,-24.32582251177,GALAXY,0.675,,,,,,,5.95501341155053,-1.0385614077994643,J180307.35-241934.2,270.7806545,-24.3261736,0.1075,0.0948,159.9,11.013,11.121,7.797,2.948,14.057,12.387,11.432,0.069,0.097,0.057,0.027,0.04,0.041,0.033,2708024301351032208,00Hd,1,33n4,AAAA,-3033,134,-570,145,0.872,1.574776
200088201015149,270.93744763841,-24.452923050999,GALAXY,0.522,,,,,,,5.914695874075194,-1.2256344384784663,J180344.86-242711.4,270.9369317,-24.4531914,0.0916,0.0808,179.5,11.078,11.128,5.643,2.876,13.705,13.145,12.753,0.069,0.073,0.027,0.125,,0.058,0.049,2708024301351020238,00dd,1,1130,AAAB,-2909,102,1710,113,1.126,1.947216
200088201015245,270.90295025675,-24.2903782804448,GALAXY,0.681,,,,,,,6.040843096404396,-1.1183881684645272,J180336.70-241725.7,270.902926,-24.290487,0.0934,0.0848,8.9,9.443,9.357,6.878,3.852,12.117,10.549,9.88,0.036,0.063,,,0.029,0.026,0.024,2708024301351031498,hhHD,1,nnnn,AAUU,-580,63,-448,66,0.119,0.399392
200088201015357,271.057802855372,-24.4399549591212,GALAXY,0.958,,,,,,,5.979798810660742,-1.3147208783006818,J180413.93-242623.3,271.0580559,-24.439831,0.1756,0.1616,167.6,10.868,10.681,7.562,4.781,12.665,11.767,11.33,0.071,0.079,,,0.026,0.026,0.026,2708024301351022585,h0HD,1,21nn,AAUU,-181,153,-127,162,0.262,0.941678
200088201015463,271.143363269843,-24.3238479065245,QSO,0.464,,,STAR,1.0,,,6.1192385128771525,-1.3257100858007196,J180434.35-241925.8,271.1431279,-24.3238403,0.0481,0.0465,160.8,9.887,9.903,7.089,7.305,11.03,10.635,10.531,0.036,0.043,,,0.024,0.033,0.029,2708024301351030185,00dH,1,30nn,AAUU,-264,76,-578,75,1.449,0.772539
200088201015498,271.05459875002,-24.3068732861092,QSO,0.468,,,STAR,1.0,,,6.09436134534141,-1.2468884806361933,J180413.17-241825.5,271.0548999,-24.3071091,0.1562,0.1431,153.7,11.025,11.139,5.501,2.627,12.151,11.666,11.472,0.071,0.074,0.115,0.13,0.029,0.035,0.031,2708024301351029002,00hD,0,000n,AABB,-266,114,-908,120,0.589,1.302767
200088201015526,270.783046562623,-24.3982656188331,QSO,0.701,,,,,,,5.893146895002089,-1.0763475776783846,J180307.98-242354.5,270.783289,-24.3984933,0.0392,0.0371,119.6,8.952,8.841,6.589,2.538,10.09,9.494,9.198,0.026,0.023,0.025,0.024,0.022,0.022,0.026,2708024301351018297,ddhh,1,1133,AAAA,274,48,-584,48,0.35,1.14162
200088201015548,271.065491600443,-24.2485650206433,QSO,0.57,,,STAR,1.0,,,6.150054698391809,-1.2269349091160677,J180415.75-241455.5,271.0656374,-24.248764,0.1026,0.0931,163.9,10.609,10.829,7.583,3.035,11.402,11.135,10.953,0.044,0.053,0.084,0.098,0.026,0.038,0.033,2708024301351029464,ddDd,1,10n2,AAAA,203,81,-486,86,0.337,0.861326
200088201015636,271.030319885485,-24.3238087323544,STAR,0.62,,,STAR,1.0,,,6.068742224755704,-1.2359203085649375,J180407.36-241926.3,271.0306729,-24.3239912,0.0666,0.0632,149.9,9.427,9.485,7.946,1.527,9.835,9.566,9.452,0.031,0.038,,0.059,0.023,0.024,0.024,2708024301351028931,0oHD,1,00nn,AAUA,-3,60,-55,147,0.216,1.331359
200088201015678,271.170110789879,-24.2862020027399,QSO,0.594,,,STAR,1.0,,,6.164011942727912,-1.328513349089576,J180440.88-241710.7,271.1703413,-24.2863236,0.1358,0.124,170.0,10.223,9.567,9.863,4.686,12.751,11.698,11.0,0.059,0.056,0.248,0.384,0.026,0.033,0.029,2708024301351029349,00Hd,1,33nn,AABC,-27,105,-330,114,0.204,0.873815
200305401010014,267.070830366318,-28.2625560711052,GALAXY,0.615,,,STAR,1.0,,,0.8791375677917608,-0.15044999836835576,J174817.01-281545.6,267.0708971,-28.2626857,0.0582,0.0572,129.0,8.674,8.528,9.165,7.493,11.056,9.579,8.924,0.028,0.033,,,0.026,0.029,0.027,2674028801351062276,dddH,1,11nn,AAUU,126,65,-245,70,0.199,0.512453
200509401010002,270.67422232753,-29.9194402343184,QSO,0.498,,,STAR,0.998,,,1.0322594409425472,-3.7049976562214693,J180241.79-295511.1,270.6741287,-29.9197691,0.0673,0.0605,152.0,10.644,10.77,11.019,8.374,11.613,10.929,10.71,0.031,0.035,0.193,,0.032,0.037,0.032,2713030301351039550,0000,1,33nn,AABU,56,62,143,66,0.512,1.219492
200509401010012,270.961735819179,-30.0603135919425,QSO,0.719,,,GALAXY,0.959,,,1.0310938674883425,-3.9910999256260427,J180350.75-300338.1,270.9614902,-30.0606035,0.1327,0.1245,158.1,11.778,12.281,12.098,8.62,12.49,11.908,11.766,0.054,0.076,,,0.027,0.027,0.026,2713030301351042163,0000,1,21nn,AAUU,-220,268,14,244,0.469,1.294272
200509401010013,270.780443067493,-29.9573885300914,STAR,0.749,,,STAR,1.0,,,1.044255400440788,-3.8038380144735897,J180307.32-295727.0,270.7805245,-29.9575149,0.0399,0.0383,96.5,8.982,9.111,9.14,8.087,9.591,9.108,9.012,0.024,0.022,0.04,,0.026,0.022,0.023,2713030301351042214,hhd0,0,011n,AAAU,20,41,-52,40,0.575,0.520963
200509401010037,270.789201265837,-29.8248718595934,QSO,0.666,,,GALAXY,0.859,,,1.163808792896836,-3.7456378544268834,J180309.49-294930.3,270.7895594,-29.8251083,0.1403,0.1273,175.2,11.259,11.419,11.894,8.586,12.312,11.626,11.436,0.056,0.065,,,0.056,0.048,0.048,2713030301351041873,0000,1,11nn,AAUU,-11,117,54,128,1.522,1.405447
200509401010046,270.928625784533,-29.9350658258705,STAR,0.635,,,STAR,1.0,,,1.126656731174357,-3.904958884174717,J180342.92-295606.6,270.9288669,-29.9351848,0.0375,0.0351,106.2,8.077,8.211,8.157,8.365,8.849,8.278,8.198,0.024,0.021,0.026,0.452,0.021,0.047,0.021,2713030301351040630,0000,1,000n,AAAC,140,41,67,39,0.052,0.865465
200509401010054,270.616423467477,-30.0009816457799,STAR,0.372,,,GALAXY,0.971,,,0.9364405326406949,-3.701312960249941,J180227.97-300003.6,270.6165698,-30.0010167,0.1125,0.1036,172.1,11.681,11.907,11.836,8.661,12.967,12.263,12.027,0.044,0.062,,,0.032,0.026,0.032,2713030301351039973,ddHH,1,31nn,AAUU,-45,106,70,116,0.158,0.473197
200509401010059,270.78711306865,-30.176097163474,STAR,0.596,,,STAR,0.988,,,0.8558772627450328,-3.915825872168471,J180308.92-301032.0,270.7872,-30.17558,0.1324,0.1239,147.9,11.703,12.119,11.894,8.855,12.934,12.213,11.991,0.05,0.077,,,0.035,0.037,0.037,2713030301351035346,00PP,1,10nn,AAUU,775,131,-44,137,1.525,1.881243
200509402010002,269.41320787815,-30.092313481238,STAR,0.628,,,STAR,1.0,,,0.3409666650082369,-2.8412677003387157,J175739.08-300532.8,269.4128724,-30.092466,0.0519,0.0503,135.0,9.42,9.422,9.637,8.948,10.204,9.796,9.686,0.029,0.026,0.163,,0.026,0.026,0.024,2695030301351044774,dddH,1,661n,AABU,-52,47,-271,48,1.059,1.180317
200509402010003,269.51005903495,-29.959778382855,QSO,0.679,,,,,,,0.49785498796409045,-2.8478734150240403,J175802.50-295736.4,269.5104368,-29.9601275,0.0382,0.0362,95.8,7.515,7.67,7.649,7.824,8.759,7.995,7.742,0.029,0.02,0.03,0.244,0.026,0.016,0.021,2695030301351044282,0ddD,1,210n,AAAB,48,41,-202,38,0.571,1.72261
200509402010013,269.27373378181,-30.130930858351,QSO,0.626,,,STAR,1.0,,,0.24714436266005305,-2.756023510971644,J175705.78-300752.1,269.2740854,-30.1311611,0.0663,0.063,162.1,9.935,10.066,10.36,8.655,11.026,10.321,10.119,0.032,0.034,0.122,,0.026,0.026,0.025,2695030301351034161,0000,0,210n,AABU,-46,61,30,64,0.122,1.373158
200509402010021,269.26841939553,-29.82003239927,QSO,0.434,,,STAR,0.999,,,0.514378702436959,-2.596585119990244,J175704.51-294911.6,269.2688296,-29.8199109,0.2938,0.1796,177.6,10.708,11.035,11.058,8.605,12.065,11.079,10.775,0.1,0.091,,,0.058,0.05,0.049,2695030301351041628,dhHH,1,nnnn,AAUU,,,,,0.933,1.353782
200509402010023,269.43573400869,-29.791118853471,QSO,0.629,,,STAR,0.997,,,0.6120532157778075,-2.7079127879042906,J175744.62-294727.0,269.4359421,-29.7908526,0.1454,0.1328,168.8,10.973,11.323,11.323,8.878,12.68,11.754,11.435,0.053,0.086,,,0.06,0.064,0.05,2695030301351058729,0dDD,1,10nn,AAUU,-113,120,79,129,0.943,1.158093
200509402010035,269.39592351612,-29.947834810709,STAR,0.548,,,STAR,1.0,,,0.4588436546385648,-2.7562018272098263,J175735.04-295651.7,269.3960034,-29.9477086,0.1018,0.0949,172.3,10.647,11.03,10.843,8.835,11.299,11.111,11.018,0.041,0.059,,,0.038,0.067,0.052,2695030301351045449,hhH0,1,22nn,AAUU,129,87,179,96,0.615,0.51813
200509403010001,274.565733696908,-32.4028619713078,QSO,0.373,,,STAR,1.0,,,0.4223172953941784,-7.813957704497197,J181815.72-322409.6,274.5655041,-32.4026734,0.0405,0.0376,105.6,9.416,9.426,9.368,8.362,10.368,9.809,9.613,0.024,0.022,0.043,,0.024,0.022,0.021,2752031901351011729,0000,0,000n,AAAU,51,41,-21,41,0.04,0.973574
200509403010002,274.863262628521,-32.3174096692738,STAR,0.581,,,STAR,1.0,,,0.6150111783530554,-7.998448460991019,J181927.19-321902.7,274.8633205,-32.3174305,0.0405,0.0379,96.4,10.278,10.281,10.298,8.516,10.738,10.459,10.368,0.023,0.022,0.078,,0.024,0.023,0.021,2752031901351008393,0h00,0,110n,AAAU,-1,43,110,42,0.084,0.191281
