ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  239.08554     -56.18076     16.62317     0.07546         15.77354     0.05957         15.22731      0.047            17.87829    0.07416        16.94201    0.05143        16.30434     0.03615         17.58253     0.07500         16.65289     0.05367         16.02962      0.03853          d022      239.08554   -56.180762   16.62        0.38   0.007200000005568831  
  239.10506     -56.22008     16.15392     0.06025         13.8942      0.03634         14.57052      0.03265          17.08475    0.03631        16.2604     0.02776        15.56688     0.01893         16.89257     0.03963         16.41416     0.04301         15.42429      0.0222           d022      239.10506   -56.220082   16.15        0.37   0.007199999982668837  
  239.14927     -56.02619     14.93535     0.02211         14.01559     0.01556         13.66406      0.01455          16.02663    0.01667        15.12902    0.01122        14.72205     0.00977         15.87323     0.01812         14.92109     0.0122          14.53106      0.01065          d022      239.14927   -56.026192   14.94        0.41   0.007200000005568831  
  239.15972     -56.01519     17.25298     0.11708         16.19559     0.08283         15.28617      0.05213          18.27130    0.11236        17.22986    0.06978        16.41485     0.04124         17.96378     0.11201         16.95375     0.07414         16.13814      0.04375          d022      239.15972   -56.015192   17.25        0.41   0.007200000005568831  
  239.16863     -56.20294     14.36944     0.01772         13.57641     0.01398         13.34694      0.01424          16.01009    0.01548        15.22287    0.01157        14.87467     0.01072         15.79159     0.01612         15.05685     0.01301         14.70843      0.01199          d022      239.16863   -56.202942   14.37        0.38   0.007200000005568831  
  239.18684     -56.20646     14.46376     0.01442         13.30914     0.01254         13.16368      0.01026          15.39742    0.00992        14.61396    0.00734        14.28246     0.00678         15.20541     0.01025         14.39115     0.00777         14.02357      0.00689          d022      239.18684   -56.206462   14.46        0.38   0.007200000005568831  
  239.19476     -56.19368     14.25305     0.01559         13.6203      0.01254         13.20968      0.01227          15.52230    0.01080        14.78494    0.00831        14.42868     0.00757         15.36382     0.01152         14.53307     0.0086          14.17905      0.00776          d022      239.19476   -56.193682   14.25        0.38   0.007200000005568831  
  239.2008      -56.16523     15.85177     0.05072         14.99083     0.03761         14.59927      0.03229          17.05169    0.03664        16.13887    0.0255         15.53983     0.01881         16.85391     0.03949         15.96426     0.02924         15.33887      0.0209           d022      239.2008    -56.165232   15.85        0.38   0.007200000005568831  
  239.20652     -56.20525     14.81421     0.02638         14.29827     0.02241         13.71546      0.01847          16.24093    0.01852        15.76254    0.01906        14.74433     0.00985         15.99608     0.01893         15.29693     0.01633         14.66158      0.0116           d022      239.20652   -56.205252   14.81        0.38   0.007200000005568831  
  239.28589     -56.22265     15.34079     0.02917         14.44591     0.02539         13.86971      0.01966          16.34001    0.02043        15.53366    0.01529        15.03599     0.01241         16.18526     0.02242         15.33041     0.0168          14.81588      0.01327          d022      239.28589   -56.222652   15.34        0.38   0.007199999982668837  
  239.31505     -56.27175     15.85584     0.04331         14.9609      0.03892         14.96697      0.0472           16.67290    0.02763        16.28099    0.02852        16.15985     0.03244         16.64903     0.03401         16.18352     0.03484         16.01648      0.03779          d022      239.31505   -56.271752   15.86        0.38   0.007200000005568831  
  239.31639     -56.27149     16.47286     0.07012         15.27678     0.04403         14.48928      0.03271          17.42480    0.05039        16.4549     0.03392        15.73116     0.0224          17.26643     0.05631         16.18851     0.0358          15.46751      0.02343          d022      239.31639   -56.271492   16.47        0.38   0.007200000005568831  
  239.31889     -56.11409     15.35064     0.02629         14.41957     0.02051         13.81638      0.01732          16.13850    0.01738        15.26668    0.01227        14.78719     0.01017         15.96903     0.01867         15.04748     0.01313         14.60737      0.01113          d022      239.31889   -56.114092   15.35        0.38   0.007200000005568831  
  238.45632     -55.39036     14.67894     0.03444         14.0677      0.02474         14.14023      0.02883          15.63083    0.02176        15.08238    0.0158         15.02101     0.01704         15.53335     0.02487         14.98074     0.01813         14.97842      0.01989          d023      238.45632   -55.390362   14.68        0.67   0.007200000005568831  
  238.46721     -55.51872     14.88267     0.03690         14.51669     0.03283         14.48109      0.03583          15.88813    0.02404        15.29518    0.01746        15.27573     0.02015         15.92866     0.03105         15.38203     0.02377         15.32642      0.02565          d023      238.46721   -55.518722   14.88        0.62   0.007199999982668837  
  238.60203     -55.56838     16.39103     0.08566         15.34431     0.06455         15.0708       0.058            17.02951    0.06305        16.2778     0.04081        16.15616     0.04305         16.86795     0.06980         16.17986     0.04859         16.03754      0.04832          d023      238.60203   -55.568382   16.39        0.61   0.007200000005568831  
  238.63031     -55.27759     15.56303     0.06262         15.17873     0.05354         15.16351      0.05794          16.47318    0.04136        16.01546    0.03376        15.99098     0.03811         16.44114     0.05113         15.97275     0.04188         15.91186      0.04416          d023      238.63031   -55.277592   15.56        0.64   0.007200000005568831  
  238.67465     -55.11766     14.75844     0.02753         13.99013     0.01836         13.62245      0.0162           15.20280    0.01571        14.47057    0.00968        14.41554     0.0103          15.14816     0.01815         14.44632     0.01156         14.40355      0.01215          d023      238.67465   -55.117662   14.76        0.68   0.007200000005568831  
  238.70064     -55.50532     15.61365     0.05610         15.12501     0.04742         14.9599       0.04922          16.50716    0.03638        16.00623    0.02994        15.91207     0.03289         16.34311     0.04028         15.84299     0.03371         15.78483      0.03696          d023      238.70064   -55.505322   15.61        0.56   0.007200000005568831  
  238.75403     -55.53593     16.45200     0.12251         15.85226     0.0948          15.56107      0.08102          17.25486    0.06550        16.60959    0.04927        16.44957     0.05173         17.13308     0.07581         16.53299     0.06057         16.34136      0.0597           d023      238.75403   -55.535932   16.45        0.54   0.007200000005568831  
  238.82948     -55.17115     15.63821     0.04736         14.99401     0.03803         14.98754      0.04251          16.43719    0.03394        15.94496    0.02814        15.95995     0.03417         16.37361     0.04053         15.83286     0.03287         15.85466      0.03899          d023      238.82948   -55.171152   15.64        0.56   0.007200000005568831  
  238.88882     -55.38495     15.05759     0.03850         14.67448     0.03343         14.36136      0.0327           15.98255    0.02303        15.40993    0.01749        15.36516     0.02003         15.81273     0.02517         15.21091     0.01902         15.2226       0.0224           d023      238.88882   -55.384952   15.06        0.56   0.007199999982668837  
  238.90544     -55.48231     15.86425     0.06288         15.14311     0.04686         15.02463      0.05017          16.88765    0.04626        16.12815    0.03136        16.02566     0.03475         16.75701     0.05294         16.03429     0.03801         15.91498      0.04025          d023      238.90544   -55.482312   15.86        0.53   0.007200000005568831  
  238.91045     -55.75022     14.90849     0.02848         14.56235     0.02484         14.22912      0.03127          16.01438    0.02029        15.61865    0.0186         15.50901     0.02111         15.78759     0.02081         15.34357     0.01914         15.25723      0.02135          d023      238.91045   -55.750222   14.91        0.48   0.007200000005568831  
  238.92137     -55.43055     15.98243     0.07304         15.53916     0.06941         15.28735      0.06632          16.86347    0.04762        16.37698    0.04023        16.25007     0.043           16.77944     0.05718         16.40588     0.05472         16.23089      0.05451          d023      238.92137   -55.430552   15.98        0.55   0.007200000005568831  
  238.93429     -55.15221     15.42775     0.03534         14.78925     0.0314          14.49624      0.02873          15.84969    0.01993        15.51006    0.01856        15.50745     0.02227         15.84826     0.02442         15.48686     0.02344         15.29321      0.02313          d023      238.93429   -55.152212   15.43        0.53   0.007200000005568831  
  238.97185     -55.5266      15.82376     0.04976         15.07863     0.03673         14.9971       0.04185          16.67651    0.03638        16.02679    0.02727        15.99817     0.03278         16.36903     0.03567         15.70329     0.02707         15.7012       0.03235          d023      238.97185   -55.526602   15.82        0.5    0.007199999982668837  
  238.97929     -55.51683     15.91217     0.05253         14.97561     0.05189         14.80573      0.05407          16.56516    0.03428        15.99581    0.02707        15.9869      0.03287         16.33286     0.03582         15.76999     0.02931         15.76743      0.03471          d023      238.97929   -55.516832   15.91        0.51   0.007200000005568831  
  239.01654     -55.85346     15.70106     0.05208         15.07423     0.04257         14.89393      0.04473          16.50782    0.03432        15.90149    0.02555        15.86282     0.0302          16.36966     0.03847         15.76089     0.02979         15.76241      0.03518          d023      239.01654   -55.853462   15.7         0.53   0.007200000005568831  
  239.03016     -55.863       15.76172     0.06818         15.19774     0.05636         15.09449      0.06281          16.51453    0.03477        16.09058    0.03017        16.01787     0.03462         16.53174     0.04450         16.07044     0.03951         16.01139      0.04409          d023      239.03016   -55.863002   15.76        0.53   0.007200000005568831  
  239.05537     -55.49668     15.67715     0.04954         15.09904     0.04132         15.09281      0.04993          16.54646    0.03421        15.93574    0.02588        15.94557     0.03179         16.46405     0.04079         15.87222     0.03252         15.88924      0.03908          d023      239.05537   -55.496682   15.68        0.52   0.007200000005568831  
  239.06697     -55.06167     14.83535     0.03284         14.08173     0.02435         13.9311       0.02338          16.33417    0.02663        15.82982    0.02345        15.37064     0.01891         16.21093     0.03030         15.54192     0.02355         15.17827      0.02021          d023      239.06697   -55.061672   14.84        0.5    0.007200000005568831  
  239.12388     -55.81403     14.52622     0.02073         13.93767     0.01667         13.99922      0.02065          15.60701    0.01563        15.03694    0.01186        14.96571     0.01361         15.48856     0.01728         14.83777     0.01295         14.795        0.01472          d023      239.12388   -55.814032   14.53        0.52   0.007199999982668837  
  239.14538     -55.27621     14.77311     0.02665         14.10174     0.01891         13.76298      0.01723          16.01698    0.02111        15.18853    0.01385        14.78435     0.01168         15.64857     0.01973         14.88032     0.01377         14.53355      0.01187          d023      239.14538   -55.276212   14.77        0.52   0.007200000005568831  
  239.16086     -55.99274     16.23068     0.08403         15.58122     0.07624         15.49189      0.08587          17.04390    0.04542        16.53732    0.03941        16.40663     0.04498         17.03607     0.05632         16.33972     0.04385         16.31587      0.05308          d023      239.16086   -55.992742   16.23        0.44   0.007200000005568831  
  239.16267     -55.94462     15.30162     0.04203         14.50078     0.03319         14.17524      0.02649          16.62370    0.03198        15.80675    0.02146        15.44326     0.01953         16.40702     0.03329         15.50992     0.02178         15.20677      0.02019          d023      239.16267   -55.944622   15.3         0.46   0.007200000028468824  
  239.19262     -55.71907     15.35073     0.04488         15.0689      0.03734         14.73871      0.04174          16.54172    0.03395        16.05801    0.02839        16.0497      0.03448         16.40779     0.03844         15.85807     0.03175         15.85486      0.03764          d023      239.19262   -55.719072   15.35        0.51   0.007199999982668837  
  239.23579     -56.02541     15.19882     0.02967         14.74869     0.03038         14.69679      0.03427          16.03416    0.01764        15.59245    0.01596        15.5955      0.02097         15.96418     0.02009         15.44187     0.01829         15.43748      0.02319          d023      239.23579   -56.025412   15.2         0.39   0.007200000005568831  
  239.238       -55.85118     15.85825     0.06477         15.23368     0.05834         14.83852      0.06065          16.89433    0.04133        16.46774    0.03782        16.39123     0.04462         16.78994     0.04793         16.30825     0.04412         16.23056      0.0502           d023      239.238     -55.851182   15.86        0.46   0.007200000005568831  
  239.27449     -55.98984     16.37527     0.05438         15.21131     0.03918         15.2834       0.04965          16.93923    0.03812        16.30659    0.03004        16.28252     0.03868         16.74538     0.03964         16.04033     0.03149         16.03993      0.03994          d023      239.27449   -55.989842   16.38        0.39   0.007200000005568831  
  239.27862     -55.98426     15.89523     0.04435         15.55262     0.04581         15.27733      0.04691          16.70165    0.03117        16.25161    0.0288         16.17056     0.03492         16.62415     0.03617         16.12211     0.03421         16.01649      0.03916          d023      239.27862   -55.984262   15.9         0.4    0.007200000028468824  
  239.296       -55.99414     15.31871     0.03220         14.50193     0.02917         14.48479      0.03528          16.15203    0.01921        15.62981    0.01641        15.59931     0.02093         16.14743     0.02328         15.59384     0.02086         15.5851       0.02624          d023      239.296     -55.994142   15.32        0.38   0.007199999959768843  
  239.32887     -56.06267     17.56222     0.15532         16.13808     0.07497         15.64549      0.07745          18.23794    0.11080        17.33687    0.07558        16.60715     0.05088         18.11667     0.12514         17.04513     0.07784         16.37914      0.05322          d023      239.32887   -56.062672   17.56        0.37   0.007200000005568831  
  239.36537     -55.85172     15.62412     0.03750         14.97727     0.03372         14.6889       0.03307          16.38208    0.02405        15.84353    0.02028        15.80503     0.02517         16.30973     0.02782         15.68686     0.02353         15.4912       0.02479          d023      239.36537   -55.851722   15.62        0.41   0.007200000005568831  
  239.37152     -55.75156     14.55771     0.03061         14.26139     0.02798         14.19055      0.03229          16.25037    0.02528        15.72641    0.02041        15.73676     0.0254          16.19918     0.03014         15.48269     0.02198         15.47371      0.02627          d023      239.37152   -55.751562   14.56        0.49   0.007200000005568831  
  239.4209      -55.22184     15.18178     0.04016         14.55306     0.03259         14.21938      0.02688          16.61379    0.03433        15.68607    0.02078        15.26934     0.01723         16.47573     0.03923         15.54205     0.02436         15.07408      0.01883          d023      239.4209    -55.221842   15.18        0.51   0.007200000028468824  
  239.45784     -55.84546     15.76298     0.04672         15.34468     0.04665         15.32851      0.05591          17.06528    0.04146        16.61821    0.03912        16.50363     0.04583         16.81022     0.04185         16.2697      0.03853         16.20832      0.04603          d023      239.45784   -55.845462   15.76        0.39   0.007199999982668837  
  239.49363     -55.86175     16.63320     0.06835         16.01446     0.06381         15.84934      0.07232          17.23163    0.04736        16.65402    0.04003        16.62595     0.0509          17.17365     0.05719         16.60882     0.05188         16.61572      0.06643          d023      239.49363   -55.861752   16.63        0.38   0.007200000005568831  
  239.49519     -55.65564     15.89920     0.06076         15.01954     0.044           14.64141      0.0381           17.43481    0.06492        16.44742    0.038          15.96717     0.03034         17.11923     0.06343         16.11908     0.03835         15.6818       0.03114          d023      239.49519   -55.655642   15.9         0.47   0.007200000005568831  
  239.50709     -55.051       16.11461     0.08540         15.21634     0.0561          15.16457      0.05773          17.57586    0.08827        16.60223    0.04992        16.18037     0.03993         17.40333     0.09949         16.55966     0.06489         16.09995      0.04905          d023      239.50709   -55.051002   16.11        0.56   0.007199999982668837  
  239.56155     -56.18232     15.25562     0.02928         14.73177     0.02854         14.72523      0.03594          16.24451    0.01948        15.85493    0.01898        15.77848     0.02378         16.26755     0.02359         15.76812     0.02297         15.7155       0.02845          d023      239.56155   -56.182322   15.26        0.34   0.007200000005568831  
  239.56593     -55.57795     15.02619     0.02917         14.28921     0.02555         14.04925      0.02421          15.86197    0.01745        15.31147    0.01404        15.03817     0.01358         15.74012     0.01950         15.15396     0.01621         14.8464       0.01482          d023      239.56593   -55.577952   15.03        0.47   0.007200000005568831  
  239.59971     -55.28657     16.30284     0.06238         15.19125     0.04953         15.02407      0.05793          16.60832    0.03609        15.94303    0.02575        15.91822     0.03025         16.48985     0.04193         16.1994      0.04422         15.8585       0.03817          d023      239.59971   -55.286572   16.3         0.52   0.007200000028468824  
  239.60028     -55.97943     15.85876     0.04830         15.0615      0.03785         14.65506      0.05118          16.89693    0.03568        16.37248    0.03221        15.81061     0.02502         16.64417     0.03560         15.89921     0.02792         15.59248      0.02663          d023      239.60028   -55.979432   15.86        0.39   0.007200000005568831  
  239.60169     -55.06667     16.43051     0.08357         15.65957     0.06356         15.3008       0.05958          16.89576    0.05045        16.32148    0.03848        16.17403     0.03961         16.72880     0.05673         16.09228     0.04222         16.07997      0.04826          d023      239.60169   -55.066672   16.43        0.57   0.007199999982668837  
  239.61967     -55.87389     15.31099     0.05996         14.69552     0.0334          14.59415      0.03643          17.16467    0.04465        16.57133    0.03779        16.23133     0.03579         16.88299     0.04392         16.19261     0.03637         15.87325      0.0342           d023      239.61967   -55.873892   15.31        0.39   0.007199999982668837  
  239.66541     -55.83183     14.98945     0.03345         14.3898      0.02757         14.01001      0.0235           16.70190    0.03010        15.86672    0.02072        15.43102     0.01792         16.54459     0.03279         15.57164     0.02127         15.15272      0.0183           d023      239.66541   -55.831832   14.99        0.4    0.007200000005568831  
  239.69429     -55.50802     17.41040     0.11240         16.07137     0.07865         14.83492      0.04713          18.11543    0.11115        17.06897    0.06349        16.42192     0.04361         17.82603     0.11073         16.72815     0.06376         16.11914      0.04478          d023      239.69429   -55.508022   17.41        0.44   0.007199999982668837  
  239.69998     -56.01769     15.27749     0.03012         14.46256     0.02285         13.84781      0.01949          16.44104    0.02472        15.48166    0.01532        14.98876     0.01261         16.20021     0.02467         15.19442     0.01562         14.73773      0.01286          d023      239.69998   -56.017692   15.28        0.41   0.007199999982668837  
  239.73369     -56.09098     14.92559     0.02346         13.80862     0.01482         13.65312      0.01574          15.88084    0.01574        14.92643    0.00954        14.67659     0.00977         15.76423     0.01702         14.70863     0.01013         14.46864      0.01019          d023      239.73369   -56.090982   14.93        0.4    0.007199999982668837  
  239.74727     -56.04858     15.49144     0.04448         14.62405     0.03118         14.54411      0.03255          16.90741    0.03754        16.05872    0.02495        15.72141     0.02362         16.70700     0.03892         15.77898     0.02568         15.49077      0.02476          d023      239.74727   -56.048582   15.49        0.41   0.007200000005568831  
  239.75434     -55.43088     15.01819     0.03618         14.70547     0.03018         14.25381      0.0267           16.23953    0.02238        15.98843    0.02429        15.40669     0.01786         16.22280     0.02753         15.60625     0.02334         15.10105      0.01809          d023      239.75434   -55.430882   15.02        0.44   0.007199999982668837  
  239.79949     -55.05801     15.18990     0.05415         15.15111     0.04993         14.36521      0.04204          16.70389    0.04848        16.2171     0.03832        15.86592     0.03163         16.67135     0.06169         15.88514     0.03831         15.90683      0.04385          d023      239.79949   -55.058012   15.19        0.63   0.007199999982668837  
  239.8248      -55.47371     15.54844     0.04471         15.42986     0.04185         14.37229      0.02964          16.54735    0.02734        16.10001    0.02602        15.50376     0.01904         16.53134     0.03389         15.86211     0.02809         15.40678      0.02307          d023      239.8248    -55.473712   15.55        0.42   0.007200000005568831  
  239.84356     -55.42649     15.52132     0.03884         14.51756     0.0261          13.70843      0.02883          16.39099    0.02488        15.47165    0.01543        15.11708     0.01402         16.18485     0.02653         15.20361     0.01613         15.0541       0.01732          d023      239.84356   -55.426492   15.52        0.44   0.007200000005568831  
  239.86319     -54.55757     14.33859     0.03768         13.46637     0.02125         13.17669      0.01708          15.59720    0.03209        14.67689    0.0147         14.39556     0.01167         15.40304     0.03415         14.465       0.01579         14.2098       0.01241          d023      239.86319   -54.557572   14.34        0.9    0.007200000005568831  
  239.90018     -54.76294     14.16791     0.04656         14.48785     0.04101         13.99052      0.03111          15.70327    0.03295        15.67028    0.03253        15.19739     0.02164         16.00948     0.05361         15.37003     0.03309         15.01082      0.02398          d023      239.90018   -54.762942   14.17        0.85   0.007200000005568831  
  239.95647     -54.76854     14.39622     0.03773         13.46869     0.02094         13.13731      0.01528          15.38919    0.02562        14.55548    0.0128         14.20033     0.00962         15.37972     0.03189         14.4427      0.01524         14.05268      0.01069          d023      239.95647   -54.768542   14.4         0.87   0.007199999982668837  
  239.95943     -55.75666     14.87219     0.03188         14.1123      0.02478         13.89143      0.02482          16.32694    0.02342        16.10697    0.02579        15.71116     0.02287         16.48043     0.03231         15.71999     0.02467         15.38764      0.02269          d023      239.95943   -55.756662   14.87        0.41   0.007200000005568831  
  239.96182     -55.62959     13.94199     0.01766         13.77218     0.01678         13.76948      0.0198           15.44850    0.01080        15.05619    0.00994        14.96538     0.01169         15.47300     0.01303         14.88135     0.01119         14.74209      0.0125           d023      239.96182   -55.629592   13.94        0.38   0.007200000005568831  
  240.01262     -55.9329      15.16240     0.02715         14.45266     0.02303         14.296        0.02342          16.04334    0.01870        15.734      0.01881        15.3636      0.01717         15.90283     0.01975         15.29902     0.01681         15.06741      0.01705          d023      240.01262   -55.932902   15.16        0.41   0.007200000005568831  
  240.03035     -55.34387     16.11032     0.05068         14.82132     0.03389         14.54247      0.03444          16.58206    0.03135        15.92532    0.02333        15.68888     0.02319         16.47897     0.03620         15.76806     0.02744         15.52204      0.02673          d023      240.03035   -55.343872   16.11        0.47   0.007199999982668837  
  240.15256     -55.76429     15.62929     0.04634         15.30034     0.03911         14.95532      0.04723          16.50509    0.02788        15.84365    0.02073        15.80729     0.02532         16.43389     0.03230         15.73641     0.02509         15.75597      0.03182          d023      240.15256   -55.764292   15.63        0.42   0.007199999982668837  
  240.22976     -55.58314     16.00016     0.05472         15.16419     0.04042         14.84354      0.03809          17.14626    0.04395        16.37077    0.03179        15.92334     0.02694         16.81422     0.04156         16.00301     0.03091         15.61077      0.0272           d023      240.22976   -55.583142   16.0         0.39   0.007200000005568831  
  240.23583     -54.58405     15.74290     0.09419         15.1196      0.06465         15.05274      0.06322          16.46481    0.06815        15.86022    0.03925        15.87834     0.04075         16.33439     0.07745         15.77193     0.04879         15.78424      0.04895          d023      240.23583   -54.584052   15.74        0.88   0.007200000005568831  
  240.28912     -54.53767     15.26357     0.07168         14.69039     0.05538         14.60444      0.05855          16.11301    0.05075        15.77146    0.03654        15.64017     0.03321         16.07594     0.06156         15.70811     0.04642         15.55495      0.03972          d023      240.28912   -54.537672   15.26        0.88   0.007200000005568831  
  240.32387     -54.55116     14.50378     0.03895         13.64993     0.02137         13.21405      0.01619          15.71780    0.03165        14.95242    0.01694        14.55227     0.01243         15.43744     0.03119         14.55675     0.01584         14.2599       0.01233          d023      240.32387   -54.551162   14.5         0.84   0.007199999982668837  
  240.40449     -54.58809     15.80609     0.09122         15.2265      0.08233         15.18119      0.07558          16.67062    0.07298        16.13272    0.04617        16.09822     0.04705         16.66349     0.09205         16.05795     0.05871         15.97717      0.05571          d023      240.40449   -54.588092   15.81        0.82   0.007200000005568831  
  240.44155     -55.7104      17.21717     0.09386         15.91694     0.06667         15.52438      0.05814          17.85248    0.08272        17.15958    0.06496        16.5684      0.04801         17.71150     0.09036         16.87963     0.06812         16.28955      0.04969          d023      240.44155   -55.710402   17.22        0.39   0.007200000005568831  
  240.45434     -55.63069     15.24891     0.03555         14.72973     0.03244         13.92016      0.02995          16.45907    0.02591        16.0309     0.024          15.72398     0.02298         16.39497     0.02964         15.7774      0.02557         15.42446      0.02331          d023      240.45434   -55.630692   15.25        0.41   0.007200000028468824  
  240.50144     -54.92472     15.54454     0.05999         14.94755     0.04286         14.32458      0.03657          16.38915    0.05024        15.9395     0.03574        15.73263     0.03154         16.17814     0.05289         15.63248     0.03712         15.49532      0.0343           d023      240.50144   -54.924722   15.54        0.77   0.007200000005568831  
  240.61952     -55.12303     15.69202     0.05286         14.6619      0.03417         14.22954      0.02773          16.40576    0.03763        15.63004    0.02269        15.20937     0.0178          16.27909     0.04212         15.39875     0.02503         14.99077      0.01936          d023      240.61952   -55.123032   15.69        0.63   0.007200000005568831  
  240.73324     -55.3752      15.36319     0.04234         14.59641     0.03122         14.23291      0.02699          16.34189    0.03001        15.56924    0.01914        15.25604     0.01719         16.20097     0.03271         15.38156     0.02167         15.02943      0.01849          d023      240.73324   -55.375202   15.36        0.54   0.007200000005568831  
  240.76352     -55.01047     14.58527     0.02508         14.07786     0.02053         13.85523      0.01947          15.82051    0.02152        15.25066    0.01564        14.86483     0.01296         15.55569     0.02131         14.94754     0.01595         14.67077      0.01419          d023      240.76352   -55.010472   14.59        0.59   0.007200000005568831  
  240.79459     -55.34856     14.96974     0.03669         14.17581     0.02637         13.80929      0.0221           15.95940    0.02435        15.3092     0.01645        14.98066     0.01426         15.84228     0.02671         15.08024     0.01782         14.76177      0.01534          d023      240.79459   -55.348562   14.97        0.59   0.007200000005568831  
  240.85201     -55.55323     16.44886     0.08168         15.77691     0.06329         15.0635       0.04904          17.48754    0.07276        16.62899    0.04605        16.08528     0.03408         17.26766     0.07329         16.34825     0.04768         15.82223      0.03546          d023      240.85201   -55.553232   16.45        0.48   0.007200000028468824  
  240.95216     -54.95613     14.22766     0.02013         13.55028     0.01618         13.30394      0.0162           15.50390    0.01584        14.91883    0.01128        14.72382     0.01127         15.40224     0.01750         14.69148     0.0122          14.54468      0.0124           d023      240.95216   -54.956132   14.23        0.56   0.007199999982668837  
  240.95409     -54.94949     14.26360     0.02067         13.64514     0.01508         13.52479      0.01549          15.49121    0.01560        14.81674    0.01042        14.5769      0.01004         15.34547     0.01664         14.56003     0.01095         14.36931      0.01069          d023      240.95409   -54.949492   14.26        0.56   0.007200000005568831  
  241.06965     -55.27657     15.52884     0.05804         14.9513      0.06158         14.59602      0.04938          16.59404    0.04211        15.9686     0.02929        15.60655     0.0246          16.46404     0.04587         15.76623     0.03254         15.4405       0.0277           d023      241.06965   -55.276572   15.53        0.59   0.007200000005568831  
  241.12837     -55.15447     14.92343     0.03153         14.13442     0.02205         13.91483      0.02201          15.86844    0.02260        15.35321    0.01678        15.175       0.01682         15.72742     0.02400         15.07015     0.01732         14.91566      0.01729          d023      241.12837   -55.154472   14.92        0.58   0.007199999982668837  
  241.13403     -55.16754     15.92229     0.06068         15.00014     0.04245         14.55961      0.03502          16.75485    0.04765        15.95322    0.02868        15.54279     0.02322         16.55865     0.04913         15.65849     0.02933         15.38864      0.02639          d023      241.13403   -55.167542   15.92        0.58   0.007199999982668837  
  241.14953     -55.32908     16.71460     0.10142         15.51524     0.06309         15.24179      0.06059          17.67633    0.10097        16.725      0.05481        16.33457     0.04555         17.48459     0.10416         16.45157     0.05703         16.24956      0.05549          d023      241.14953   -55.329082   16.71        0.54   0.007200000005568831  
  241.20354     -55.16748     14.97846     0.04067         14.76001     0.03655         14.73528      0.04127          16.04184    0.02745        15.6703     0.02251        15.69289     0.02682         16.08878     0.03429         15.55987     0.02714         15.56872      0.03134          d023      241.20354   -55.167482   14.98        0.6    0.007200000005568831  
  241.20569     -55.18354     14.29535     0.01947         13.55064     0.01626         13.5216       0.01706          15.38532    0.01545        14.95101    0.01203        14.79688     0.01223         15.23463     0.01589         14.55048     0.01112         14.41195      0.01127          d023      241.20569   -55.183542   14.3         0.58   0.007200000005568831  
  240.24068     -54.48277     15.58231     0.08227         14.40243     0.04285         14.36143      0.04144          15.84212    0.04932        15.20396    0.02667        15.94045     0.03549         15.83720     0.05753         15.27018     0.03431         15.20752      0.03198          d024      240.24068   -54.482772   15.58        0.93   0.007199999982668837  
  240.627       -54.52336     14.27414     0.02431         13.56712     0.01861         13.42389      0.01734          14.84926    0.01435        14.4673     0.01196        15.55415     0.01396         14.99274     0.01808         14.54174     0.01377         14.32591      0.01238          d024      240.627     -54.523362   14.27        0.73   0.007200000005568831  
  241.76127     -53.61086     11.41109     0.00827         10.8423      0.00469         10.76197      0.00358          12.27180    0.00768        12.17827    0.01493        14.93849     0.00359         12.32396     0.00644         11.87387     0.00367         11.76401      0.00276          d024      241.76127   -53.610862   11.41        1.29   0.007199999982668837  
  242.7423      -53.79326     14.45523     0.06589         13.78684     0.04521         13.8645       0.03177          16.14569    0.04742        15.28728    0.02297        15.0261      0.0189          16.05953     0.05547         15.12521     0.02598         14.87555      0.02096          d025      242.7423    -53.793262   14.46        0.79   0.007200000005568831  
  243.04605     -53.76195     15.25518     0.05778         14.39909     0.03308         13.79975      0.02381          15.51793    0.02922        14.7823     0.0152         14.68787     0.0143          15.49318     0.03542         14.74312     0.01884         14.72424      0.01861          d025      243.04605   -53.761952   15.26        0.81   0.007200000005568831  
  243.04847     -53.2428      14.11003     0.04202         13.45907     0.02439         13.3616       0.02431          15.07539    0.02793        14.64688    0.01658        14.56826     0.01456         14.86504     0.02868         14.35849     0.01669         14.29988      0.01469          d025      243.04847   -53.242802   14.11        0.97   0.007199999982668837  
  243.10122     -53.81515     15.65623     0.08176         15.02801     0.05917         14.69031      0.04972          16.41391    0.05518        16.2592     0.05026        15.86664     0.0372          16.37138     0.06613         15.87463     0.04683         15.60463      0.03796          d025      243.10122   -53.815152   15.66        0.74   0.007199999982668837  
  243.14871     -53.4287      14.48151     0.03247         13.88903     0.02469         13.72063      0.02234          15.46877    0.02604        15.08503    0.0185         14.91038     0.01642         15.24079     0.02636         14.72939     0.01761         14.6307       0.01646          d025      243.14871   -53.428702   14.48        0.78   0.007200000005568831  
