ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  192.52215     -60.92632     15.41053     0.02080         14.5028      0.01764         14.28133      0.01941          16.43231    0.01555        15.59305    0.01012        15.21549     0.01079         16.26590     0.01618         15.50477     0.01127         15.09139      0.01196          d120      192.52215   -60.926321   15.41        0.55   0.0036000000600343997 
  192.52691     -61.13819     15.03568     0.02235         13.93215     0.01549         13.27815      0.01375          16.23292    0.01981        15.31986    0.01074        14.94766     0.01037         15.88976     0.01861         15.0412      0.01048         14.70416      0.01065          d120      192.52691   -61.138191   15.04        0.79   0.0035999999684344247 
  192.53971     -61.03436     15.18846     0.02139         14.55829     0.01667         14.21439      0.01895          16.38501    0.01837        15.64057    0.01206        15.22544     0.01182         16.11119     0.01798         15.4363      0.01249         14.98489      0.01218          d120      192.53971   -61.034361   15.19        0.67   0.003600000014234412  
  192.60008     -60.7041      15.17449     0.01881         14.42627     0.01443         14.0598       0.01528          16.61759    0.01713        15.7404     0.01119        15.22499     0.01083         16.39477     0.01728         15.59254     0.012           15.01492      0.01115          d120      192.60008   -60.704101   15.17        0.53   0.003600000014234412  
  192.60652     -61.11449     16.63372     0.05638         15.5552      0.03508         14.49615      0.02775          17.15050    0.04024        16.15146    0.021          15.56035     0.01688         16.87904     0.04054         15.94487     0.02213         15.37418      0.01844          d120      192.60652   -61.114491   16.63        0.78   0.0035999999684344247 
  192.6474      -61.11949     15.28168     0.02514         14.84061     0.0205          14.56238      0.02612          15.94349    0.01798        15.44787    0.01245        15.40828     0.01545         15.86065     0.01988         15.37203     0.01415         15.32453      0.01825          d120      192.6474    -61.119491   15.28        0.83   0.003600000014234412  
  192.68495     -60.64626     16.54328     0.04433         16.04717     0.0428          15.4411       0.04119          17.57925    0.03451        17.0804     0.03261        16.42537     0.02847         17.27641     0.03356         16.81567     0.03257         16.2099       0.03006          d120      192.68495   -60.646261   16.54        0.51   0.003600000014234412  
  192.69068     -60.70167     16.27800     0.03865         15.59528     0.03239         15.04542      0.0314           17.13313    0.02617        16.60322    0.02243        16.21177     0.02414         17.09595     0.03046         16.44788     0.02443         15.94293      0.02443          d120      192.69068   -60.701671   16.28        0.54   0.0035999999684344247 
  192.71135     -60.88994     16.13982     0.02211         14.70349     0.0132          13.56197      0.0118           16.61893    0.01872        15.72291    0.01157        15.14914     0.01038         16.35195     0.01778         15.46131     0.0113          14.90881      0.01051          d120      192.71135   -60.889941   16.14        0.57   0.0035999999684344247 
  192.754       -61.11673     15.19576     0.04591         14.51647     0.02467         14.40165      0.02549          16.45958    0.02800        15.66323    0.01572        15.33013     0.0151          16.41036     0.03327         15.61387     0.01877         15.18855      0.01704          d120      192.754     -61.116731   15.2         0.88   0.003600000014234412  
  192.83157     -60.76462     16.07856     0.03995         15.367       0.03232         14.82956      0.03157          17.24340    0.03189        16.76419    0.02778        16.35468     0.02854         17.12281     0.03554         16.45933     0.02687         16.01016      0.02739          d120      192.83157   -60.764621   16.08        0.61   0.003600000014234412  
  192.89993     -61.11708     15.57766     0.04259         14.66679     0.02348         14.26234      0.02129          16.84604    0.03973        15.86114    0.01927        15.36447     0.01597         16.62692     0.04192         15.67556     0.0206          15.16463      0.01712          d120      192.89993   -61.117081   15.58        0.91   0.0035999999684344247 
  192.92596     -61.13353     14.35151     0.02059         13.56583     0.01149         13.38156      0.01164          15.52080    0.01608        14.6545     0.00804        14.3434      0.0076          15.32312     0.01642         14.48309     0.00836         14.14683      0.00783          d120      192.92596   -61.133531   14.35        0.96   0.0035999999684344247 
  192.97895     -60.98044     15.96849     0.04057         15.4093      0.03234         14.6418       0.03627          17.18879    0.03792        16.39532    0.02438        15.73242     0.0189          16.80684     0.03519         16.18444     0.02559         15.53163      0.02028          d120      192.97895   -60.980441   15.97        0.74   0.0035999999684344247 
  193.01592     -61.14        14.19197     0.01687         13.3877      0.01007         12.9648       0.00928          15.12924    0.01230        14.31549    0.00641        13.99272     0.00595         14.97280     0.01269         14.17562     0.00673         13.81232      0.0061           d120      193.01592   -61.140001   14.19        0.95   0.003600000014234412  
  193.05497     -61.32225     14.34846     0.03394         13.30625     0.01826         13.26184      0.02079          15.49495    0.02420        14.73353    0.01119        14.55011     0.01058         15.30840     0.02539         14.692       0.01314         14.40747      0.01163          d120      193.05497   -61.322251   14.35        1.2    0.003600000014234412  
  193.11039     -61.11423     14.49288     0.02960         14.10293     0.02066         13.65612      0.01897          16.12257    0.02593        15.42336    0.01464        15.14032     0.01405         15.88407     0.02663         15.22589     0.01542         14.88107      0.01433          d120      193.11039   -61.114231   14.49        0.98   0.003600000014234412  
  193.11404     -60.78577     15.36746     0.02412         14.6821      0.02018         14.42937      0.02153          16.45766    0.01981        15.74767    0.0133         15.40845     0.01401         16.22039     0.01995         15.63507     0.01475         15.28814      0.01568          d120      193.11404   -60.785771   15.37        0.68   0.0035999999684344247 
  193.1656      -60.69295     16.74194     0.06541         15.62758     0.03625         15.07083      0.03297          17.60082    0.04487        16.54457    0.02459        16.01531     0.02273         17.43324     0.04909         16.36989     0.02629         15.92368      0.02634          d120      193.1656    -60.692951   16.74        0.64   0.003600000014234412  
  193.16634     -60.66381     16.38962     0.04663         15.89963     0.04035         15.11552      0.03689          17.28226    0.03324        16.56001    0.024          16.10678     0.02398         17.13918     0.03656         16.42624     0.0265          16.01595      0.02766          d120      193.16634   -60.663811   16.39        0.62   0.003600000014234412  
  193.20954     -60.77785     14.18460     0.01456         13.57618     0.01086         13.21868      0.01087          15.77217    0.01247        14.95209    0.00751        14.5691      0.00748         15.59229     0.01273         14.78779     0.00781         14.37924      0.00767          d120      193.20954   -60.777851   14.18        0.69   0.0035999999684344247 
  193.2749      -61.20081     14.88817     0.03668         13.74437     0.0184          13.39275      0.01544          15.93530    0.02959        15.04869    0.01317        14.70593     0.01129         15.69185     0.03021         15.02862     0.016           14.50403      0.01189          d120      193.2749    -61.200811   14.89        1.13   0.003600000014234412  
  193.28472     -60.84824     16.33825     0.05823         15.31472     0.03509         14.94178      0.03563          17.44786    0.05047        16.47079    0.02695        16.14623     0.02774         17.18304     0.05168         16.37866     0.03141         15.97194      0.03062          d120      193.28472   -60.848241   16.34        0.77   0.003600000014234412  
  193.42319     -60.66228     15.06517     0.02584         14.54664     0.01924         14.18967      0.0202           16.65705    0.01908        15.91539    0.01332        15.53797     0.01442         16.62092     0.02213         15.78036     0.01458         15.35563      0.01525          d120      193.42319   -60.662281   15.07        0.57   0.003600000014234412  
  193.51681     -61.64796     15.06426     0.05546         14.6808      0.03214         14.20498      0.03707          15.64330    0.03362        15.10886    0.01729        14.99569     0.01659         15.56936     0.03866         15.13991     0.02168         14.98082      0.02035          d120      193.51681   -61.647961   15.06        1.3    0.003600000014234412  
  193.56956     -61.76821     15.18781     0.07243         15.03082     0.03648         14.1724       0.02855          15.84985    0.03844        15.52276    0.02351        14.99615     0.01629         15.98203     0.05047         15.4239      0.02644         15.1852       0.02358          d120      193.56956   -61.768211   15.19        1.26   0.0035999999684344247 
  193.57144     -60.76211     15.98808     0.03565         15.09284     0.02452         14.41344      0.02416          17.01299    0.02884        16.06341    0.01696        15.44515     0.01442         16.67166     0.02736         15.81921     0.01702         15.29389      0.01565          d120      193.57144   -60.762111   15.99        0.67   0.003600000014234412  
  193.62841     -60.71574     16.35309     0.04116         16.03202     0.04468         15.16498      0.03972          16.80686    0.02358        16.4178     0.02115        16.2678      0.02744         16.80100     0.02797         16.47285     0.02723         16.27708      0.03464          d120      193.62841   -60.715741   16.35        0.61   0.003600000014234412  
  193.75017     -60.73398     16.82139     0.05958         16.26508     0.04815         15.37562      0.04227          17.66358    0.04407        16.91232    0.03206        16.30344     0.02819         17.54572     0.05009         16.76501     0.03533         16.13206      0.03049          d120      193.75017   -60.733981   16.82        0.61   0.003600000014234412  
  193.83717     -61.40542     14.74371     0.08094         14.71822     0.0486          14.27146      0.03831          15.65055    0.05313        15.38429    0.02919        15.2922      0.02546         15.54044     0.06125         15.18753     0.03126         15.02558      0.02606          d120      193.83717   -61.405421   14.74        1.54   0.0035999999684344247 
  193.85674     -61.45487     15.28672     0.09537         14.25258     0.03613         13.95356      0.02848          16.32268    0.08958        15.3839     0.02901        14.98925     0.01968         16.16884     0.10106         15.17928     0.03079         14.77571      0.02084          d120      193.85674   -61.454871   15.29        1.52   0.0035999999684344247 
  193.87046     -61.56325     14.60358     0.12037         13.80776     0.04337         13.51264      0.03026          16.52619    0.10913        15.35197    0.02895        14.90756     0.01874         16.25298     0.11112         15.18132     0.03144         14.70605      0.01992          d120      193.87046   -61.563251   14.6         1.54   0.003600000014234412  
  193.87787     -61.34778     13.83471     0.04231         12.90478     0.01718         12.80654      0.01521          14.88343    0.03351        14.35683    0.01393        14.29939     0.01213         14.62080     0.03368         14.10149     0.01395         14.01528      0.01196          d120      193.87787   -61.347781   13.83        1.63   0.003600000014234412  
  193.95438     -61.75146     14.83622     0.06836         13.90921     0.03511         13.4825       0.02488          15.47836    0.04599        14.60256    0.01557        14.50555     0.01377         15.20946     0.04587         14.53731     0.0178          14.5552       0.01735          d120      193.95438   -61.751461   14.84        1.54   0.003600000014234412  
  193.93585     -60.69599     12.97295     0.00557         12.43708     0.00372         12.34988      0.00422          14.32096    0.00489        13.6564     0.00316        13.56163     0.00357         14.26956     0.00514         13.47388     0.00314         13.36698      0.00356          d121      193.93585   -60.695991   12.97        0.59   0.003600000014234412  
  193.9658      -60.69286     15.60896     0.03276         15.03214     0.02184         14.74649      0.02854          17.08207    0.02679        16.36093    0.01864        16.08276     0.02218         16.74574     0.02536         15.99022     0.01757         15.71068      0.02083          d121      193.9658    -60.692861   15.61        0.59   0.003600000014234412  
  194.05489     -60.64325     16.16947     0.04694         15.04806     0.03161         14.75422      0.04725          17.26115    0.03321        16.49204    0.02202        15.93471     0.02057         17.18088     0.03831         16.32179     0.02447         15.87757      0.02483          d121      194.05489   -60.643251   16.17        0.62   0.0035999999684344247 
  194.13082     -61.27389     13.07530     0.04667         12.53803     0.01807         12.24732      0.01031          14.81937    0.05469        13.86984    0.01378        13.15893     0.00668         14.39547     0.04997         13.57669     0.01359         13.04398      0.00717          d121      194.13082   -61.273891   13.08        1.93   0.0035999999684344247 
  194.1345      -60.75703     15.61270     0.03322         14.88128     0.02307         14.67709      0.02827          17.14858    0.03280        16.24611    0.019          15.77382     0.01846         16.90588     0.03352         15.98627     0.01959         15.61535      0.02058          d121      194.1345    -60.757031   15.61        0.67   0.003600000014234412  
  194.25303     -61.6065      14.80489     0.15318         14.14792     0.06561         13.82567      0.04259          15.23000    0.13042        15.04895    0.04883        14.84291     0.02896         15.10607     0.15074         14.82719     0.05311         14.58223      0.03029          d121      194.25303   -61.606501   14.8         2.15   0.003600000014234412  
  194.30856     -60.92861     16.80060     0.06876         15.54559     0.0374          15.01173      0.04528          17.22801    0.04430        16.37989    0.02452        16.0836      0.02594         17.10093     0.04995         16.21605     0.02791         15.90733      0.02952          d121      194.30856   -60.928611   16.8         0.79   0.0035999999684344247 
  194.46054     -60.77423     15.98982     0.04385         14.95977     0.029           14.69572      0.02952          17.11120    0.03964        16.402      0.02465        16.10277     0.0262          16.74780     0.03687         16.09456     0.02486         15.73721      0.02525          d121      194.46054   -60.774231   15.99        0.78   0.0035999999684344247 
  194.53807     -61.01762     15.79360     0.05306         15.0109      0.03304         14.5036       0.02876          16.67465    0.04593        15.98486    0.02443        15.57038     0.02069         16.38245     0.04530         15.74871     0.02612         15.34634      0.0225           d121      194.53807   -61.017621   15.79        1.04   0.003600000014234412  
  194.66416     -61.76046     15.01195     0.08015         14.23625     0.02963         14.01395      0.02727          15.84844    0.05220        15.06742    0.01951        14.92712     0.01755         15.72371     0.05866         14.85828     0.02073         14.85858      0.02085          d121      194.66416   -61.760461   15.01        1.44   0.003600000014234412  
  194.67123     -61.09902     15.06781     0.06442         14.37637     0.03317         14.1441       0.03105          16.55713    0.07026        15.63009    0.02563        15.48705     0.024           16.21550     0.06810         15.30478     0.02556         15.15049      0.02389          d121      194.67123   -61.099021   15.07        1.31   0.0035999999684344247 
  194.70659     -61.08608     14.77470     0.05322         13.96852     0.02455         13.42356      0.02046          16.54449    0.05688        15.49367    0.02032        15.07532     0.01585         16.29622     0.05917         15.20818     0.02087         14.76057      0.01593          d121      194.70659   -61.086081   14.77        1.21   0.003600000014234412  
  194.97708     -61.04702     15.22917     0.03883         14.24717     0.019           13.89209      0.01965          16.23693    0.03093        15.344      0.01405        15.05654     0.01332         15.89827     0.02941         14.98251     0.0134          14.65047      0.01237          d121      194.97708   -61.047021   15.23        1.02   0.0035999999684344247 
  195.09157     -60.74064     15.76942     0.03649         14.96003     0.02482         14.71982      0.02851          16.89147    0.03208        16.20159    0.02039        15.72544     0.01889         16.70595     0.03371         15.98989     0.02208         15.53508      0.02074          d121      195.09157   -60.740641   15.77        0.75   0.003600000014234412  
  195.16228     -60.93855     16.51401     0.07797         15.76011     0.0477          15.10054      0.04046          17.53297    0.06326        16.67804    0.03411        16.15147     0.02865         17.20217     0.06108         16.34249     0.03393         15.84164      0.02931          d121      195.16228   -60.938551   16.51        0.84   0.0035999999684344247 
  195.25408     -61.30326     14.77087     0.05380         14.11505     0.02699         14.04719      0.02601          15.81595    0.03803        15.4355     0.02143        15.21376     0.01885         15.71163     0.04340         15.1349      0.02166         14.9259       0.01948          d121      195.25408   -61.303261   14.77        1.29   0.0035999999684344247 
  195.35742     -60.72317     16.25526     0.04350         15.22801     0.03418         14.85958      0.03562          17.06393    0.03394        16.41614    0.02293        16.06069     0.02399         16.81558     0.03404         16.13432     0.02341         15.79308      0.02494          d121      195.35742   -60.723171   16.26        0.71   0.0035999999684344247 
  195.36618     -60.79505     15.53086     0.03881         15.4592      0.03191         15.05699      0.03326          16.83612    0.02871        16.29728    0.02091        15.91889     0.02133         16.74971     0.03245         16.18444     0.02466         15.80072      0.02515          d121      195.36618   -60.795051   15.53        0.71   0.003600000014234412  
  195.36675     -60.70073     13.81145     0.01123         13.18205     0.00725         13.05553      0.00874          15.33083    0.00988        14.70953    0.0063         14.44934     0.00684         15.15896     0.01001         14.46381     0.00626         14.21118      0.00685          d121      195.36675   -60.700731   13.81        0.71   0.0035999999684344247 
  195.47547     -60.69851     14.62980     0.01462         14.08459     0.01239         13.91652      0.01458          15.61191    0.01207        15.44361    0.01047        15.07862     0.0108          15.45417     0.01214         15.01908     0.00934         14.76097      0.01044          d121      195.47547   -60.698511   14.63        0.71   0.003600000014234412  
  195.51079     -61.10079     15.66351     0.07212         14.16567     0.03003         14.16742      0.03071          16.52789    0.05476        15.67295    0.02283        15.38772     0.02002         16.26806     0.05586         15.51772     0.02633         15.09771      0.02078          d121      195.51079   -61.100791   15.66        1.19   0.0035999999684344247 
  195.52026     -61.10996     16.53360     0.12203         15.34453     0.05102         14.55729      0.04393          17.00113    0.08194        16.06581    0.03207        15.74667     0.02718         16.81358     0.08956         15.82709     0.03454         15.50687      0.02966          d121      195.52026   -61.109961   16.53        1.19   0.003600000014234412  
  195.54497     -60.88337     15.50296     0.03439         14.70013     0.02545         14.57545      0.02911          16.93652    0.03267        16.2899     0.02154        16.0443      0.02406         16.58623     0.03063         15.95756     0.02133         15.63162      0.02241          d121      195.54497   -60.883371   15.5         0.75   0.003600000014234412  
  195.59256     -61.70811     15.00250     0.09484         14.55217     0.04211         13.80081      0.02847          15.95823    0.07633        15.54949    0.03523        15.13951     0.02323         15.83849     0.08680         15.18023     0.0333          14.93209      0.02512          d121      195.59256   -61.708111   15.0         1.58   0.003600000014234412  
  195.60254     -60.94472     15.74607     0.04183         14.86397     0.0258          14.49995      0.02575          16.85052    0.03430        16.01673    0.01878        15.57376     0.01725         16.64876     0.03602         15.74157     0.01938         15.28295      0.01766          d121      195.60254   -60.944721   15.75        0.81   0.003600000014234412  
  195.62433     -60.88124     16.04459     0.05262         15.21306     0.03076         14.85414      0.03547          17.13878    0.03876        16.2831     0.02161        16.0053      0.02347         17.01776     0.04353         16.06878     0.02352         15.75205      0.02492          d121      195.62433   -60.881241   16.04        0.75   0.003600000014234412  
  195.68521     -60.91079     13.86127     0.01433         12.92704     0.00853         12.44056      0.00762          15.83958    0.01497        15.0995     0.00875        14.7686      0.0089          15.63909     0.01541         14.79521     0.00861         14.4357       0.00858          d121      195.68521   -60.910791   13.86        0.78   0.003600000014234412  
  195.69078     -60.64296     15.47627     0.03020         14.69751     0.0207          14.49498      0.0232           16.52976    0.02127        15.79649    0.01346        15.3576      0.01335         16.47360     0.02408         15.59572     0.01425         15.25129      0.01529          d121      195.69078   -60.642961   15.48        0.68   0.0035999999684344247 
  195.69448     -61.28778     15.54859     0.07942         14.1559      0.03104         13.75558      0.02529          16.84381    0.08912        15.74111    0.02817        15.42495     0.02279         16.49864     0.08587         15.41771     0.02824         15.1087       0.02315          d121      195.69448   -61.287781   15.55        1.3    0.003600000014234412  
  195.69661     -61.25922     14.80916     0.04612         13.86518     0.02318         13.48472      0.01917          15.41231    0.02959        14.94339    0.01496        14.89323     0.01488         15.30843     0.03297         14.73363     0.01601         14.48271      0.01378          d121      195.69661   -61.259221   14.81        1.33   0.0035999999684344247 
  195.76183     -61.02012     16.40557     0.07711         15.69391     0.04458         14.49518      0.02964          17.34905    0.05917        16.3842     0.02852        15.67772     0.0201          17.03425     0.05800         16.10878     0.02958         15.42125      0.02127          d121      195.76183   -61.020121   16.41        0.89   0.003600000014234412  
  195.80631     -61.52788     11.87416     0.00912         11.6831      0.00604         11.5947       0.00432          12.99451    0.00768        12.9089     0.00457        12.59865     0.00347         12.90725     0.00804         12.6556      0.00444         12.3477       0.00333          d121      195.80631   -61.527881   11.87        1.52   0.003600000014234412  
  196.13695     -60.99379     14.83155     0.02150         14.35671     0.01889         14.49992      0.02634          16.55565    0.02136        16.47755    0.02246        16.26965     0.0271          16.69929     0.02857         16.05082     0.02058         15.74476      0.02306          d121      196.13695   -60.993791   14.83        0.67   0.003600000014234412  
  196.15371     -60.91341     16.57249     0.04470         15.35602     0.03408         14.63935      0.0307           17.29208    0.03529        16.49094    0.02227        16.07166     0.02266         17.05301     0.03549         16.21807     0.02272         15.91319      0.0259           d121      196.15371   -60.913411   16.57        0.63   0.003600000014234412  
  196.20697     -61.07744     16.20868     0.05655         15.0392      0.03547         15.02082      0.04374          17.21291    0.04126        16.50816    0.02618        16.27631     0.02943         16.93982     0.04113         16.25697     0.02772         15.87384      0.02786          d121      196.20697   -61.077441   16.21        0.75   0.0035999999684344247 
  196.22854     -61.76115     14.92492     0.06672         13.10176     0.02342         13.5378       0.01933          15.88109    0.05742        14.89642    0.01796        14.5686      0.01368         15.62117     0.05773         14.65274     0.01845         14.33601      0.01395          d121      196.22854   -61.761151   14.92        1.48   0.0035999999684344247 
  196.25583     -60.64525     16.26959     0.04714         14.73658     0.02488         14.35457      0.02311          17.26484    0.04088        16.1207     0.01884        15.5482      0.01633         17.01907     0.04107         15.95919     0.02081         15.40577      0.01818          d121      196.25583   -60.645251   16.27        0.73   0.003600000014234412  
  196.26141     -61.21583     15.18959     0.03692         14.01413     0.01688         13.72463      0.01654          16.04837    0.02696        15.12061    0.0119         14.81922     0.0112          15.85739     0.02802         14.85624     0.01204         14.53616      0.01123          d121      196.26141   -61.215831   15.19        1.02   0.003600000014234412  
  196.3923      -60.66999     15.94693     0.04592         15.11063     0.02718         14.7506       0.02807          17.04839    0.03397        16.25151    0.02055        15.76089     0.01918         16.88596     0.03599         16.00267     0.02113         15.53946      0.02013          d121      196.3923    -60.669991   15.95        0.71   0.003600000014234412  
  196.4487      -61.02611     16.14621     0.04775         15.6121      0.0377          15.14889      0.04035          16.90145    0.03076        16.39678    0.02306        16.17241     0.02654         16.70891     0.03207         16.15772     0.02426         15.91988      0.02811          d121      196.4487    -61.026111   16.15        0.72   0.0035999999684344247 
  196.48526     -60.99113     15.90505     0.05028         15.18697     0.03558         14.67157      0.03221          17.26684    0.04206        16.52209    0.02646        15.95167     0.02254         17.05166     0.04390         16.29654     0.02834         15.81461      0.02625          d121      196.48526   -60.991131   15.91        0.74   0.003600000014234412  
  196.51614     -61.12023     16.40287     0.05712         15.3749      0.03496         14.8254       0.0315           17.47870    0.05121        16.56016    0.02786        15.99316     0.02357         17.24216     0.05291         16.25795     0.02812         15.69317      0.02394          d121      196.51614   -61.120231   16.4         0.76   0.003600000014234412  
  196.60105     -61.22357     15.80120     0.04072         14.21836     0.01908         13.88852      0.01741          16.42810    0.02903        15.325      0.01234        14.83745     0.01061         16.24819     0.03069         15.26113     0.01454         14.72044      0.01188          d121      196.60105   -61.223571   15.8         0.9    0.003600000014234412  
  196.63012     -60.64171     15.85489     0.03682         15.09547     0.02648         14.66194      0.02654          17.46438    0.03884        16.37365    0.02025        15.79475     0.01841         17.16279     0.03712         16.18024     0.02159         15.6471       0.0203           d121      196.63012   -60.641711   15.85        0.61   0.003600000014234412  
  196.70635     -60.686       16.48595     0.04487         15.54791     0.03236         15.05424      0.03648          17.28936    0.03015        16.42694    0.01929        16.04656     0.02132         17.16095     0.03266         16.2602      0.02105         15.86836      0.02316          d121      196.70635   -60.686001   16.49        0.55   0.0035999999684344247 
  196.75948     -60.84309     14.75703     0.01737         13.96542     0.01721         13.85438      0.02139          15.88187    0.01380        15.54658    0.01123        15.33809     0.01304         15.87983     0.01559         15.53903     0.01361         15.19613      0.01453          d121      196.75948   -60.843091   14.76        0.68   0.003600000014234412  
  196.77952     -61.21755     15.19999     0.02530         14.28488     0.01499         13.6086       0.01474          16.24059    0.01970        15.22609    0.0098         14.72821     0.00885         16.05768     0.02054         15.04157     0.01013         14.89671      0.01225          d121      196.77952   -61.217551   15.2         0.77   0.003600000014234412  
  196.79268     -60.72168     15.73594     0.04502         15.23311     0.03234         15.10323      0.03747          17.63990    0.03788        16.79439    0.0256         16.27144     0.02534         17.49362     0.04145         16.57853     0.02708         16.07885      0.02744          d121      196.79268   -60.721681   15.74        0.53   0.0035999999684344247 
  196.83325     -61.43987     16.75135     0.14311         15.08829     0.05314         14.60308      0.03969          17.53411    0.14838        16.25072    0.04205        15.6453      0.02734         17.22508     0.14452         16.13046     0.04936         15.48174      0.0306           d121      196.83325   -61.439871   16.75        1.25   0.0035999999684344247 
  196.86281     -60.8963      14.19442     0.01462         13.66491     0.01182         13.35156      0.01223          15.94025    0.01458        15.1031     0.00835        14.72345     0.00842         16.48033     0.02536         15.99516     0.021           15.00048      0.01272          d121      196.86281   -60.896301   14.19        0.7    0.003600000014234412  
  196.963       -61.13149     16.01819     0.04445         15.53225     0.03512         15.29724      0.04489          16.89738    0.03116        16.2422     0.02366        16.24945     0.03379         16.80954     0.03447         16.05059     0.02432         16.05916      0.03517          d122      196.963     -61.131491   16.02        0.7    0.0035999999684344247 
  196.99594     -61.26313     13.55164     0.01955         13.33873     0.01748         13.82524      0.0148           15.85053    0.01546        14.86913    0.00853        14.66707     0.00962         15.85290     0.01784         14.7861      0.00928         14.60584      0.01073          d122      196.99594   -61.263131   13.55        0.76   0.003600000014234412  
  197.0016      -60.71873     16.14685     0.03392         15.39337     0.02971         14.89241      0.03031          16.82581    0.01982        16.26162    0.01848        15.86368     0.02043         16.74863     0.02148         16.10463     0.01926         15.74277      0.02206          d122      197.0016    -60.718731   16.15        0.48   0.0035999999684344247 
  197.01205     -60.63193     15.96410     0.03217         16.27859     0.04977         15.76452      0.0527           17.24461    0.02401        16.7695     0.0259         16.56876     0.03551         17.14752     0.02588         16.68561     0.02853         16.49147      0.0399           d122      197.01205   -60.631931   15.96        0.41   0.003600000014234412  
  197.0143      -61.42021     16.13804     0.07839         15.08984     0.04329         14.95207      0.05212          16.98433    0.05274        16.12648    0.0295         15.9264      0.03146         16.90761     0.05989         16.10839     0.03558         15.83644      0.03577          d122      197.0143    -61.420211   16.14        0.93   0.003600000014234412  
  197.02148     -61.46199     16.46448     0.07547         15.7308      0.05267         14.94821      0.05095          16.70006    0.04408        16.08404    0.02927        15.98424     0.03368         16.65272     0.05043         15.99731     0.03294         15.95028      0.04004          d122      197.02148   -61.461991   16.46        0.95   0.003600000014234412  
  197.02229     -61.10995     14.64340     0.04025         14.46329     0.02714         14.61788      0.03352          16.03513    0.01669        15.54937    0.01359        15.44997     0.01728         15.95157     0.01794         15.54398     0.01606         15.38001      0.01962          d122      197.02229   -61.109951   14.64        0.72   0.003600000014234412  
  197.03062     -61.18907     16.01186     0.03994         15.23837     0.03205         15.22103      0.04755          16.72465    0.02919        16.09241    0.02182        16.0952      0.03044         16.69113     0.03335         16.07013     0.02587         16.03396      0.03535          d122      197.03062   -61.189071   16.01        0.73   0.003600000014234412  
  197.0467      -61.18559     15.28540     0.02697         14.80599     0.02222         14.76606      0.0307           16.10840    0.01816        15.5887     0.01436        15.58883     0.01973         16.06102     0.02015         15.58275     0.01696         15.53436      0.02279          d122      197.0467    -61.185591   15.29        0.73   0.003600000014234412  
  197.05341     -60.9152      15.63480     0.03118         15.02553     0.0276          14.95687      0.0365           16.39579    0.02065        15.89555    0.01742        15.8069      0.02286         16.31156     0.02233         15.81323     0.01943         15.72403      0.02579          d122      197.05341   -60.915201   15.63        0.68   0.003600000014234412  
  197.05532     -60.89088     15.12028     0.02156         14.10265     0.01318         13.77875      0.01413          16.25528    0.01793        15.20084    0.01001        14.85056     0.01037         16.08106     0.01827         15.03729     0.01029         14.68998      0.01076          d122      197.05532   -60.890881   15.12        0.68   0.0035999999684344247 
  197.05822     -61.36754     15.54546     0.03996         14.95879     0.03184         14.97594      0.04061          16.47436    0.02967        15.95024    0.02248        15.92663     0.02904         16.28897     0.03031         15.73649     0.02268         15.75984      0.03091          d122      197.05822   -61.367541   15.55        0.85   0.003600000014234412  
  197.09835     -61.64227     15.20863     0.02813         14.57174     0.02094         14.51536      0.0271           15.94320    0.01814        15.40128    0.01349        15.38228     0.01763         15.89119     0.02003         15.31677     0.01491         15.2637       0.01918          d122      197.09835   -61.642271   15.21        0.8    0.003600000014234412  
  197.11258     -61.02115     16.24717     0.05027         15.72995     0.0426          15.26292      0.05121          16.85927    0.03145        16.37468    0.02719        16.15751     0.03167         16.77421     0.03459         16.2295      0.02926         16.04328      0.03525          d122      197.11258   -61.021151   16.25        0.72   0.003600000014234412  
  197.12989     -60.99558     14.52012     0.01648         13.42068     0.00976         13.10917      0.00977          15.57301    0.01209        14.54382    0.00662        14.14915     0.00636         15.46075     0.01272         14.41815     0.00692         14.02262      0.00667          d122      197.12989   -60.995581   14.52        0.74   0.003600000014234412  
  197.13696     -61.55303     15.51082     0.04438         15.02919     0.0362          14.9594       0.04271          16.43976    0.03117        16.06202    0.02594        15.9819      0.03147         16.36491     0.03440         15.80778     0.02539         15.78828      0.03269          d122      197.13696   -61.553031   15.51        0.88   0.003600000014234412  
  197.14422     -61.62921     14.24334     0.01356         13.71664     0.01147         13.61775      0.01635          15.25798    0.01093        14.77902    0.00814        14.83126     0.01101         15.17235     0.01149         14.66862     0.00864         14.64772      0.01125          d122      197.14422   -61.629211   14.24        0.79   0.0035999999684344247 
  197.15191     -61.62971     16.16266     0.06018         15.30997     0.04033         15.10898      0.04835          17.20564    0.04779        16.43778    0.0321         16.1696      0.0344          17.09259     0.05214         16.31079     0.0349          16.0457       0.03769          d122      197.15191   -61.629711   16.16        0.79   0.0035999999684344247 
