#GlxID GroupID l b
  185   -1 299.37019 -1.33790
  186   -1 299.48838 -2.17538
  187   11 299.44477 -1.78216
  188   11 299.44772 -1.80175
  189    5 299.37916 -1.21534
  190    5 299.37915 -1.10798
  191    5 299.37669 -1.06209
  192   11 299.47146 -1.74854
  193   11 299.47561 -1.71543
  194   -1 299.48396 -1.25615
  195   -1 299.58498 -2.03999
  196   -1 299.52358 -1.50506
  197   -1 299.58590 -1.96405
  198   -1 299.54408 -1.60319
  199   13 299.60311 -2.05501
  200   13 299.65931 -2.15988
  201   13 299.68313 -2.07030
  202   -1 299.65609 -1.53778
  203   -1 299.72561 -1.99106
  204   -1 299.64649 -1.06572
  205   -1 299.70868 -1.52357
  206   -1 299.69521 -1.37987
  207   -1 299.80750 -2.22134
  208   -1 299.77039 -1.85406
  209   -1 299.73345 -1.26107
  210   -1 299.72184 -1.09467
  211   12 299.79944 -1.71239
  212   -1 299.86629 -2.18281
  213   12 299.80807 -1.62028
  214   12 299.83131 -1.69607
  215   -1 299.80843 -1.44605
  216   12 299.83800 -1.70403
  217   -1 299.89109 -2.08133
  218   -1 299.92257 -2.21474
  219   12 299.86593 -1.54977
  220   -1 299.91291 -1.63263
  221   -1 299.99530 -2.07932
  222   -1 299.92843 -1.16948
  223   -1 300.02532 -1.92190
  224   -1 300.00094 -1.40122
  225   -1 300.08697 -1.97323
  226   -1 300.05124 -1.54506
  227   -1 300.05229 -1.54279
  228   15 300.08413 -1.74932
  229   -1 300.06043 -1.42517
  230   15 300.11370 -1.82561
  231   14 300.14058 -2.06040
  232   14 300.15488 -2.13761
  233   14 300.14571 -1.98542
  234   15 300.12776 -1.73841
  235   14 300.16896 -2.04204
  236   15 300.15885 -1.80138
  237   14 300.18314 -1.93601
  238   14 300.18686 -1.95523
  239   -1 300.11674 -1.17228
  240   -1 300.20859 -1.83903
  241   15 300.20265 -1.72596
  242   14 300.24059 -2.06528
  243   -1 300.23221 -1.31637
  244   18 300.22755 -1.06609
  245   -1 300.34686 -2.04008
  246   -1 300.34095 -1.70602
  247   -1 300.35763 -1.56345
  248   -1 300.36591 -1.60132
  249   -1 300.41297 -1.95508
  250   -1 300.44632 -2.21658
  251   17 300.36388 -1.15199
  252   -1 300.47532 -2.24185
  253   -1 300.46097 -1.90899
  254   16 300.46727 -1.66654
  255   29 300.52332 -2.25083
  256   17 300.42769 -1.14653
  257   -1 300.46015 -1.29976
  258   17 300.45336 -1.20784
  259   17 300.46520 -1.21735
  260   16 300.51834 -1.74982
  261   16 300.51144 -1.62528
  262   16 300.55215 -1.69183
  263   16 300.53158 -1.38887
  264   16 300.53473 -1.38928
  265   16 300.54140 -1.71642
  266   16 300.55439 -1.80594
  267   16 300.54719 -1.61924
  268   29 300.60091 -2.22368
  269   16 300.55852 -1.65688
  270   16 300.54844 -1.46700
  271   17 300.54908 -1.25006
  272   20 300.54916 -1.05309
  273   20 300.55058 -1.06757
  274   16 300.61773 -1.83097
  275   16 300.60064 -1.57088
  276   16 300.59943 -1.46572
  277   -1 300.67332 -2.18742
  278   16 300.65022 -1.80629
  279   16 300.63636 -1.48725
  280   16 300.63835 -1.50846
  281   -1 300.72246 -2.18497
  282   -1 300.72232 -2.07718
  283   19 300.65957 -1.17415
  284   -1 300.68428 -1.38934
  285   -1 300.75350 -2.06897
  286   19 300.69343 -1.21627
  287   19 300.68380 -1.09207
  288   -1 300.76643 -2.06478
  289   19 300.69639 -1.08152
  290   19 300.69787 -1.05421
  291   19 300.72384 -1.06785
  292   -1 300.76476 -1.42025
  293   -1 300.87756 -2.23630
  294   -1 300.84189 -1.73038
  295   19 300.81553 -1.04832
  296   -1 300.83355 -1.25611
  297   -1 300.90905 -2.24133
  298   -1 300.89760 -1.76240
  299   -1 300.96567 -2.00480
  300   19 300.90035 -1.05261
  301   21 300.94062 -1.53622
  302   21 300.93702 -1.43679
  303   -1 300.97638 -1.98272
  304   -1 300.93947 -1.30846
  305   -1 300.98275 -1.87806
  306   21 300.96764 -1.55824
  307   21 301.00320 -1.58072
  308   21 300.99140 -1.39878
  309   21 301.00221 -1.41608
  310   -1 301.02055 -1.68122
  311   -1 301.00710 -1.17602
  312   -1 301.07750 -1.93797
  313   -1 301.10254 -2.03892
  314   22 301.10288 -1.75774
  315   22 301.11823 -1.82405
  316   -1 301.15315 -1.88398
  317   -1 301.17235 -1.98430
  318   -1 301.18212 -2.05705
  319   23 301.19519 -2.17426
  320   -1 301.16403 -1.60002
  321   23 301.20311 -2.18105
  322   22 301.17424 -1.71547
  323   22 301.19326 -1.71611
  324   23 301.22374 -2.15188
  325   23 301.25307 -2.19519
  326   28 301.18458 -1.06200
  327   -1 301.21256 -1.44817
  328   -1 301.23904 -1.82483
  329   28 301.19764 -1.13835
  330   28 301.19526 -1.09357
  331   28 301.21013 -1.13423
  332   -1 301.27809 -1.97444
  333   -1 301.28643 -1.84090
  334   -1 301.28698 -1.84708
  335   -1 301.29120 -1.68985
  336   -1 301.35828 -1.43130
  337   -1 301.37449 -1.64646
  338   -1 301.46705 -2.15755
  339   -1 301.48423 -1.97240
  340   -1 301.47742 -1.47844
  341   -1 301.51263 -1.61700
  342   -1 301.54664 -2.09114
  343   -1 301.60978 -1.47311
  344   -1 301.61031 -1.42485
  345   -1 301.72766 -2.19164
  346   -1 301.70994 -1.77382
  347   -1 301.76487 -2.09726
  348   -1 301.79698 -1.97817
  349   -1 301.80521 -1.53008
  350   -1 301.82101 -1.72897
  351   -1 301.83600 -1.72919
  352   -1 301.87746 -1.17048
  353   -1 301.89495 -1.14808
  354   -1 301.92032 -1.26120
  355   -1 301.97349 -1.75633
  356   -1 301.99831 -1.76925
  357   33 302.01021 -2.04965
  358   33 302.04103 -2.09827
  359   30 302.03252 -1.68073
  360   30 302.03601 -1.65428
  361   33 302.10046 -2.13777
  362   33 302.10541 -2.07121
  363   33 302.11056 -2.20440
  364   33 302.11291 -2.17867
  365   33 302.12266 -2.15293
  366   -1 302.11792 -1.76499
  367   -1 302.12816 -1.56331
  368   33 302.16034 -2.15830
  369   -1 302.16564 -1.70927
  370   -1 302.17251 -1.85673
  371   -1 302.18147 -1.60965
  372   33 302.19752 -2.18766
  373   -1 302.21233 -2.04752
  374   -1 302.20733 -1.48623
  375   33 302.23311 -2.22163
  376   31 302.22680 -1.85887
  377   -1 302.24461 -1.56823
  378   -1 302.25123 -1.77961
  379   -1 302.25885 -2.07311
  380   -1 302.26409 -2.06279
  381   31 302.26048 -1.79097
  382   31 302.26390 -1.89995
  383   -1 302.32839 -2.15945
  384   32 302.34933 -1.88381
  385   -1 302.36838 -2.14917
  386   32 302.38563 -1.88691
  387   32 302.39671 -1.76198
  388   -1 302.40811 -1.54490
  389   32 302.41775 -1.95054
  390   32 302.41735 -1.74885
  391   -1 302.41211 -1.38449
  392   32 302.44974 -1.82914
  393   32 302.46112 -1.93932
  394   -1 302.47240 -2.11000
  395   -1 302.50598 -1.44767
  396   32 302.51408 -1.94596
  397   -1 302.51003 -1.15910
  398   -1 302.52420 -1.37961
  399   32 302.53469 -2.01823
  400   -1 302.54097 -1.30011
  401   -1 302.54913 -1.09475
  402   -1 302.57856 -2.23609
  403   -1 302.60403 -2.17295
  404   -1 302.59797 -1.66110
  405   36 302.59690 -1.24797
  406   -1 302.62007 -1.84043
  407   -1 302.64086 -1.88621
  408   36 302.64721 -1.18934
  409   -1 302.65694 -1.47008
  410   -1 302.66809 -1.50252
  411   -1 302.68944 -1.78507
  412   -1 302.72113 -1.71102
  413   -1 302.73484 -2.10944
  414   -1 302.74347 -1.96690
  415   -1 302.78393 -1.87198
  416   -1 302.82480 -2.16629
  417   -1 302.83399 -1.14536
  418   -1 302.85317 -1.95055
  419   -1 302.85391 -1.99296
  420   -1 302.88310 -1.19291
  421   -1 302.89469 -2.17102
  422   -1 302.94454 -1.29659
  423   -1 303.00626 -1.91826
  424   -1 303.01515 -1.68400
  425   -1 303.01788 -1.31719
  426   -1 303.02096 -2.19570
  427   -1 303.03213 -2.04908
  428   34 303.06746 -1.84281
  429   -1 303.07319 -1.64612
  430   -1 303.08048 -2.23179
  431   -1 303.09050 -1.52732
  432   34 303.10593 -1.75504
  433   34 303.13960 -1.85392
  434   -1 303.18126 -1.29741
  435   -1 303.18701 -1.11182
  436   -1 303.18815 -1.57864
  437   38 303.19553 -2.12209
  438   35 303.21818 -1.62382
  439   35 303.22197 -1.59580
  440   -1 303.22341 -2.23185
  441   -1 303.24734 -1.36595
  442   -1 303.25272 -1.49960
  443   38 303.24609 -2.09778
  444   35 303.28718 -1.55330
  445   38 303.31506 -2.08901
  446   38 303.32371 -2.12950
  447   38 303.36861 -2.20307
  448   -1 303.37978 -1.92318
  449   -1 303.37876 -2.24910
  450   38 303.38760 -2.07229
  451   39 303.43580 -1.29045
  452   39 303.44149 -1.14579
  453   38 303.42874 -2.05467
  454   37 303.44149 -1.62662
  455   39 303.45419 -1.26766
  456   37 303.46197 -1.64495
  457   37 303.47039 -1.61631
  458   37 303.47339 -1.63811
  459   37 303.47406 -1.71633
  460   37 303.47179 -1.88186
  461   38 303.47082 -2.12712
  462   38 303.46505 -2.13356
  463   37 303.48435 -1.52663
  464   39 303.49159 -1.23144
  465   37 303.48629 -1.94572
  466   39 303.50485 -1.15234
  467   37 303.49886 -1.73943
  468   38 303.49176 -2.19247
  469   39 303.52338 -1.24904
  470   37 303.51885 -1.91154
  471   -1 303.54936 -1.50418
  472   37 303.54541 -1.74466
  473   -1 303.56764 -1.40071
  474   37 303.55913 -1.79718
  475   37 303.56211 -1.88733
  476   37 303.56312 -1.91735
  477   -1 303.58249 -2.12989
  478   -1 303.58737 -2.15765
  479   -1 303.60716 -1.38626
  480   -1 303.59134 -2.15141
  481   37 303.60738 -1.77274
  482   37 303.60771 -1.94452
  483   37 303.61631 -1.68564
  484   37 303.62231 -1.89649
  485   -1 303.65193 -1.19926
  486   37 303.63694 -1.85170
  487   37 303.65318 -2.00806
  488   37 303.66456 -1.89507
  489   37 303.68030 -1.94103
  490   -1 303.70064 -1.27525
  491   37 303.68256 -1.99264
  492   37 303.69322 -1.66246
  493   37 303.68810 -1.91907
  494   37 303.69733 -2.05304
  495   -1 303.71923 -1.31146
  496   -1 303.71027 -1.76924
  497   -1 303.71324 -1.76338
  498   37 303.71217 -2.01523
  499   37 303.71697 -1.87490
  500   37 303.71876 -1.94682
  501   37 303.71869 -2.09773
  502   37 303.72504 -1.91522
  503   -1 303.74077 -1.48437
  504   -1 303.75305 -1.41982
  505   37 303.75611 -1.98926
  506   -1 303.79572 -1.43730
  507   37 303.78965 -2.13202
  508   -1 303.86094 -1.18743
  509   -1 303.82749 -2.24994
  510   -1 303.84623 -2.11099
  511   -1 303.87464 -1.54905
  512   -1 303.86295 -1.92780
  513   -1 303.89228 -1.52828
  514   -1 303.90330 -1.79133
  515   -1 303.92075 -2.05081
  516   -1 303.99586 -1.61128
  517   -1 303.99504 -1.73897
  518   -1 304.04075 -2.08784
  519   -1 304.07712 -1.34676
  520   -1 304.05201 -2.10488
  521   -1 304.11004 -1.41493
  522   -1 304.09775 -1.91229
  523   -1 304.15438 -1.35250
  524   -1 304.12746 -2.09671
  525   -1 304.15508 -1.63269
  526   -1 304.27139 -1.50373
  527   -1 304.34342 -1.34207
  528   -1 304.37761 -1.84038
  529   -1 304.39419 -1.59375
  530   -1 304.36646 -2.12491
  531   -1 304.38946 -1.76829
  532   -1 304.40377 -2.19738
  533   -1 304.45152 -1.33607
  534   -1 304.41505 -2.19615
  535   40 304.48877 -1.53838
  536   40 304.50039 -1.42346
  537   -1 304.47201 -1.93465
  538   40 304.52679 -1.45476
  539   -1 304.56342 -1.34867
  540   -1 304.54626 -1.81936
  541   40 304.57830 -1.51848
  542   40 304.58824 -1.83487
  543   40 304.61784 -1.52122
  544   40 304.61635 -1.74017
  545   40 304.63273 -1.55987
  546   -1 304.60949 -2.05441
  547   40 304.63755 -1.59821
  548   40 304.63636 -1.65693
  549   40 304.63502 -1.69544
  550   40 304.66332 -1.83979
  551   -1 304.68086 -2.08492
  552   -1 304.75459 -1.10030
  553   -1 304.71292 -1.92661
  554   -1 304.72873 -2.10157
  555   -1 304.83207 -1.23407
  556   -1 304.80772 -1.80406
  557   -1 304.82582 -2.02149
  558   -1 304.84512 -1.75562
  559   -1 304.90288 -1.25952
  560   -1 304.88032 -1.75415
  561   -1 304.94196 -1.20896
  562   -1 304.98839 -1.41284
  563   -1 304.95659 -2.04233
  564   -1 305.04085 -1.27074
  565   -1 304.97523 -2.19453
  566   -1 305.04322 -1.33256
  567   -1 305.03302 -1.75040
  568   41 305.04851 -2.07243
  569   41 305.06637 -2.05099
  570   -1 305.11219 -1.67995
  571   -1 305.15178 -1.25288
  572   -1 305.15262 -1.27171
  573   41 305.09941 -2.08525
  574   41 305.11851 -1.92462
  575   -1 305.16379 -1.49393
  576   -1 305.18021 -1.31061
  577   41 305.12343 -2.08656
  578   41 305.13489 -2.12948
  579   -1 305.18333 -1.62699
  580   41 305.17953 -1.93800
  581   41 305.19052 -1.94967
  582   41 305.19011 -2.02317
  583   41 305.18038 -2.21759
  584   41 305.20197 -1.97317
  585   -1 305.27414 -1.18766
  586   41 305.22162 -1.86967
  587   -1 305.28366 -1.38384
  588   41 305.24395 -1.85637
  589   41 305.25791 -1.82152
  590   -1 305.31919 -1.48526
  591   55 305.32552 -1.42914
  592   -1 305.26438 -2.16733
  593   -1 305.36358 -1.27180
  594   55 305.35423 -1.41812
  595   -1 305.34074 -1.94550
  596   43 305.36052 -1.73154
  597   42 305.33458 -2.03894
  598   -1 305.42242 -1.06183
  599   43 305.36707 -1.70787
  600   43 305.37295 -1.72973
  601   -1 305.44224 -1.09449
  602   42 305.36570 -2.01156
  603   43 305.39960 -1.74495
  604   -1 305.48124 -1.05960
  605   42 305.39306 -2.06212
  606   43 305.43575 -1.72650
  607   54 305.48544 -1.18983
  608   43 305.43627 -1.74769
  609   -1 305.44982 -1.86696
  610   42 305.44933 -2.07974
  611   43 305.48474 -1.78058
  612   54 305.54100 -1.20001
  613   43 305.50003 -1.75002
  614   54 305.56201 -1.16792
  615   -1 305.49306 -1.97872
  616   43 305.52941 -1.68204
  617   43 305.54875 -1.72778
  618   43 305.56048 -1.79936
  619   44 305.52849 -2.18859
  620   44 305.55865 -2.24111
  621   54 305.66273 -1.19372
  622   -1 305.62855 -1.58215
  623   -1 305.66818 -1.17609
  624   -1 305.63179 -1.61144
  625   44 305.57671 -2.21523
  626   44 305.59174 -2.14692
  627   54 305.69260 -1.16664
  628   -1 305.67712 -1.87940
  629   -1 305.67719 -1.88680
  630   -1 305.73765 -1.37933
  631   52 305.76256 -1.36321
  632   -1 305.74317 -1.57513
  633   -1 305.71102 -2.03289
  634   52 305.80397 -1.30501
  635   53 305.83430 -1.08803
  636   -1 305.72808 -2.20853
  637   46 305.75873 -1.92824
  638   -1 305.83788 -1.35044
  639   53 305.86347 -1.21676
  640   46 305.79700 -1.95396
  641   -1 305.79266 -2.07201
  642   53 305.89916 -1.19587
  643   -1 305.86570 -1.51421
  644   45 305.85332 -1.67393
  645   53 305.91945 -1.10964
  646   53 305.91705 -1.23426
  647   46 305.84720 -1.96523
  648   46 305.85270 -1.95038
  649   45 305.90086 -1.60303
  650   53 305.94876 -1.24497
  651   53 305.99775 -1.14668
  652   45 305.95701 -1.60739
  653   -1 305.90380 -2.15909
  654   47 305.95003 -1.85452
  655   47 305.96449 -1.94977
  656   53 306.04315 -1.24641
  657   -1 305.95116 -2.21597
  658   47 305.97795 -2.03021
  659   47 305.99349 -1.90026
  660   -1 306.01080 -2.06732
  661   -1 306.10387 -1.33264
  662   47 306.04138 -1.94937
  663   48 306.03552 -2.14635
  664   47 306.06038 -1.96111
  665   47 306.08918 -1.89398
  666   48 306.05661 -2.21082
  667   47 306.09959 -1.86013
  668   -1 306.13861 -1.65963
  669   48 306.09904 -2.18009
  670   -1 306.13585 -2.07525
  671   48 306.15155 -2.22254
  672   57 306.35109 -1.07103
  673   -1 306.26164 -1.85776
  674   -1 306.24838 -2.03277
  675   49 306.32484 -2.04229
  676   49 306.34673 -1.97434
  677   49 306.37321 -1.97026
  678   49 306.39349 -1.99745
  679   49 306.40786 -2.03444
  680   49 306.43742 -2.00674
  681   49 306.45809 -1.99515
  682   -1 306.54296 -1.33943
  683   -1 306.50856 -1.62357
  684   -1 306.53272 -1.57574
  685   -1 306.53755 -1.68332
  686   -1 306.48287 -2.21906
  687   -1 306.64878 -1.34260
  688   -1 306.67696 -1.14355
  689   50 306.57097 -1.96517
  690   50 306.59525 -1.94653
  691   -1 306.56241 -2.19454
  692   -1 306.56299 -2.21814
  693   50 306.60451 -1.95099
  694   50 306.58957 -2.07737
  695   50 306.60719 -1.94674
  696   50 306.60147 -2.04693
  697   50 306.64248 -1.80419
  698   50 306.62115 -1.98220
  699   50 306.64765 -1.94271
  700   50 306.63114 -2.07249
  701   50 306.65110 -1.95645
  702   50 306.66689 -1.86669
  703   50 306.68559 -1.74630
  704   50 306.71476 -1.79044
  705   59 306.81511 -1.22306
  706   -1 306.77200 -1.58039
  707   50 306.75442 -1.81313
  708   -1 306.77933 -1.67294
  709   50 306.77081 -1.83683
  710   -1 306.88085 -1.19343
  711   -1 306.88461 -1.59102
  712   -1 306.85332 -1.91898
  713   -1 306.88703 -1.78309
  714   61 307.01022 -1.07633
  715   -1 306.91768 -1.79574
  716   -1 306.97375 -1.65624
  717   -1 306.91941 -2.03155
  718   -1 306.90889 -2.15620
  719   -1 307.03628 -1.37428
  720   -1 306.92710 -2.17123
  721   -1 307.00581 -1.66046
  722   -1 306.97956 -1.86958
  723   51 306.96678 -2.09826
  724   -1 307.07950 -1.41954
  725   51 307.03179 -2.04690
  726   -1 307.14485 -1.39801
  727   -1 307.17285 -1.82560
  728   -1 307.23899 -1.56028
  729   -1 307.21827 -1.82568
  730   -1 307.26807 -1.68168
  731   -1 307.21242 -2.19739
  732   -1 307.21632 -2.19019
  733   -1 307.35341 -1.79705
  734   58 307.36978 -1.91618
  735   58 307.36752 -1.96676
  736   58 307.40756 -1.88592
  737   58 307.43236 -1.83488
  738   58 307.42832 -1.94639
  739   58 307.43980 -1.89423
  740   58 307.43203 -1.97528
  741   -1 307.50124 -1.72997
  742   -1 307.50763 -1.71491
  743   -1 307.79599 -1.83745
  744   -1 307.82556 -1.85835
  745   -1 307.82139 -1.92024
  746   -1 307.84016 -1.61192
  747   -1 307.91436 -1.65533
  748   -1 308.02993 -1.05255
  749   -1 308.04013 -1.05707
  750   -1 307.84516 -2.22464
  751   -1 307.92910 -1.85419
  752  208 307.95301 -1.78748
  753   -1 308.04173 -1.37515
  754   -1 308.06071 -1.59974
  755  208 308.03841 -1.83471
  756   -1 307.99513 -2.07884
  757  208 308.04994 -1.78967
  758  208 308.09716 -1.83969
  759  208 308.10305 -1.84431
  760  211 308.09030 -2.03467
  761  208 308.15597 -1.84141
  762  208 308.17088 -1.80991
  763  208 308.18777 -1.74682
  764   -1 308.28558 -1.25616
  765  211 308.11348 -2.16392
  766  211 308.13067 -2.11148
  767  211 308.14967 -2.07686
  768  211 308.16824 -2.00015
  769  208 308.23371 -1.72424
  770  208 308.24590 -1.70700
  771  208 308.26454 -1.69256
  772   -1 308.32395 -1.51526
  773   -1 308.31880 -1.58320
  774  208 308.27838 -1.79582
  775   -1 308.21788 -2.11348
  776   -1 308.30805 -1.93961
  777   -1 308.40502 -1.57464
  778  210 308.28627 -2.24825
  779  210 308.34115 -2.06296
  780  210 308.32733 -2.13875
  781  210 308.34979 -2.08813
  782  210 308.34771 -2.14239
  783   -1 308.41085 -1.91101
  784  210 308.34890 -2.24119
  785  209 308.52007 -1.44862
  786  209 308.52190 -1.45537
  787  209 308.53665 -1.44418
  788   -1 308.45682 -1.86836
  789  209 308.53229 -1.54421
  790   -1 308.45255 -2.00975
  791   -1 308.49268 -1.84934
  792  210 308.42339 -2.24727
  793  209 308.55734 -1.62233
  794  210 308.45916 -2.13721
  795  210 308.44483 -2.24914
  796  209 308.62020 -1.47958
  797  210 308.46790 -2.23415
  798  210 308.49007 -2.18052
  799   -1 308.55016 -1.91462
  800  210 308.50039 -2.21523
  801   -1 308.61051 -1.67991
  802  210 308.54921 -2.22727
  803  210 308.56548 -2.23796
  804   -1 308.79703 -1.17565
  805  210 308.60439 -2.13045
  806   -1 308.82896 -1.06835
  807  210 308.61231 -2.13037
  808  210 308.61944 -2.12860
  809  212 308.67745 -1.90203
  810  210 308.62923 -2.19523
  811  212 308.70136 -1.90386
  812  212 308.71903 -1.86454
  813  212 308.73041 -1.84688
  814   -1 308.80734 -1.53222
  815   -1 308.89144 -1.42154
  816  216 308.90761 -1.36431
  817   -1 308.76928 -2.06523
  818  216 308.96249 -1.39099
  819   -1 308.95373 -1.50544
  820  213 308.84752 -2.01561
  821   -1 308.81363 -2.19452
  822  213 308.90233 -1.93542
  823  216 309.02049 -1.39755
  824  216 309.05115 -1.26682
  825  216 309.03621 -1.34675
  826  213 308.90809 -2.06016
  827  216 309.09093 -1.28292
  828  215 308.99444 -1.77958
  829  213 308.96620 -1.99485
  830  213 308.95183 -2.06808
  831  213 308.92961 -2.19156
  832  213 308.92969 -2.23206
  833  216 309.14217 -1.27887
  834  216 309.14056 -1.28766
  835  215 309.05065 -1.71473
  836  215 309.03192 -1.81164
  837  215 309.06429 -1.67311
  838  213 308.94100 -2.23051
  839   -1 309.18394 -1.17338
  840  213 308.96896 -2.14390
  841  213 308.96846 -2.18396
  842  215 309.10135 -1.60480
  843  215 309.09913 -1.62903
  844  216 309.19732 -1.30277
  845  215 309.14188 -1.57696
  846  215 309.10033 -1.82259
