srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist
200088201010106,270.945629370192,-24.3677963390065,QSO,0.667,,,,,,,5.992518583815263,-1.190301980614801,18034700-2422044,270.945836,-24.367891,0.07,0.06,90.0,12.568,11.6,11.061,0.024,0.022,0.021,AAA,222,2,2450891.8955,0.758467
200088201010125,270.967534564652,-24.3829310774009,GALAXY,0.836,,,,,,,5.989135631030173,-1.2151158254359165,18035221-2422592,270.967562,-24.383121,0.07,0.06,90.0,11.114,10.427,10.195,0.023,0.022,0.025,AAA,222,0,2450891.8955,0.689614
200088201010140,270.993845320394,-24.416299054857,GALAXY,0.859,,,,,,,5.9718297179322,-1.252374225469987,18035853-2424585,270.993902,-24.416267,0.07,0.06,90.0,12.109,11.243,10.83,0.026,0.025,0.023,AAA,222,0,2450891.8955,0.218718
200088201010174,271.087839471617,-24.3312013848433,QSO,0.579,,,,,,,6.088017950928,-1.2852185142571342,18042111-2419533,271.087975,-24.331478,0.06,0.06,0.0,12.06,11.431,11.25,0.036,0.042,0.039,AAA,222,0,2450891.8966,1.090544
200088201010187,271.02606187361,-24.554069223332,GALAXY,0.642,,,,,,,5.866161984070342,-1.3455423993484,18040625-2433142,271.02607,-24.553972,0.06,0.06,90.0,13.401,11.711,11.029,0.024,0.023,0.02,AAA,222,0,2450891.8954,0.351014
200088201010189,271.128567068213,-24.4429635068482,QSO,0.517,,,STAR,1.0,,,6.008774252806048,-1.372342172315572,18043086-2426344,271.128614,-24.442892,0.06,0.06,0.0,11.742,11.022,10.76,0.032,0.034,0.031,AAA,222,0,2450891.8966,0.299876
200088201010191,271.202834322749,-24.4429541454152,STAR,0.581,,,STAR,1.0,,,6.041915122979314,-1.4312792667019596,18044863-2426354,271.20266,-24.443172,0.06,0.06,45.0,10.638,9.939,9.662,0.035,0.055,0.053,AAE,222,0,2450891.9051,0.970305
200088201010211,270.913982616777,-24.5515647262234,STAR,0.463,,,,,,,5.818269160595257,-1.2555063348114368,18033932-2433052,270.913865,-24.551447,0.06,0.06,90.0,11.007,10.34,10.138,0.026,0.025,0.025,AAA,222,0,2450891.8954,0.572669
200088201010224,271.011969426827,-24.3609185332378,STAR,0.709,,,,,,,6.028194378228686,-1.239567807128806,18040288-2421399,271.012004,-24.361107,0.07,0.06,90.0,11.975,11.273,11.063,0.026,0.027,0.025,AAA,222,0,2450891.8955,0.687889
200088201010235,270.84326598902,-24.34987277043,GALAXY,0.604,,,,,,,5.962279533417311,-1.1002854753624847,18032240-2421001,270.843359,-24.350035,0.09,0.08,79.0,18.355,13.591,11.288,,0.045,0.029,UBA,22,0,2450891.8869,0.658896
200088201010236,271.05220139034,-24.3285999078963,GALAXY,0.75,,,,,,,6.0743528197118115,-1.2556445427068161,18041248-2419430,271.052001,-24.328634,0.06,0.06,0.0,12.83,12.086,11.952,0.026,0.022,0.023,AAA,222,0,2450891.8966,0.668702
200088201010248,271.107709574573,-24.3998240392833,QSO,0.763,,,,,,,6.037073328017579,-1.334642111582266,18042580-2423593,271.107526,-24.399809,0.06,0.06,17.0,13.257,12.439,12.141,0.049,0.039,0.088,AAA,222,0,2450891.8966,0.604273
200088201010259,271.137163085826,-24.3123322839756,QSO,0.583,,,STAR,1.0,,,6.126509155107912,-1.3151413300888957,18043292-2418445,271.137177,-24.312374,0.12,0.11,140.0,10.045,9.834,9.871,,,0.039,UUA,662,0,2450891.8966,0.156962
200088201010269,271.067037134835,-24.4659848374155,QSO,0.538,,,,,,,5.961234234881932,-1.334814552900613,18041604-2427573,271.066848,-24.465942,0.11,0.11,17.0,12.58,11.443,11.313,,,0.069,UUA,662,0,2450891.8967,0.638646
200088201010270,271.069735159991,-24.4768768282945,QSO,0.653,,,,,,,5.952944663275167,-1.3422969464125085,18041678-2428371,271.069924,-24.476995,0.06,0.06,0.0,10.682,10.449,10.322,0.023,0.021,0.021,AAA,222,0,2450891.8967,0.750869
200088201010272,270.94423410779,-24.545371241212,QSO,0.381,,,,,,,5.837187969737207,-1.276430038854858,18034669-2432436,270.944553,-24.54545,0.06,0.06,90.0,13.392,11.773,11.205,0.036,0.035,0.052,AAA,222,0,2450891.8954,1.082076
200088201010282,271.000383080833,-24.3202404635147,STAR,0.498,,,,,,,6.0584581456956705,-1.2104016097631818,18040008-2419119,271.000354,-24.31999,0.07,0.06,90.0,12.855,12.19,12.025,0.033,0.044,0.038,AAA,222,0,2450891.8955,0.906702
200088201010296,271.05724510412,-24.4012156985868,QSO,0.706,,,STAR,1.0,,,6.013315761645012,-1.2952739015411094,18041377-2424051,271.057404,-24.401426,0.06,0.06,0.0,12.573,11.827,11.627,0.035,0.042,0.045,AAA,222,0,2450891.8966,0.918991
200088201010299,270.761146503892,-24.402560498942,GALAXY,0.703,,,,,,,5.879587202825419,-1.0611027009956226,18030263-2424090,270.760966,-24.402514,0.06,0.06,45.0,14.642,12.431,11.453,0.026,0.047,0.03,BAA,222,0,2450891.8858,0.614984
200088201010325,271.107499938962,-24.3858741826649,GALAXY,0.517,,,,,,,6.049141229967036,-1.3276364504861604,18042583-2423084,271.107647,-24.385677,0.06,0.06,0.0,6.648,6.482,6.168,0.023,0.046,0.027,AAA,111,0,2450891.8966,0.858139
200088201010334,271.119152599711,-24.3156600851429,QSO,0.653,,,STAR,1.0,,,6.115560493113846,-1.3024665387440812,18042860-2418567,271.119177,-24.315762,0.06,0.06,0.0,12.023,11.574,11.394,0.023,0.029,0.04,AAA,222,0,2450891.8966,0.375524
200088201010340,271.12141981116,-24.3647198920234,QSO,0.591,,,,,,,6.073801458014336,-1.3283167550650654,18042914-2421526,271.121429,-24.364622,0.06,0.06,17.0,12.383,11.754,11.519,0.033,0.055,0.044,AEE,222,0,2450891.8966,0.353697
200088201010352,271.11400797148,-24.3990027459695,QSO,0.485,,,STAR,1.0,,,6.040602138596553,-1.3392387457435977,18042740-2423563,271.114197,-24.398991,0.06,0.06,0.0,11.397,10.858,10.666,0.024,0.029,0.029,AAA,222,0,2450891.8966,0.621169
200088201010386,271.060245550072,-24.3267896148571,QSO,0.728,,,STAR,1.0,,,6.079527618876294,-1.2611435028103788,18041445-2419369,271.060232,-24.326918,0.06,0.06,0.0,11.724,11.089,10.91,0.026,0.029,0.03,AAA,222,0,2450891.8966,0.464319
200088201010401,271.120250566723,-24.2339940242615,QSO,0.614,,,STAR,1.0,,,6.187248425335261,-1.2633032411887788,18042886-2414025,271.120286,-24.234051,0.06,0.06,0.0,10.605,10.188,9.866,0.026,0.031,0.026,AAA,222,0,2450891.8965,0.235799
200088201010413,271.048149943116,-24.4248148212754,QSO,0.46,,,,,,,5.988682421342444,-1.2996349930220168,18041157-2425299,271.048248,-24.424997,0.06,0.06,0.0,10.81,10.527,10.398,0.028,0.026,0.027,AAA,222,0,2450891.8966,0.730367
200088201010416,271.074624974204,-24.4032776225769,QSO,0.617,,,,,,,6.019284198407177,-1.3100776363673672,18041790-2424110,271.074607,-24.403059,0.08,0.08,0.0,14.18,13.456,13.202,,0.028,0.05,UBA,622,0,2450891.8966,0.789244
200088201010417,271.134525081038,-24.4026798877022,QSO,0.508,,,,,,,6.046557259226151,-1.3573270579041399,18043225-2424103,271.134411,-24.402868,0.06,0.06,0.0,11.924,11.244,11.059,0.061,0.054,0.044,AAA,222,0,2450891.8966,0.773617
200088201010420,271.15449533557,-24.4993674858612,QSO,0.466,,,STAR,1.0,,,5.971160348421739,-1.4205538112198792,18043707-2429587,271.154459,-24.499653,0.06,0.06,0.0,12.014,11.324,11.084,0.032,0.024,0.029,AAA,222,0,2450891.8967,1.03472
200088201010428,271.10423334312,-24.4624748851459,QSO,0.499,,,,,,,5.980901528282971,-1.3625996198686696,18042501-2427453,271.104246,-24.462584,0.11,0.11,145.0,10.609,10.373,10.199,,,0.027,UUA,662,0,2450891.8967,0.394997
200088201010432,270.848863047133,-24.2572778019265,GALAXY,0.964,,,,,,,6.045421400923483,-1.05917910776723,18032371-2415258,270.848793,-24.257168,0.12,0.11,95.0,12.336,11.507,11.504,,,0.05,UUA,662,0,2450891.8868,0.457284
200088201010437,271.140003451121,-24.3652609292521,GALAXY,0.493,,,,,,,6.081629359968671,-1.3433375491673754,18043356-2421549,271.139846,-24.365253,0.06,0.06,0.0,11.393,10.424,9.814,0.03,0.042,0.027,AAA,222,0,2450891.8966,0.517128
200088201010445,270.843862556834,-24.3681646812894,GALAXY,0.91,,,,,,,5.94661809496353,-1.1097564796229624,18032258-2422046,270.844121,-24.367971,0.07,0.06,90.0,8.721,8.312,8.144,0.026,0.046,0.024,AAA,111,0,2450891.8869,1.097467
200088201010451,271.055554304644,-24.41408160098,QSO,0.535,,,,,,,6.001346073757926,-1.3002440276225828,18041336-2424512,271.0557,-24.414236,0.06,0.06,0.0,12.46,11.724,11.541,0.022,0.021,0.019,AAA,222,0,2450891.8966,0.732843
200088201010462,271.046329996914,-24.3625495935442,STAR,0.42,,,,,,,6.042138039169538,-1.2676406680532846,18041115-2421452,271.046488,-24.362564,0.06,0.06,0.0,10.026,9.948,9.899,0.026,0.022,0.019,AAA,222,0,2450891.8966,0.520749
200088201010466,271.0808786616,-24.4355242767475,QSO,0.532,,,,,,,5.99396823612258,-1.3308553566593537,18041940-2426071,271.080858,-24.435316,0.06,0.06,0.0,14.098,13.039,12.373,0.047,0.06,0.049,AAA,222,0,2450891.8966,0.752848
200088201010484,270.753927848877,-24.2562806784636,GALAXY,0.728,,,,,,,6.003682216391919,-0.9833442182210378,18030094-2415234,270.753927,-24.2565,0.06,0.06,73.0,14.083,12.204,11.406,0.047,0.062,0.045,AAA,222,0,2450891.8859,0.789562
200088201010490,271.122146914993,-24.4243880752201,QSO,0.724,,,STAR,1.0,,,6.022104032591655,-1.3581425070355402,18042933-2425282,271.122225,-24.424505,0.06,0.06,0.0,12.503,11.765,11.526,0.045,0.05,0.037,AAA,222,0,2450891.8966,0.492637
200088201010502,271.032551523139,-24.3866978761105,QSO,0.537,,,,,,,6.014931827414483,-1.268554673160215,18040783-2423122,271.032636,-24.386738,0.07,0.06,79.0,12.422,11.629,11.246,0.045,0.049,0.034,AAA,222,0,2450891.8955,0.312385
200088201010508,271.100934962873,-24.3084628088336,QSO,0.552,,,,,,,6.113693180185804,-1.284468114288352,18042424-2418312,271.101003,-24.308685,0.06,0.06,0.0,11.74,11.189,10.919,0.029,0.039,0.029,AAA,222,0,2450891.8966,0.83045
200088201010519,270.916042305458,-24.3235029453946,STAR,0.558,,,,,,,6.017855776579553,-1.1450601198524084,18033986-2419251,270.916113,-24.323662,0.09,0.08,101.0,12.474,11.663,10.934,0.03,0.055,,AEU,220,0,2450891.8955,0.617777
200088201010527,271.159113027259,-24.3461389433934,QSO,0.682,,,STAR,1.0,,,6.106835926506269,-1.349142638163565,18043818-2420467,271.159124,-24.346306,0.06,0.06,0.0,12.225,11.496,11.193,0.047,0.093,0.065,AAA,222,0,2450891.8966,0.60248
200088201010530,271.126648742534,-24.4816145305473,QSO,0.666,,,,,,,5.974218248416523,-1.3897641929527556,18043042-2428533,271.12679,-24.481487,0.06,0.06,0.0,14.246,13.351,13.005,0.041,0.03,0.047,ABA,222,0,2450891.8967,0.651899
200088201010539,271.032506867286,-24.3574838299797,QSO,0.452,,,,,,,6.040372396710528,-1.254182713774797,18040781-2421263,271.03258,-24.357325,0.07,0.06,79.0,13.291,12.616,12.221,0.045,0.075,0.054,AEA,222,0,2450891.8955,0.620054
200088201010559,270.74891813283,-24.549307489463,GALAXY,0.719,,,,,,,5.746360049853528,-1.1236768410359805,18025977-2432575,270.749046,-24.549332,0.13,0.12,9.0,16.122,13.553,12.252,0.095,,,DUU,200,0,2450891.8857,0.427907
200088201010565,271.08487884006,-24.323168979089,QSO,0.531,,,,,,,6.093696440841657,-1.2789281806250807,18042044-2419236,271.085185,-24.323238,0.06,0.06,17.0,13.519,12.709,12.427,0.053,0.083,0.076,AAA,222,0,2450891.8966,1.034623
200088201010571,270.935231886348,-24.5658976167985,GALAXY,0.729,,,,,,,5.815281313000148,-1.2793818585332553,18034448-2433578,270.935341,-24.56608,0.06,0.06,90.0,12.707,11.531,11.074,0.026,0.027,0.026,AAA,222,0,2450891.8954,0.74748
200088201010577,270.7005094611,-24.469745433929,GALAXY,0.692,,,,,,,5.793910886283594,-1.0461529162837981,18024809-2428102,270.700379,-24.469522,0.08,0.08,45.0,17.455,14.025,12.665,,0.035,0.029,UCA,22,0,2450891.8857,0.910897
200088201010581,270.996226232253,-24.3769475889186,GALAXY,0.4,,,,,,,6.0071848304122515,-1.234943094437195,18035910-2422376,270.996267,-24.377115,0.09,0.08,79.0,14.478,13.755,13.48,,0.124,0.072,UCB,622,0,2450891.8955,0.617328
200088201010584,270.997746357522,-24.206509044335,QSO,0.606,,,STAR,1.0,,,6.156378510931703,-1.1524680863425678,18035946-2412235,270.997752,-24.206545,0.11,0.11,101.0,13.083,12.271,12.099,0.047,,,AUU,266,0,2450891.8956,0.13076
200088201010591,270.929171623662,-24.3366095372032,QSO,0.745,,,,,,,6.0123189243093105,-1.161920078727526,18034299-2420123,270.929164,-24.336752,0.07,0.06,90.0,13.622,12.63,12.112,0.024,0.033,0.039,AAA,222,0,2450891.8955,0.513475
200088201010594,270.863656699502,-24.2506421434948,STAR,0.714,,,,,,,6.057835094897113,-1.0676589603502726,18032727-2415027,270.863639,-24.250757,0.07,0.06,90.0,13.091,12.52,12.273,0.024,0.031,0.029,AAA,222,0,2450891.8868,0.417545
200088201010596,271.084499364156,-24.4018313806243,QSO,0.703,,,,,,,6.02495624591384,-1.3172048523971502,18042035-2424069,271.084794,-24.401934,0.06,0.06,0.0,13.264,12.409,12.205,0.023,0.021,0.019,AAA,222,0,2450891.8966,1.034173
200088201010598,271.150413158196,-24.3335974663407,QSO,0.428,,,,,,,6.113886481172936,-1.3360875034550788,18043615-2420008,271.150647,-24.333576,0.06,0.06,17.0,11.491,11.062,10.709,0.045,0.081,0.05,AAA,222,0,2450891.8966,0.770927
200088201010600,271.162164870136,-24.3240886542532,QSO,0.652,,,STAR,1.0,,,6.127426176549203,-1.3407627422263533,18043892-2419266,271.16217,-24.324066,0.11,0.11,0.0,10.571,9.608,8.819,,0.092,,UAU,10,0,2450891.8966,0.083273
200088201010610,270.945351134682,-24.2791307508104,QSO,0.385,,,STAR,1.0,,,6.0696375763425925,-1.146520877318862,18034688-2416459,270.945368,-24.279423,0.09,0.08,101.0,10.481,10.402,10.378,,0.028,0.031,UAA,622,0,2450891.8956,1.053552
200088201010617,271.085049249407,-24.4427508187087,QSO,0.595,,,,,,,5.989531212541195,-1.3377083062906983,18042043-2426348,271.085136,-24.443012,0.06,0.06,0.0,13.77,12.932,12.512,0.033,0.047,0.046,AAA,222,0,2450891.8966,0.982297
200088201010618,270.908734202129,-24.3443883806264,STAR,0.596,,,,,,,5.996389927520775,-1.1495259563170288,18033816-2420400,270.909041,-24.344467,0.07,0.06,90.0,13.778,12.902,12.362,0.029,0.036,0.039,AAA,222,2,2450891.8955,1.045313
200088201010621,271.055771773482,-24.2539488873902,QSO,0.582,,,,,,,6.14101345609932,-1.221853986453254,18041340-2415137,271.055842,-24.25383,0.07,0.06,84.0,13.366,12.501,12.246,0.058,0.108,0.061,AAA,222,0,2450891.8965,0.486117
200088201010624,271.006318683525,-24.2229695937747,QSO,0.63,,,,,,,6.145874778757938,-1.1673606680108437,18040152-2413233,271.006339,-24.223141,0.07,0.06,90.0,12.961,12.229,12.009,0.026,0.028,0.026,AAA,222,0,2450891.8956,0.620657
200088201010633,271.183514400907,-24.3275500223448,QSO,0.593,,,STAR,1.0,,,6.13394090944978,-1.3594181374821221,18044404-2419394,271.183523,-24.327635,0.06,0.06,90.0,12.911,12.074,11.64,0.029,0.033,0.029,AAA,222,0,2450891.9052,0.307217
200088201010642,271.191475524031,-24.4552450207161,GALAXY,0.486,,,,,,,6.026130258646283,-1.4282826824561083,18044593-2427191,271.191376,-24.455317,0.06,0.06,90.0,11.024,10.526,10.314,0.023,0.022,0.019,AAA,222,0,2450891.9051,0.416551
200088201010645,271.090850906506,-24.2739026768603,QSO,0.592,,,STAR,1.0,,,6.139311822928618,-1.25951033140721,18042182-2416261,271.090953,-24.273922,0.06,0.06,0.0,12.561,11.67,11.176,0.022,0.022,0.019,AAA,222,0,2450891.8965,0.342188
200088201010647,271.158453250768,-24.387647767861,QSO,0.705,,,,,,,6.070346299209428,-1.3689567702531225,18043796-2423161,271.158205,-24.387829,0.06,0.06,17.0,14.446,13.398,13.006,0.043,0.066,0.05,BBA,222,0,2450891.8966,1.043169
200088201010648,271.098918243674,-24.2974299478909,QSO,0.612,,,,,,,6.122409525974863,-1.2774562988371725,18042374-2417511,271.098947,-24.297552,0.06,0.06,0.0,13.489,12.663,12.376,0.022,0.022,0.019,AAA,222,0,2450891.8965,0.449404
200088201010655,270.922518288967,-24.2056405941275,QSO,0.517,,,STAR,1.0,,,6.123423569692938,-1.0922767960138153,18034143-2412209,270.922627,-24.205812,0.07,0.06,90.0,12.54,11.786,11.67,0.029,0.037,0.04,AAA,222,0,2450891.8956,0.712866
200088201010661,270.880091868005,-24.2773830634073,QSO,0.526,,,,,,,6.041916109912872,-1.093855381686802,18033116-2416391,270.879838,-24.277531,0.07,0.06,79.0,13.892,13.333,13.083,0.032,0.049,0.06,AAA,222,0,2450891.8868,0.988783
200088201010681,271.069150118811,-24.2940531808055,QSO,0.377,,,,,,,6.1120430808059725,-1.2521557134436034,18041661-2417387,271.069226,-24.294088,0.06,0.06,17.0,13.157,12.544,12.257,0.039,0.063,0.055,AAA,222,0,2450891.8965,0.278755
200088201010682,271.115636029317,-24.2260401006175,STAR,0.631,,,STAR,1.0,,,6.192119027214825,-1.2557361387188193,18042780-2413340,271.115851,-24.226137,0.11,0.11,0.0,13.915,11.879,11.201,0.035,,,AUU,266,0,2450891.8965,0.787246
200088201010688,271.173391736061,-24.3485822869014,QSO,0.615,,,STAR,1.0,,,6.1110804999429655,-1.3616802813105984,18044165-2420551,271.173577,-24.34866,0.06,0.06,90.0,9.424,9.362,9.32,0.035,0.096,0.029,AAA,222,0,2450891.9052,0.66894
200088201010689,271.042089867186,-24.4430799494618,STAR,0.555,,,,,,,5.970055071040177,-1.3037891115434987,18041006-2426348,271.041953,-24.443016,0.06,0.06,0.0,13.234,12.552,12.398,0.026,0.034,0.041,AAA,222,0,2450891.8966,0.50419
200088201010709,270.832041810192,-24.2329819376277,GALAXY,0.403,,,,,,,6.059030910443424,-1.033873523908141,18031971-2413597,270.832138,-24.233255,0.07,0.06,90.0,13.729,13.196,13.089,0.043,0.057,0.053,AAA,222,0,2450891.8868,1.032496
200088201010722,271.023534285466,-24.2606809883256,QSO,0.572,,,,,,,6.120720014475866,-1.1995487066538615,18040565-2415394,271.02358,-24.260952,0.07,0.06,90.0,13.901,13.099,12.723,0.03,0.046,0.04,AAA,222,0,2450891.8956,0.987111
200088201010730,270.885836001058,-24.1947690815887,QSO,0.54,,,STAR,1.0,,,6.116442354511879,-1.0577956793162013,18033264-2411417,270.886013,-24.194918,0.07,0.06,85.0,14.173,13.25,12.761,0.055,0.074,0.059,AAA,222,0,2450891.8868,0.790715
200088201010734,270.93274975344,-24.271484632829,QSO,0.486,,,,,,,6.070653199691571,-1.1327590750614227,18034383-2416180,270.932665,-24.271675,0.07,0.06,90.0,14.371,13.219,12.602,0.057,0.079,0.054,BAA,222,0,2450891.8956,0.739614
200088201015027,270.937781590525,-24.3680989451713,QSO,0.646,,,,,,,5.988742082133757,-1.1842242319816094,18034510-2422053,270.937932,-24.368143,0.07,0.06,90.0,9.243,9.13,9.034,0.024,0.023,0.023,AAA,222,2,2450891.8955,0.518107
200088201015091,270.99102271867,-24.526547884382,GALAXY,0.682,,,,,,,5.874497230499377,-1.3042635969161178,18035790-2431349,270.991264,-24.526363,0.06,0.06,90.0,13.449,12.385,11.972,0.03,0.039,0.03,AAA,222,0,2450891.8954,1.033188
200088201015235,270.98023464097,-24.2831902910723,STAR,0.53,,,STAR,1.0,,,6.081722775229811,-1.1762122739256806,18035526-2417000,270.980282,-24.283339,0.07,0.06,90.0,12.467,11.922,11.752,0.043,0.047,0.043,AAA,222,0,2450891.8956,0.557453
200088201015245,270.90295025675,-24.2903782804448,GALAXY,0.681,,,,,,,6.040843096404396,-1.1183881684645272,18033671-2417257,270.902962,-24.290482,0.07,0.06,90.0,12.117,10.549,9.88,0.029,0.026,0.024,AAA,222,0,2450891.8956,0.375373
200088201015287,270.963453013556,-24.5850113130726,GALAXY,0.611,,,,,,,5.811237558189033,-1.3111256219709344,18035126-2435069,270.963619,-24.58526,0.06,0.06,73.0,15.041,13.502,12.8,0.088,0.097,0.058,CBA,222,0,2450891.8954,1.04727
200088201015357,271.057802855372,-24.4399549591212,GALAXY,0.958,,,,,,,5.979798810660742,-1.3147208783006818,18041391-2426235,271.057999,-24.439882,0.06,0.06,0.0,12.665,11.767,11.33,0.026,0.026,0.026,AAA,222,0,2450891.8966,0.694436
200088201015463,271.143363269843,-24.3238479065245,QSO,0.464,,,STAR,1.0,,,6.1192385128771525,-1.3257100858007196,18043445-2419262,271.143551,-24.323956,0.06,0.06,0.0,11.03,10.635,10.531,0.024,0.033,0.029,AAA,222,0,2450891.8966,0.728479
200088201015498,271.05459875002,-24.3068732861092,QSO,0.468,,,STAR,1.0,,,6.09436134534141,-1.2468884806361933,18041315-2418251,271.0548,-24.306973,0.06,0.06,0.0,12.151,11.666,11.472,0.029,0.035,0.031,AAA,222,0,2450891.8965,0.751547
200088201015528,271.143318837014,-24.4683506193877,QSO,0.579,,,STAR,1.0,,,5.993221294497587,-1.3964890265504086,18043441-2428057,271.14338,-24.46826,0.06,0.06,0.0,11.045,10.831,10.718,0.032,0.055,0.051,AAA,222,0,2450891.8967,0.382872
200088201015544,271.1725240403,-24.3150267061195,QSO,0.547,,,STAR,1.0,,,6.1399543872294675,-1.344552362013195,18044145-2418547,271.172741,-24.315203,0.06,0.06,45.0,12.416,11.814,11.701,0.032,0.044,0.047,AAA,222,0,2450891.9052,0.953629
200088201015548,271.065491600443,-24.2485650206433,QSO,0.57,,,STAR,1.0,,,6.150054698391809,-1.2269349091160677,18041572-2414554,271.06554,-24.248734,0.06,0.06,17.0,11.402,11.135,10.953,0.026,0.038,0.033,AAA,222,0,2450891.8965,0.628728
200088201015605,271.106525331098,-24.2970725861309,QSO,0.596,,,STAR,1.0,,,6.126121521235273,-1.2833236640772738,18042558-2417501,271.106615,-24.297253,0.08,0.08,163.0,12.632,11.936,10.369,0.072,0.038,,AAU,226,0,2450891.8965,0.713021
200088201015649,271.199600777323,-24.3919355552657,QSO,0.697,,,STAR,1.0,,,6.08496931768078,-1.4037286529073931,18044786-2423304,271.199421,-24.391796,0.06,0.06,90.0,12.575,11.809,11.657,0.022,0.022,0.021,AAA,222,0,2450891.9052,0.774489
200088201015678,271.170110789879,-24.2862020027399,QSO,0.594,,,STAR,1.0,,,6.164011942727912,-1.328513349089576,18044089-2417106,271.170392,-24.286291,0.06,0.06,90.0,12.751,11.698,11.0,0.026,0.033,0.029,AAA,222,0,2450891.9053,0.976803
200088201015686,271.016893970998,-24.3281027038951,GALAXY,0.421,,,,,,,6.058994263746563,-1.227368811183705,18040412-2419413,271.017178,-24.32814,0.07,0.06,90.0,14.44,13.519,13.309,0.039,0.059,0.058,BBE,222,0,2450891.8955,0.941332
200088201015691,271.024091934265,-24.2484347660551,QSO,0.632,,,,,,,6.131641551166164,-1.1939808951616853,18040576-2414550,271.024017,-24.248615,0.07,0.06,79.0,13.51,12.698,12.451,0.036,0.042,0.045,AAA,222,0,2450891.8956,0.693898
200305401010006,266.816238990843,-28.4045159806401,QSO,0.474,,,STAR,1.0,,,0.6417403843031114,-0.03207694285157481,17471588-2824171,266.816189,-28.404774,0.08,0.08,90.0,13.667,13.06,12.994,0.045,0.05,,AAU,220,0,2451010.6033,0.942262
200305401010009,266.91279722369,-28.385056595678,QSO,0.467,,,,,,,0.7023668176465493,-0.09467218535859064,17473904-2823066,266.912668,-28.385178,0.08,0.08,90.0,13.673,13.244,12.298,0.02,0.035,,ABU,220,0,2451010.6033,0.598768
