ID_SEARCH,RA_SEARCH,DEC_SEARCH,DISTANCE,CATALOGUE,TILE,ID_1,ALPHA_J2000,DELTA_J2000,MAG_PSF,MAGERR_PSF,MAG_AUTO,MAGERR_AUTO,MAG_APER,MAGERR_APER,MAG_MODEL,MAGERR_MODEL,SPREAD_MODEL,AMODEL_IMAGE,BMODEL_IMAGE,ELONGATION,ELLIPTICITY_1,A_IMAGE,B_IMAGE,KRON_RADIUS,FLUX_RADIUS,SPHEROID_SERSICN,MU_MAX,CLASS_STAR,MAG_APER_H_1,MAG_PSF_H,MAG_APER_J_1,MAG_PSF_J,EXTENDED,ID_2,RA2000,DEC2000,GAL_LONG,GAL_LAT,A_Ks,MAG_AUTO_J,MAG_AUTO_H,MAG_AUTO_Ks,MAG_APER_J_2,MAG_APER_H_2,MAG_APER_Ks,R,C,ELLIPTICITY_2,n,WISE,Separation
200074212010003,208.78678056654,-60.078494057917005,0.49959216805538015,d126_all.fits,d126,VVV-J135508.86-600443.0,208.7869374821381,-60.07860865395859,14.222942352294922,0.0039394018240273,13.241246223449707,0.0065391953103244305,14.262989044189453,0.004489015322178602,13.143838882446289,0.009914465248584747,0.0031892890110611916,13.876791954040527,9.374011039733887,1.2968742847442627,0.22891521453857422,4.450715065002441,3.4318785667419434,3.5,[1.8050412 3.7525995 7.4113564],4.689365386962891,14.89697265625,0.03343554586172104,14.904561996459961,14.965222358703613,16.501916885375977,16.423234939575195,1.0,VVV-J135508.87-600443.0,13:55:08.87,-60:04:43.0,310.8034645019058,1.815858806220558,0.74,13.57,12.74,12.48,14.8,13.71,13.5,1.31,3.07,0.23,4.69,1,0.5286513597162343
200921401010002,206.70415768806,-60.408050397976,0.3654187439855201,d125_all.fits,d125,VVV-J134649.02-602429.3,206.7042616630467,-60.40813795947286,12.643319129943848,0.001447235350497067,10.859018325805664,0.001392381964251399,12.332247734069824,0.0013333428651094437,10.8230562210083,0.003190030576661229,0.018834980204701424,9.072493553161621,6.045320510864258,1.440065860748291,0.3055872917175293,7.917446613311768,5.4979753494262695,3.5,[ 2.4688518  5.408345  10.840779 ],1.891668438911438,13.178939819335938,0.028818126767873764,12.925857543945312,13.151498794555664,14.300249099731445,14.449724197387695,1.0,VVV-J134649.02-602429.3,13:46:49.02,-60:24:29.3,309.7213571927619,1.7315419584693243,0.94,10.84,10.06,9.96,12.13,11.46,11.43,1.89,3.21,0.31,1.89,1,0.35835228223689497
200921401010010,206.4558716094,-60.304584892952,0.9887493317052827,d125_all.fits,d125,VVV-J134549.31-601817.2,206.45546519299475,-60.304771705118476,16.35906982421875,0.020333681255578995,15.067695617675781,0.028664426878094673,15.999292373657227,0.019358575344085693,15.196370124816895,0.029214954003691673,0.011869952082633972,4.363940715789795,1.4692175388336182,2.1890416145324707,0.5431790351867676,4.548730373382568,2.0779552459716797,3.5,[1.880327  3.4215186 7.1197243],1.1475564241409302,16.435319900512695,0.028178097680211067,16.728702545166016,16.964237213134766,17.782169342041016,17.89093589782715,1.0,VVV-J134549.31-601817.2,13:45:49.31,-60:18:17.2,309.62286343074675,1.8585680747255566,0.86,14.91,14.5,14.25,15.79,15.38,15.18,1.19,2.89,0.54,1.15,0,1.0126160604928973
204053904010001,234.01150307233996,-57.814797518679,0.7486248858003487,d020_all.fits,d020,VVV-J153602.85-574853.0,234.01186657382283,-57.8147216618421,13.178115844726562,0.0021557374857366085,12.063626289367676,0.0031471322290599346,13.063860893249512,0.0022213200572878122,12.109575271606445,0.00547844497486949,0.009570744819939137,6.904249668121338,3.114535331726074,2.0423290729522705,0.510362982749939,6.061508655548096,2.9679391384124756,3.5,[1.7135072 3.7385633 7.6584134],2.6146230697631836,13.515978813171387,0.028795499354600906,13.998777389526367,14.087898254394531,15.572914123535156,15.667828559875488,1.0,VVV-J153602.85-574853.0,15:36:02.85,-57:48:53.0,323.46026408975564,-1.659723705788115,0.79,12.71,11.69,11.28,13.77,12.74,12.28,1.3,3.25,0.51,2.61,1,0.7629729716048729
