       298.74926       -2.0857332        16.520450        15.942650        15.559240          110          140 
       298.75674       -2.1262391        17.108310        16.298030        15.468000          111          140 
       298.77782       -2.1257902        15.733080        14.890580        14.490240          113          140 
       298.78528       -2.1530166        16.147070        15.428570        15.148880          114          140 
       298.81074       -2.0331705        15.568600        15.091080        14.614980          118          140 
       298.84931       -2.2186796        16.170460        15.117330        14.648840          119          140 
       298.85927       -2.2282365        16.528700        15.541690        15.301390          121          140 
       298.86482       -2.2338562        16.136480        14.906240        14.560920          123          140 
       298.86000       -2.1794586        15.956350        14.669630        13.994830          124          140 
       298.86130       -2.0773357        16.602780        15.609930        15.447110          125          140 
       298.86733       -2.1104584        15.860460        15.265890        15.174090          126          140 
       298.88111       -2.0571927        15.733230        14.735180        14.314060          132          140 
       298.94215       -2.1348670        15.047410        14.494530        14.521640          133          140 
       298.92261       -1.9892594        15.752500        15.050270        14.685020          135          140 
       298.94086       -2.0503830        15.316600        14.737280        14.421290          137          140 
       298.95721       -2.0760836        16.160980        14.974380        14.917420          141          140 
       300.46727       -1.6665379        15.506290        14.882130        14.708270          255          280 
       300.51834       -1.7498137        15.471870        14.007230        13.577770          261          280 
       300.51143       -1.6252815        16.095480        15.344370        14.851450          262          280 
       300.55215       -1.6918264        15.319740        14.604460        14.231980          263          280 
       300.53157       -1.3888650        14.085410        13.508850        13.222430          264          280 
       300.53473       -1.3892769        14.456440        13.714380        13.355960          265          280 
       300.54139       -1.7164214        16.587370        15.749140        14.853790          266          280 
       300.55438       -1.8059360        15.846570        15.467290        15.201330          267          280 
       300.54718       -1.6192345        16.231870        15.363790        14.850670          268          280 
       300.55852       -1.6568734        16.000800        15.488910        15.215090          270          280 
       300.54844       -1.4670011        16.019760        15.210540        15.078310          271          280 
       300.61772       -1.8309715        16.788810        14.950430        14.493910          275          280 
       300.60064       -1.5708783        15.841630        15.208730        15.093670          276          280 
       300.59943       -1.4657222        14.987690        14.475260        14.297270          277          280 
       300.65021       -1.8062851        16.208860        15.408930        14.221890          279          280 
       300.63635       -1.4872525        15.351880        14.225780        13.822530          280          280 
       300.63834       -1.5084607        15.403030        14.875730        14.823990          281          280 
       303.47178       -1.8818538        16.575560        15.835950        15.515900          461          510 
       303.48629       -1.9457156        15.624430        14.657090        14.443080          466          510 
       303.51884       -1.9115355        15.957220        15.154570        14.676700          471          510 
       303.56211       -1.8873282        15.014520        13.797130        13.584390          476          510 
       303.56312       -1.9173493        16.020100        15.296340        15.223070          477          510 
       303.60770       -1.9445191        14.757540        14.214030        13.965510          483          510 
       303.62230       -1.8964876        14.335040        13.662640        13.513870          485          510 
       303.63694       -1.8516946        14.617010        13.953650        13.834530          487          510 
       303.65317       -2.0080596        15.784100        15.157080        14.954040          488          510 
       303.66456       -1.8950717        13.980760        13.339240        12.968270          489          510 
       303.68030       -1.9410231        15.065300        14.279020        14.061820          490          510 
       303.68255       -1.9926340        16.056890        15.364320        15.058990          492          510 
       303.68810       -1.9190687        16.163170        14.810230        14.329310          494          510 
       303.69732       -2.0530368        15.002220        14.183660        13.792020          495          510 
       303.71216       -2.0152312        14.678990        14.231670        14.073640          499          510 
       303.71696       -1.8749009        15.823360        14.836970        14.527500          500          510 
       303.71875       -1.9468218        15.823190        15.056960        15.092650          501          510 
       303.71868       -2.0977322        15.706040        15.124390        15.333000          502          510 
       303.72504       -1.9152196        15.446490        13.762390        14.019230          503          510 
       303.75611       -1.9892583        16.334730        15.042420        14.563900          506          510 
       303.78964       -2.1320189        15.204880        14.481760        14.236110          508          510 
       303.84623       -2.1109876        15.122880        14.679170        14.240170          511          510 
       305.36052       -1.7315345        15.362990        14.355750        14.183680          597          618 
       305.36707       -1.7078673        15.211070        14.781920        14.456900          600          618 
       305.37294       -1.7297280        15.670850        14.714100        14.224350          601          618 
       305.39959       -1.7449463        15.586430        14.398060        13.693570          604          618 
       305.43575       -1.7265016        16.030470        15.088440        14.725820          607          618 
       305.43626       -1.7476845        16.697480        15.843660        15.100440          609          618 
       305.48473       -1.7805734        15.363080        14.476340        14.095750          612          618 
       305.50002       -1.7500151        16.164560        15.102260        14.752800          614          618 
       305.52941       -1.6820334        17.485010        15.456170        14.953130          617          618 
       305.54874       -1.7277799        15.150120        15.420820        15.356110          618          618 
       305.56047       -1.7993601        16.210800        15.455110        14.828060          619          618 
       305.95003       -1.8545147        15.063020        14.620370        14.741190          655          671 
       305.96449       -1.9497708        15.798320        14.782800        14.130420          656          671 
       305.97794       -2.0302069        15.716800        15.204890        14.955910          659          671 
       305.99349       -1.9002581        13.995390        13.438080        13.188160          660          671 
       306.01079       -2.0673175        15.228640        14.049050        13.717900          661          671 
       306.04138       -1.9493659        14.576570        13.790930        13.318560          663          671 
       306.03551       -2.1463460        14.045700        13.168940        12.804440          664          671 
       306.06037       -1.9611085        15.073040        14.343430        13.976010          665          671 
       306.08917       -1.8939789        15.979920        14.897870        14.494190          666          671 
       306.05660       -2.2108147        14.146800        13.565870        13.263330          667          671 
       306.09958       -1.8601261        14.816730        14.263900        13.903610          668          671 
       306.09904       -2.1800905        14.136470        13.685810        13.361600          670          671 
