   l               b                  Area
   330.9752727    -0.8694085          0.0000
   331.1570505    -0.8244314          0.0000
   331.1641958    -1.0481717          0.0000
   331.1739926    -0.8881176          0.0000
   331.1928492    -0.9960712          0.0000
   331.5436816    -0.8543706          0.0000
   331.6393122    -0.7686994          0.0000
   331.3972928    -1.0358852          0.0000
   331.3754198    -1.0636170          0.0000
   332.0046390    -0.8843829          0.0000
   332.5400929    -1.1582165          0.0000
   337.7341721    -0.9704784          0.0000
   346.4590245    -1.0198297          0.0000
   347.7756308    -0.4205145          0.0000
   347.2662603    -0.8533511          0.0000
   347.7393967    -0.9861565          0.0000
   348.2082677    -0.8069812          0.0000
   349.6432775    -1.0912957          0.0000
   294.7799688    -0.0392152          0.0000
   294.7194349     0.4768829          0.0000
   294.7595217     0.4641982          0.0000
   294.8078789     0.3716416          0.0000
   294.7545890     1.0535052          0.0000
   294.8225489     0.8466432          0.0000
   294.9506113     0.3897771          0.0000
   294.8911622     0.6611087          0.0000
   294.8036650     1.0215488          0.0000
   295.0308829     0.2436923          0.0000
   294.8988335     0.7475822          0.0000
   294.8841383     0.8567205         41.1156
   294.8745417     1.0045896         31.9831
   295.0299123     0.4846780          0.0000
   295.1856652    -0.0504454          0.0000
   294.9332981     0.9405008          0.0000
   295.0133077     0.6501096         43.1717
   295.1913925     0.0806471          0.0000
   295.0485537     0.6516499         37.0294
   294.9452483     1.0811733         18.1043
   295.0452652     0.7610376          0.0000
   294.9960120     1.0585562          6.9923
   295.0282568     1.0019152          0.0000
   295.1463600     0.5964267          0.0000
   295.1681850     0.5755093         20.7497
   295.2136791     0.4401261          0.0000
   295.0612865     1.0743603         16.7727
   295.1961680     0.5773425          0.0000
   295.0978207     1.0426886          0.0000
   295.2464560     0.5226308          0.0000
   295.3693453     0.0928747          0.0000
   295.2853521     0.4344660          0.0000
   295.1286471     1.1090468         24.5529
   295.2842961     0.8708206          0.0000
   295.3757470     0.7872192          0.0000
   295.4441631     0.5393090          0.0000
   295.3899434     0.8403891          0.0000
   295.3545414     1.0082708          0.0000
   295.6109630    -0.0165092          0.0000
   295.5290453     0.3240994          0.0000
   295.5102203     0.4848629          0.0000
   295.3506318     1.1301559         37.4815
   295.4628050     1.0892313         23.2573
   295.4799930     1.0314192          0.0000
   295.5702453     0.8170514          0.0000
   295.5395618     1.0587710         21.5839
   295.5634895     1.0863003         17.8097
   295.6173402     0.9441106          0.0000
   295.8109672     0.1987827          0.0000
   295.6451055     1.0567369          6.7908
   295.7333570     0.9114686         27.8313
   295.8525714     0.4157167          0.0000
   295.7268676     0.9507517         15.7598
   295.7420037     0.9135497         13.0614
   295.8644392     0.4044195          0.0000
   295.7125189     1.0823083         21.4881
   295.7427616     0.9587405         34.9324
   295.7969286     0.8478089          0.0000
   295.7556214     1.0938006         20.7905
   295.9245799     0.4328814          0.0000
   295.8718000     0.7148383          0.0000
   295.9429141     0.4179314         12.2684
   295.9516197     0.4186234          7.3558
   295.9672535     0.4126539          0.0000
   295.8989558     0.8317479          0.0000
   295.8550771     1.0753484         38.0729
   296.0945986     0.0767394          0.0000
   295.8973151     1.0731724         21.8898
   295.9942762     0.7392535          0.0000
   295.9690758     0.8627785         25.5207
   295.9192618     1.1142004         24.0636
   295.9930408     0.9131394         29.4881
   296.0964421     0.4641293          0.0000
   295.9743245     1.0020757          0.0000
   296.1652568     0.1765529          0.0000
   296.0139591     0.8810118         19.3472
   296.0506794     0.7417093          0.0000
   296.1596794     0.4203115          0.0000
   296.1630293     0.4133912          0.0000
   296.0073244     1.1063995         34.4379
   296.0938593     0.8692382         23.1561
   296.1555279     0.6471229          0.0000
   296.0768125     1.0608693         28.2981
   296.1226589     0.8572658         22.5942
   296.1353611     0.8656745         12.3916
   296.0963992     1.0809065          6.0108
   296.1518469     0.8796681          9.7274
   296.1483788     0.9179033         32.5806
   296.1546735     0.8946770          4.7739
   296.1084825     1.1190664         42.6784
   296.1227545     1.0779688          3.2884
   296.1291800     1.0736547          3.0280
   296.1386706     1.0670620         16.6223
   296.2204144     0.9007170         32.3028
   296.2762943     0.8681787          0.0000
   296.4478019     1.1187918         32.3843
   296.6237582     0.2954193          0.0000
   296.5029680     1.0390594          8.3576
   296.5488828     0.9003981          0.0000
   296.6743389     0.6302064          0.0000
   296.6148099     0.9534192          0.0000
   296.7667764     0.4141202          0.0000
   296.8172197     0.4600360          0.0000
   296.7963644     0.5995472          0.0000
   296.7097562     1.0620128          0.0000
   296.7688914     0.8147420          0.0000
   296.7721527     0.8122227         27.5922
   296.8474634     0.7749818          0.0000
   296.8629123     0.8054483          0.0000
   296.8528291     0.9702323          0.0000
   296.8864754     0.8813625          0.0000
   296.9823305     0.5792808          0.0000
   297.2440717     0.1072238          0.0000
   297.1250875     1.1273303          0.0000
   297.3546855     0.2841424          0.0000
   297.2592651     0.9541309          0.0000
   297.4316909     0.7050056          0.0000
   297.4156789     0.8674710          0.0000
   297.4945273     1.0366539          0.0000
   297.6901824     0.1344814          0.0000
   297.7127737     0.1826149          0.0000
   297.6667873     0.5055248          0.0000
   297.6194703     0.7870858          0.0000
   297.7480957     0.2187140          0.0000
   297.7280999     0.4080290          0.0000
   297.6766936     0.7632702          0.0000
   297.7377200     0.7161325          0.0000
   297.8209662     0.2490854          0.0000
   297.6770426     1.0981489          0.0000
   297.8541870     0.1085045          0.0000
   297.7218865     1.0005138          0.0000
   297.8233786     0.4936600         37.3541
   297.7176025     1.1195071          0.0000
   297.7337658     1.0578885         27.5798
   297.8125335     0.6899206          0.0000
   297.8752628     0.3238760         34.6365
   297.8457808     0.5319282          0.0000
   297.8979395     0.2984442          0.0000
   297.8948361     0.4325057          0.0000
   297.8905474     0.7833432          0.0000
   298.0097286     0.2324895          0.0000
   297.8723592     1.0650349         41.0343
   297.9179260     0.8871933          0.0000
   297.9222941     0.9359902          0.0000
   298.0923681    -0.0111288          0.0000
   297.9109557     1.1291593         26.4571
   297.9976824     0.6035749          0.0000
   297.9294912     1.0602227         16.8331
   298.0389145     0.6079884          0.0000
   298.0807891     0.5296035          0.0000
   298.0569320     0.7526282          0.0000
   298.1110720     0.4314516          0.0000
   298.1173810     0.4223413          0.0000
   298.0280207     1.0602323         40.8707
   298.1846069     0.3156239          0.0000
   298.1192499     0.8629616          0.0000
   298.1201595     0.9017556         30.8826
   298.1130803     0.9830919         21.9966
   298.1291891     0.9549969         39.6286
   298.2621988     0.3078982          0.0000
   298.3206522     0.2449462          0.0000
   298.2517897     0.8236130          0.0000
   298.2658021     0.7924696          0.0000
   298.3516658     0.3009354          0.0000
   298.3685185     0.7330267         33.0565
   298.3844032     0.6525882          0.0000
   298.3695724     0.8139046         21.1678
   298.4663536     0.2267016          0.0000
   298.3700205     0.9194316          0.0000
   298.3898580     0.8236264         21.5795
   298.4145315     0.6958035          0.0000
   298.3938196     1.0026306          0.0000
   298.4515918     0.7855418          0.0000
   298.4900447     1.0908923          0.0000
   298.5616131     1.0963592         23.2321
   298.5965134     1.0541824          0.0000
   298.6991133     0.5286458          0.0000
   298.6649177     1.1000885         10.9840
   298.6659450     1.1148736         33.2602
   298.6992274     1.0903437         13.1970
   298.7997960     0.4850688          0.0000
   298.7262397     1.0859878         26.2668
   298.8782572    -0.0018043          0.0000
   298.7735373     0.8078003          0.0000
   298.7512325     1.0131070          0.0000
   298.8298099     0.8972105         30.7579
   298.8975562     0.4394203          0.0000
   298.8352620     0.9388275          0.0000
   298.8593899     0.8250422          0.0000
   298.8391085     1.1207688         22.3589
   298.9240899     0.8367117          0.0000
   299.0849161     0.8476099          0.0000
   299.1183857     0.8067761          0.0000
   299.0914792     1.0368283          0.0000
   299.1005610     0.9908233         34.1145
   299.0947851     1.1264050          0.0000
   299.1337290     0.8381610         32.9756
   299.1280022     0.9179698         29.7749
   299.1710580     0.6500044          0.0000
   299.1369910     0.9674819          3.1773
   299.1313008     1.0150334         12.1447
   299.1346165     0.9888726          7.1518
   299.1407003     0.9611128         15.2244
   299.1935703     1.1071254         14.0559
   299.2006875     1.0698746         20.5889
   299.2727118     0.9869788          0.0000
   299.2802136     1.0366907         16.9017
   299.3199555     0.8208056          0.0000
   299.3869291     0.4759481          0.0000
   299.3987694     0.6291389          0.0000
   299.4137028     0.5345560          0.0000
   299.5358401     0.7680812          0.0000
   299.5226222     1.0050990          0.0000
   299.5839471     1.0980461         19.9369
   299.6712343     1.0557466          0.0000
   299.9069671     0.3263717          0.0000
   299.9314693     0.3305058          0.0000
   299.9760642     0.2746100          0.0000
   300.0011881     0.0556020          0.0000
   300.0811476     0.6342757          0.0000
   300.1388923     1.0806276          0.0000
   300.1756927     0.8063300          0.0000
   300.2658819     0.5774462          0.0000
   300.2730241     1.0755698          0.0000
   300.2956758     0.9290433          0.0000
   300.3263358     1.0174604          0.0000
   300.4243968     0.9519904          0.0000
   300.4386682     0.8295297          0.0000
   300.5644481     0.8040434         30.5774
   300.5841880     0.7533784          0.0000
   300.6023515     0.8352378          0.0000
   300.6048273     1.0927331         23.1647
   300.6920120     0.1047813          0.0000
   300.6213502     1.0682172         26.1936
   300.6412252     0.9788024          0.0000
   300.7136477     0.2718721          0.0000
   300.7239850     0.8590537          0.0000
   300.7255226     0.8764519          0.0000
   300.7949602     0.5704267          0.0000
   301.1334113     0.0122246          0.0000
   301.1024232     0.6507633          0.0000
   301.1137738     0.4858784          0.0000
   301.1992893     0.4552448          0.0000
   301.2863116     0.6715234          0.0000
   301.3171691     0.3415447          0.0000
   301.3188536     0.3608845          0.0000
   301.3742237     0.9309008          0.0000
   301.4453945     0.9949696          0.0000
   301.5078770     0.1543619          0.0000
   301.5788558     0.4106944          0.0000
   301.5660780     0.7575719          0.0000
   301.6360238     0.9060966          0.0000
   301.6794132    -0.0550573          0.0000
   301.6717336     0.8860559         37.9624
   301.6850979     0.8925448          0.0000
   301.7439365     0.1951810          0.0000
   301.7519962     0.1452838          0.0000
   302.0211567     0.2523756          0.0000
   302.0546870     0.2534480          0.0000
   302.2180850     0.4465822          0.0000
   302.2307674     0.3543176          0.0000
   302.2687958     0.3266136          0.0000
   302.3894416     0.2771349          0.0000
   302.3897272     0.4024710          0.0000
   302.4414280     0.8068522          0.0000
   302.4795393     0.8242097          0.0000
   302.5069810     0.8073969          0.0000
   302.6783138     0.9199378          0.0000
   302.7651699     0.8864103          0.0000
   302.7836332     0.8497460          0.0000
   302.7933548     0.8804825          0.0000
   302.8886236     0.5292386          0.0000
   302.9229540     0.7706687          0.0000
   303.0073666     0.6526152          0.0000
   303.1093752     1.0269618          0.0000
   303.1439267     0.3072324          0.0000
   303.2050410     0.6064852          0.0000
   303.2617371     0.9497953          0.0000
   303.2687122     1.0643857         21.2849
   303.2876021     1.0523499         37.3202
   303.2822593     0.3377733          0.0000
   303.3758223     0.9062844          0.0000
   303.4426207     0.9676897         31.1109
   303.4634039     0.7945659          0.0000
   303.4717041     0.8479670          0.0000
   303.4568062     0.9665474          0.0000
   303.9031635     1.0014873          0.0000
   303.9539949     0.9455577          0.0000
   304.0222322     0.9604003          0.0000
   304.1984612     0.8495286          0.0000
   304.5381679     0.8862658          0.0000
   304.5691836     1.1309400          0.0000
   304.6271393     1.0147376         24.5648
   304.6329180     1.0630606         20.0541
   304.6251388     0.7606818          0.0000
   304.6560312     0.9971757         14.4602
   304.6676994     1.0538341         16.3136
   304.6666758     0.8481663          0.0000
   304.6805413     0.9900944         17.8314
   304.7321707     1.1192266          0.0000
   304.7305568     0.9488040          0.0000
   304.7428969     1.0953503         14.4473
   304.7919811     1.0741379         35.1732
   304.8020342     0.8614997          0.0000
   304.8370170     1.1149471          0.0000
   304.9084736     1.1187335         13.3696
   304.9070545     1.0872694         14.1886
   304.9181172     1.0854975          5.2051
   304.9458403     1.0826942          9.2818
   304.9421768     0.9919880          0.0000
   305.0019587     1.0594149          5.6890
   305.0462316     1.0824526         20.9666
   305.0501653     0.9113347          0.0000
   305.1547500     1.1058946         32.3302
   305.1652750     1.0267345          0.0000
   305.1634968     0.8959921          0.0000
   305.2186434     0.7880882          0.0000
   305.2448027     1.0616932         30.7396
   305.2656508     1.1274882         13.0129
   305.3217139     1.1172773          4.3847
   305.3352127     0.9143069          9.6361
   305.3356520     0.9042907         13.5660
   305.3402908     0.9399754         14.9515
   305.3346463     0.8459871         20.0587
   305.3533710     1.0676003          7.7026
   305.3499078     0.9858973         11.8081
   305.3489498     0.9225630          6.6946
   305.3390538     0.7796472         34.8500
   305.3460558     0.8147610          5.1685
   305.3521248     0.8203945          9.5090
   305.3926477     0.9745861         11.7497
   305.4150155     1.1002569         19.2459
   305.3904276     0.7440664         30.6799
   305.4163794     0.8802225         27.7104
   305.4302776     0.9590183         19.5161
   305.4174962     0.7608884         18.6148
   305.4277940     0.6269605          0.0000
   305.4836682     1.0283917         18.1917
   305.4889680     0.7981308          0.0000
   305.5092145     1.0285443         21.2570
   305.4942449     0.7210171          0.0000
   305.5167695     0.9148845          0.0000
   305.5337185     0.9824056         38.9869
   305.6734066     1.1198307         19.4610
   305.7677633     1.0732047         16.5661
   305.8004774     1.0457315          0.0000
   305.7999047     0.7198600          0.0000
   305.8386173     0.9360067          0.0000
   305.9576218     0.8392835          0.0000
   305.9872550     0.8092432         26.2185
   305.9474034     0.3725457          0.0000
   306.0053385     0.8824824          0.0000
   306.0162466     0.7478302          0.0000
   306.0518553     1.0617460          0.0000
   306.0873134     0.8852825         22.3759
   306.1167296     1.0266807          0.0000
   306.1104211     0.8583795         11.9320
   306.1115902     0.7675673          0.0000
   306.1321190     0.8994206         30.2550
   306.1382422     0.8511270          0.0000
   306.1328406     0.6141075          0.0000
   306.1756619     0.9957687          0.0000
   306.1130642     0.3665875          0.0000
   306.2294046     0.7058829          0.0000
   306.3717352     0.9675414          0.0000
   306.3989460     1.0722691         42.6719
   306.4139384     1.0757618         11.7664
   306.3751171     0.6047179          0.0000
   306.4272005     1.0421626          9.3449
   306.4253890     0.9962791         18.6406
   306.4554583     1.0159391          9.8959
   306.4587563     1.0060934         31.3186
   306.4729690     1.1138535         40.1079
   306.4553289     0.8030571          0.0000
   306.5498160     1.1272861         30.9968
   306.5566816     1.1013351         15.6280
   306.5817487     1.0271566          0.0000
   306.6125153     1.1201564         24.6755
   306.6367882     1.1185667          0.0000
   306.8022225     0.9430098          0.0000
   306.8451877     1.0923628          0.0000
   307.0115345     1.0625158          0.0000
   307.0185003     1.0749604         30.3413
   307.1216451     1.0506354          0.0000
   307.2613352     0.9368324          0.0000
   307.3633960     1.0635152          0.0000
   307.2815965     0.4146474          0.0000
   307.2801727     0.3954214          0.0000
   307.3936880     1.0880164          6.1894
   307.4356875     1.0771466          7.2562
   307.4013729     0.7412081          0.0000
   307.4515591     1.0508966         34.0686
   307.4589825     1.0684866          8.7468
   307.4420442     0.8372077          0.0000
   307.4417686     0.7406878          0.0000
   307.5394730     1.0477446         25.5258
   307.4423829     0.3811460          0.0000
   307.5625623     0.9647527          0.0000
   307.6176589     1.0832266          0.0000
   307.6576156     0.7928541          0.0000
   307.6805809     0.9351144          0.0000
   307.6592059     0.7786670         25.5854
   307.6740921     0.7263529          0.0000
   307.7594946     1.1255102         13.6637
   307.7592802     1.1221322          5.6178
   307.7625617     1.1081470         11.5170
   307.7394216     0.9268435         41.8908
   307.7749212     1.1305785         14.2098
   307.7817469     1.1193487          3.3725
   307.7737955     0.6492037          0.0000
   307.8434255     1.0683557         35.0391
   307.7459321     0.3496028          0.0000
   307.7493007     0.3453192          0.0000
   307.8242657     0.8002666          0.0000
   307.8383659     0.6687775         33.6555
   307.8074418     0.3639314          0.0000
   307.8546022     0.8979587         18.0204
   307.8672330     0.9414555         14.0755
   307.8518411     0.8364439         17.4740
   307.8698023     0.9246137          4.9218
   307.8802675     0.9512978         22.5926
   307.8288656     0.6018334         24.8613
   307.8342588     0.6065962         13.3540
   307.8609554     0.5423570          0.0000
   307.9236898     0.9004630         18.7793
   307.9122585     0.7986561         36.1248
   307.9811664     0.9150434         29.6903
   307.9519480     0.7095806         35.9386
   307.9903597     0.8856192         27.5546
   307.9620500     0.6341631          0.0000
   307.9502348     0.4853976          0.0000
   308.0722071     1.0221236         36.8779
   308.0809962     1.0285175         31.7279
   308.1040933     1.1035944          0.0000
   308.0462596     0.6975447          0.0000
   308.0841390     0.8250058         18.4928
   308.1014573     0.8579415          0.0000
   308.1032855     0.8152217         22.7107
   308.0973531     0.7720231         39.0546
   308.2628982     1.0079418          0.0000
   308.2564699     0.7104170          0.0000
   308.3106372     1.0148874          0.0000
   308.2576913     0.7064333          0.0000
   308.3434378     0.6294000          0.0000
   308.4353337     1.1336680          0.0000
   308.4463591     1.0111714          0.0000
   308.6274706     1.0012744          0.0000
   308.5222243     0.2998169          0.0000
   308.5411372     0.3415773          0.0000
   308.9405813     1.0943465          0.0000
   308.9882080     0.8744643          0.0000
   308.9866654     0.8047708          0.0000
   308.9822390     0.5363993          0.0000
   309.4394223     0.9015799          0.0000
   309.6282542     0.9673475          0.0000
   309.6149932     0.8600652          0.0000
   309.6807952     0.7459120          0.0000
   310.0034193     1.0618055          0.0000
   310.2347244     0.9888022          0.0000
   310.9950354     1.0043847          0.0000
   311.3643173     1.0542611          0.0000
   311.4464432     0.9745213          0.0000
   311.5423121     1.1229485          0.0000
   311.5918929     1.0020324         38.0611
   311.6260859     0.9984685          9.3392
   311.6271425     0.9557758          0.0000
   311.6559396     1.0032983         12.2618
   311.6850771     0.9756067         11.2600
   311.7028655     1.0275543         30.2005
   311.6894469     0.9246692          0.0000
   311.7574862     1.0061984          0.0000
   312.0511108     1.1096057          0.0000
   312.0140195     0.9602960          0.0000
   312.1640175     0.9220688          0.0000
   312.1798234     0.8852560          0.0000
   312.2246983     0.8509475          0.0000
   312.3067640     0.6622641          0.0000
   312.6224266     0.8470304          0.0000
   312.6615643     0.8052921          0.0000
   313.0041131     1.0210294          0.0000
   313.0223565     0.8790261          0.0000
   313.4620727     0.9303702          0.0000
   313.6106813     1.0614160          0.0000
   313.7005611     1.1290019          0.0000
   313.7126649     1.0830380          0.0000
   313.8519095     1.0125782          0.0000
   314.0045536     1.0674547          0.0000
   314.2579183     1.1232437          0.0000
   314.2863664     1.1278938          0.0000
   314.7316642     1.0249310          0.0000
   314.6087557     0.6967272          0.0000
   314.6079891     0.6777276          0.0000
   314.6455301     0.7593649          0.0000
   315.2115731     1.0596482          0.0000
   316.0065073     0.9125113          0.0000
   316.1692861     1.0331230          0.0000
   316.2848426     0.9314672          0.0000
   316.3795937     0.9433102          0.0000
   316.4100926     0.8344957          0.0000
   316.5249112     0.9882338          0.0000
   316.4839035     0.7374307          0.0000
   316.4455203     0.6399375          0.0000
   316.4136035     0.4706197          0.0000
   316.5427629     0.7020533          0.0000
   316.5839799     0.5971699          0.0000
   316.6698527     1.0941315          0.0000
   316.8506783     1.0479253          0.0000
   316.9112125     1.1283224          0.0000
   316.8925262     1.0256385         21.0047
   316.8417512     0.8839877          0.0000
   316.8961005     1.0018769          4.0346
   316.8944462     0.9950806         14.0294
   316.8338223     0.8463325          0.0000
   316.8391446     0.8149368          0.0000
   316.9210670     0.9720660         32.7102
   316.9701884     0.9180913          0.0000
   317.0195327     0.8302575          0.0000
   317.1495087     1.0657086          0.0000
   317.2140471     1.1298336         21.4060
   317.2862308     1.0629682         20.8062
   317.2835715     1.0068561         20.1099
   317.2831856     0.9787996          0.0000
   317.3022162     0.8662543          0.0000
   317.3827983     0.9759601          0.0000
   317.4081113     0.8482006          0.0000
   317.7120721     0.7338218          0.0000
   317.9157261     1.1031330          0.0000
   317.8500401     0.9320101          0.0000
   317.8094273     0.8469866          0.0000
   317.7696373     0.4921992          0.0000
   317.8017626     0.5099799          0.0000
   317.9215454     0.5999878          0.0000
   317.9406352     0.6231080         33.1247
   318.0221743     0.7709827          0.0000
   317.9490248     0.6231031         35.4887
   317.9079213     0.4765071         25.9341
   317.8973487     0.4205124          0.0000
   317.9357959     0.4578460         16.6195
   317.9367714     0.4483342         34.5620
   318.0517177     0.5496958          0.0000
   318.0072332     0.2813509          0.0000
   318.1097822     1.0699804          0.0000
   318.0924868     1.0077315          0.0000
   318.4194089     0.9056128          0.0000
   318.4360194     0.8974804          0.0000
   318.2912077     0.4940067          0.0000
   318.4931205     0.8328099          0.0000
   318.5550894     0.8113837          0.0000
   318.4997538     0.6913831          0.0000
   318.5865340     0.7896098          0.0000
   318.5985052     0.7306538          0.0000
   318.5882170     0.5861193          0.0000
   318.9334794     1.0118084          0.0000
   318.8966241     0.8650236          0.0000
   319.1229728     0.8218024          0.0000
   319.4591845     0.9521062          0.0000
   319.3567293     0.6358615          0.0000
   319.4901077     0.7236200          0.0000
   319.4238550     0.3568040          0.0000
   319.5315737     0.7940723          0.0000
   319.9535367     1.0489201          0.0000
   319.9390977     0.9900223          0.0000
   319.6200966     0.3651541          0.0000
   319.9879276     1.0255400          0.0000
   320.1136833     1.1225192          0.0000
   320.4998569     1.0106848          0.0000
   320.5346235     1.0311541         36.6094
   320.6247279     1.1208099         41.1589
   320.5110341     0.8923427          0.0000
   320.6202119     1.0631217         33.5534
   320.7724146     1.1115698         33.0897
   320.7587741     1.0347489         41.7580
   320.7239861     0.9733777         31.5807
   320.7186681     0.9315478          0.0000
   320.9560635     1.1284680         42.2813
   320.9704950     1.1108167          0.0000
   320.8468691     0.8005106          0.0000
   320.9364791     0.9454632          0.0000
   320.9467134     0.8918271          0.0000
   320.9413428     0.6929198          0.0000
   320.9660028     0.6144056          0.0000
   321.1047719     0.9659842          0.0000
   320.9607782     0.6770848          2.8623
   320.9629588     0.6682561          5.8551
   320.9832919     0.6730047          0.0000
   320.9652862     0.6142141          0.0000
   321.1536417     0.9124548         40.8243
   321.1655993     0.8907341          0.0000
   321.1991627     0.8154185          0.0000
   321.1139978     0.6334068          0.0000
   321.4738491     0.9694080          0.0000
   321.9759395     0.9842263          0.0000
   322.3755399     0.7324814          0.0000
   322.1563778     0.1798986          0.0000
   322.7847422     0.9110261          0.0000
   323.1486970     0.9217002          0.0000
   323.2546239     0.8981317          0.0000
   323.8656250     0.9188276          0.0000
   323.9466732     0.9605823          0.0000
   325.2163631     1.0851039          0.0000
   325.8904482     0.6911866          0.0000
   333.6529294     0.9623693          0.0000
   334.6966079     1.1313681          0.0000
   334.8324693     1.0015019          0.0000
   335.0043670     0.9960043          0.0000
   335.3593063     1.0453413          0.0000
   335.6954214     1.0077521          0.0000
   335.6541783     0.9436834          0.0000
   336.0239113     1.0290558          0.0000
   335.9157723     0.6257812          0.0000
   337.0237927     1.0320471          0.0000
   336.9962865     0.9042761          0.0000
   337.0563282     0.9402796          0.0000
   337.7659333     1.1189017          0.0000
   338.1206596     0.6991569          0.0000
   339.2370164     1.0027518          0.0000
   339.7034874     0.8942586          0.0000
   344.8322595     0.9911721          0.0000
   347.5598999     0.9632217          0.0000
   347.4363455     0.7952072          0.0000
   347.7486470     0.8528520          0.0000
   347.9846373     0.8861573          0.0000
   348.3982284     1.0389791          0.0000
   348.3945140     0.9769977          0.0000
   294.7198148     1.0685293          0.0000
   294.7115423     1.1083997          0.0000
   294.7362216     1.3414648          0.0000
   294.7580188     1.2792259          0.0000
   294.7586299     1.2950032          0.0000
   294.8198889     1.0750969         22.2891
   294.8091231     1.1560676         41.2958
   294.7210494     1.4886496          0.0000
   294.7135338     1.5433735          0.0000
   294.8320424     1.2965171          0.0000
   294.7151850     1.8004844          0.0000
   294.9001145     1.1393822         18.6961
   294.9188241     1.1522494         24.4196
   294.7998157     1.6665239          0.0000
   294.9666048     1.0426213         15.3828
   294.8639780     1.5229284          0.0000
   294.7744130     1.9374041          0.0000
   294.7388268     2.0918860          0.0000
   295.0020970     1.0817435         12.5721
   294.9909200     1.2099258         13.3336
   294.7660776     2.0824665         29.4623
   294.9853428     1.2539853         39.5806
   295.0185880     1.1700657         21.6793
   295.0166935     1.1955114         10.6209
   294.9052996     1.7173497          0.0000
   294.8091805     2.1298773          0.0000
   295.0300792     1.3550915          0.0000
   294.8824349     1.9539115         20.0160
   294.8983246     1.9216449         34.5136
   294.9355527     1.8420773          0.0000
   295.0875868     1.2524269         34.0790
   294.9085390     1.9850653         39.0485
   295.0925739     1.3528985         18.9934
   295.1489733     1.1382239         39.3797
   294.8812977     2.2168042          0.0000
   294.9259325     2.1199162         27.3472
   295.1342383     1.3053338         18.7239
   295.1128546     1.4170672         37.2327
   294.9647123     2.0733600         22.5762
   294.9664051     2.1311257         18.6928
   295.1249227     1.5249774          0.0000
   295.1364972     1.4886334         23.4826
   295.1874661     1.2936126         41.0795
   295.0301110     2.0412522         32.2761
   295.2719069     1.0991296          0.0000
   295.1672889     1.5359797          0.0000
   295.1171556     1.7851625          0.0000
   295.2186688     1.3877072          0.0000
   295.0602265     2.0430654          0.0000
   295.0372852     2.1354948          8.6595
   295.0326048     2.1805257          0.0000
   295.0575121     2.0979157          7.9976
   295.0610757     2.1041857         12.1911
   295.0607464     2.1072060          5.0412
   295.2952734     1.1846874         27.8017
   295.0633596     2.1455797         12.3397
   295.3118473     1.2400504         26.3757
   295.3270260     1.2136702         12.6097
   295.1717664     1.8904408          0.0000
   295.2213616     1.7878238          0.0000
   295.3566147     1.2547212          0.0000
   295.3166109     1.4440746          0.0000
   295.1328033     2.1935579          0.0000
   295.2506397     1.8023620         21.8282
   295.3253731     1.5509663          0.0000
   295.3091042     1.7872824          0.0000
   295.4897979     1.1174905         10.2518
   295.4992320     1.1391046         39.2750
   295.3971234     1.5959706          0.0000
   295.4522225     1.4035538          0.0000
   295.3359877     1.8880387         32.6021
   295.2790275     2.1470184          0.0000
   295.3260597     1.9885301          0.0000
   295.3674370     1.9003716          0.0000
   295.4523403     1.5835186         39.1672
   295.3281861     2.1429892         24.1390
   295.3271468     2.1630335         15.0070
   295.3188211     2.2296776          0.0000
   295.5119327     1.4837380          0.0000
   295.5861050     1.2274858          0.0000
   295.6273855     1.1000024         16.6353
   295.6446822     1.0523276         20.7452
   295.5167754     1.6629476         42.3785
   295.6404918     1.1692095         42.1877
   295.4324977     2.1300321         30.6365
   295.5410184     1.7133586          0.0000
   295.5552400     1.6790952          7.4500
   295.6425387     1.3404943          0.0000
   295.4711401     2.1323772         12.8462
   295.5816397     1.6778735          0.0000
   295.4907719     2.0819483          0.0000
   295.4691414     2.1734806          0.0000
   295.7473772     1.1271082         37.3753
   295.5012044     2.2282484          0.0000
   295.6303017     1.8587128          0.0000
   295.7325658     1.4686054          0.0000
   295.7706522     1.4026493         22.2414
   295.5897914     2.1890624          0.0000
   295.7761245     1.3926375          0.0000
   295.6838280     1.8133836         21.4997
   295.6829134     1.8479413         30.0661
   295.7161991     1.7290122          0.0000
   295.6431578     2.0673151          0.0000
   295.8548322     1.1845813          0.0000
   295.6706017     2.0702062         21.6478
   295.7330228     1.8077938         26.3208
   295.6867318     2.0811756         37.6638
   295.7647330     1.7575553         41.5539
   295.9273105     1.2218475          0.0000
   295.8573157     1.5589813         31.2195
   295.8695253     1.5110456         29.5253
   295.8956531     1.3973163          0.0000
   295.8674665     1.5547126          7.3983
   295.8597050     1.6486063         32.9970
   295.8731247     1.6567032          9.0335
   295.8148989     1.9280631          0.0000
   295.8831710     1.6582860         19.6642
   295.7846378     2.1017066          0.0000
   295.9411005     1.4158807          0.0000
   295.9174003     1.5993596         22.0807
   295.9419538     1.5236176         38.8142
   296.0061457     1.2709882         35.3831
   296.0166162     1.2297613         26.2516
   296.0343197     1.2598157         22.7648
   295.9390529     1.7547367          0.0000
   295.8757103     2.1590668          0.0000
   296.0055060     1.5950522          0.0000
   295.9556358     1.8262766          0.0000
   295.9126985     2.0816307          0.0000
   296.1341857     1.2909676          0.0000
   295.9732998     2.1702090          0.0000
   296.0219518     1.9531771          0.0000
   296.1106387     1.6888974          0.0000
