#      l               b                 jmag             hmag             kmag              id_obj       id_clu
       298.83911        1.1207729        16.670137        15.834906        14.792493         2803         3542 
       298.43575        1.2896490        14.938123        14.220523        13.673761         3501         3542 
       298.45230        1.2451923        15.661239        14.887888        14.309898         3502         3542 
       298.48033        1.2230751        15.436040        13.955160        13.745298         3504         3542 
       298.47789        1.2832350        15.942571        15.377448        15.244279         3505         3542 
       298.51136        1.2023964        16.098439        15.090504        14.992607         3507         3542 
       298.52628        1.1764772        16.002121        15.196520        15.084038         3508         3542 
       298.53338        1.1793938        16.129360        15.634438        15.056326         3509         3542 
       298.61315        1.4324466        15.197922        14.532163        14.269439         3513         3542 
       298.61587        1.4587489        15.307321        15.333503        15.024169         3514         3542 
       298.61120        1.5253128        12.313713        11.593585        11.270359         3515         3542 
       298.64164        1.3149433        16.174571        15.521355        15.180146         3516         3542 
       298.67077        1.2780064        13.889373        13.099220        12.838670         3518         3542 
       298.66305        1.5344282        14.558200        14.131433        13.961505         3519         3542 
       298.70125        1.3100159        15.973028        15.325957        14.860445         3520         3542 
       298.71989        1.3380572        14.678605        14.112559        13.818909         3522         3542 
       298.72207        1.4421543        16.426604        15.210835        14.894856         3524         3542 
       298.75413        1.5244354        12.911326        12.351293        12.201388         3529         3542 
       298.82511        1.0750780        16.180927        15.695140        15.372722         3530         3542 
       298.80718        1.2705124        16.664983        15.400882        14.492324         3532         3542 
       298.83842        1.2444858        17.371974        16.026098        15.638948         3534         3542 
       298.82504        1.4726613        15.144686        14.508113        14.153784         3536         3542 
       298.85767        1.4888136        16.048478        15.236579        15.061981         3538         3542 
       298.91936        1.4961826        15.977156        15.200205        14.676711         3542         3542 
       298.93138        2.0326194        15.748061        14.609208        14.225252         3545         3594 
       298.93067        2.0564896        16.530852        15.729934        15.096284         3546         3594 
       298.93624        2.1263287        14.331417        13.576908        13.285233         3547         3594 
       298.95679        2.0233768        14.892853        14.255109        13.820938         3551         3594 
       298.95099        2.0988851        16.002641        15.449663        15.019169         3553         3594 
       298.95205        2.1010014        15.842490        14.788002        14.312774         3554         3594 
       299.06948        2.1393467        17.177383        16.518921        15.541192         3559         3594 
       299.07837        2.0754648        15.783719        15.694278        15.432342         3567         3594 
       299.11477        1.9015209        16.375879        15.884119        15.491482         3570         3594 
       299.12956        1.9182939        15.664898        15.237278        15.241754         3572         3594 
       299.20589        1.9706114        15.560082        14.956115        14.565787         3581         3594 
       299.23089        1.7616905        15.790446        15.930137        15.290861         3582         3594 
       299.23578        1.8285534        16.191555        15.722188        15.408238         3583         3594 
       299.29717        1.8559913        14.891498        14.525233        14.251444         3589         3594 
       299.28395        2.0175505        16.835837        16.229451        15.794734         3591         3594 
       299.30686        1.8952114        17.203908        16.254994        15.810620         3592         3594 
       299.29302        2.0416242        15.604194        15.231056        15.114034         3593         3594 
       299.31135        1.9332890        16.151942        15.471724        14.824835         3594         3594 
       299.10056       0.99082626        15.849402        14.995008        14.686320         2808         3610 
       299.13373       0.83815984        16.227164        15.125455        15.013296         2810         3610 
       299.12800       0.91796828        15.293108        14.946214        14.692405         2811         3610 
       299.13699       0.96747874        16.429793        15.338436        15.110305         2813         3610 
       299.13130        1.0150297        15.423796        14.861320        15.324563         2814         3610 
       299.13462       0.98886867        15.407742        14.837747        14.725437         2815         3610 
       299.14070       0.96111271        15.816469        15.756738        14.622041         2816         3610 
       299.19357        1.1071276        17.070768        16.174238        15.559025         2817         3610 
       299.20069        1.0698778        15.484815        15.241856        15.277458         2818         3610 
       299.28022        1.0366933        16.250871        15.635592        14.862758         2820         3610 
       299.58394        1.0980501        14.366466        13.482184        13.294752         2827         3610 
       299.12682        1.2509309        15.223307        14.809929        14.828122         3560         3610 
       299.12173        1.2990329        16.276969        15.743428        15.307545         3561         3610 
       299.14477        1.2844712        15.934593        15.395176        15.390296         3563         3610 
       299.14695        1.3796839        15.999089        15.286645        14.681919         3565         3610 
       299.17189        1.2535173        16.231988        15.778909        15.678113         3566         3610 
       299.19589        1.1716233        17.252575        15.892243        15.367499         3568         3610 
       299.19643        1.1970931        14.782116        13.987493        13.643709         3569         3610 
       299.20834        1.1914357        15.324382        14.707922        14.198720         3571         3610 
       299.20239        1.3716724        15.054295        14.681944        15.106096         3573         3610 
       299.23515        1.1203439        14.507790        14.142509        14.090134         3574         3610 
       299.23081        1.3517552        16.377233        15.367297        14.811206         3576         3610 
       299.33039        1.0449126        15.140136        13.943233        13.492257         3584         3610 
       299.33053        1.1237207        16.055977        15.168130        14.511255         3586         3610 
       299.29547        1.4946569        15.316517        14.781844        14.353033         3587         3610 
       299.34924        1.1045929        15.499260        14.876816        14.280661         3588         3610 
       299.35960        1.3461317        16.420519        14.642657        14.874589         3590         3610 
       299.49456        1.0385284        16.267812        15.274293        15.225238         3600         3610 
       299.50625        1.0629056        15.287445        14.799280        14.453158         3603         3610 
       299.51779        1.1436790        15.539841        15.125235        14.965497         3604         3610 
       299.60872        1.1115890        16.360955        15.965154        15.340935         3610         3610 
       300.60483        1.0927375        14.777974        14.507044        14.319736         2845         3720 
       300.62135        1.0682194        15.362079        15.003885        14.535067         2847         3720 
       300.65333        1.1740576        14.670539        14.549772        14.096028         3705         3720 
       300.65660        1.1655530        13.994941        13.621153        13.453082         3706         3720 
       300.63842        1.4428705        16.379403        15.245499        14.719147         3708         3720 
       300.65849        1.3388460        15.927378        15.205720        15.248619         3710         3720 
       300.65422        1.4141895        14.869406        14.053574        13.605780         3711         3720 
       300.68899        1.1819054        13.486232        12.325789        11.864635         3713         3720 
       300.70218        1.1872247        15.311276        13.600575        13.588836         3714         3720 
       300.71766        1.1888286        13.574648        12.582451        12.304803         3716         3720 
       300.73274        1.2730829        14.869357        14.217889        14.029021         3719         3720 
       300.73390        1.2746554        14.961556        13.987479        13.915362         3720         3720 
       299.76413        2.0825106        16.092854        15.643362        15.150817         3624         3727 
       299.77055        2.0951373        16.753126        15.885339        15.273405         3626         3727 
       299.78171        2.1326074        15.840663        15.465770        15.250995         3627         3727 
       299.80713        2.1323053        15.613749        15.319880        15.290089         3631         3727 
       299.87081        1.9783920        14.624498        13.927447        13.671942         3632         3727 
       299.88584        2.0966712        17.029614        16.307720        15.561963         3633         3727 
       299.89390        2.0326576        15.018387        14.379572        13.944840         3634         3727 
       299.93258        1.9777546        16.917420        15.164198        15.197534         3638         3727 
       299.96365        1.7002500        16.220248        15.777332        15.415813         3639         3727 
       299.92955        2.0870426        13.918874        13.266513        13.062616         3640         3727 
       299.96712        1.9339634        15.614386        14.881416        14.185099         3643         3727 
       299.98276        1.9993171        14.565212        14.292663        13.931679         3644         3727 
       300.01965        1.7171520        15.879446        15.111031        14.393176         3645         3727 
       299.99680        1.9690278        15.465276        15.068273        14.565160         3646         3727 
       300.01886        1.7592919        16.197097        15.686246        15.281617         3647         3727 
       300.03765        1.7176774        14.018641        13.429322        13.107781         3649         3727 
       300.07776        1.8192400        16.547786        15.730117        15.368705         3651         3727 
       300.10548        1.8283231        13.309173        12.673017        12.267946         3654         3727 
       300.12701        1.7908788        15.577322        15.256390        14.768783         3655         3727 
       300.13882        2.1098423        16.465233        15.949019        15.206505         3661         3727 
       300.18112        1.6996838        16.026380        14.961980        14.433411         3662         3727 
       300.19612        1.6003088        14.889802        14.277916        14.045734         3663         3727 
       300.16890        2.0602838        16.776041        15.946454        15.077377         3665         3727 
       300.18324        2.0780211        16.853728        16.159802        15.466071         3667         3727 
       300.23410        1.7114856        14.261486        13.430338        12.828554         3669         3727 
       300.24975        1.6242993        15.050369        15.180057        15.241110         3671         3727 
       300.32268        1.6442273        12.825245        12.122281        11.925468         3673         3727 
       300.31592        1.7531404        15.124446        14.523596        14.401925         3674         3727 
       300.35631        1.6645353        16.112086        15.339911        15.012180         3675         3727 
       300.32050        2.1064270        16.280004        16.128861        15.286000         3676         3727 
       300.35019        2.0969365        16.228220        15.775220        15.025866         3679         3727 
       300.38948        1.7474874        15.608924        15.016935        14.642033         3680         3727 
       300.37667        1.9393623        15.723122        15.120165        14.531898         3682         3727 
       300.38790        1.8425012        14.802591        14.075482        13.633879         3683         3727 
       300.40644        1.8419327        13.747006        13.248947        13.015537         3685         3727 
       300.40276        1.9477814        16.492380        15.716668        15.177603         3687         3727 
       300.41684        1.8568543        15.607622        14.922741        14.637794         3688         3727 
       300.42315        1.8765674        16.036476        15.416650        14.865981         3689         3727 
       300.44751        1.8153956        14.922259        14.388011        14.028579         3690         3727 
       300.43565        2.0406707        14.617546        13.841915        13.659625         3691         3727 
       300.46181        1.8516679        15.148840        14.688315        14.411717         3692         3727 
       300.48247        1.8438447        15.530894        14.574486        14.278018         3694         3727 
       300.48450        2.0273273        13.123949        12.488171        12.162177         3695         3727 
       300.55424        1.8235801        16.129279        14.335427        14.642241         3697         3727 
       300.55070        1.7426915        15.484424        14.555929        14.370395         3699         3727 
       300.57456        1.7304251        16.470309        15.785485        15.361608         3700         3727 
       300.57454        1.7663634        13.497384        12.750527        12.451986         3701         3727 
       300.58110        1.7698386        15.810517        15.258266        15.060838         3702         3727 
       300.61330        1.7674712        15.133802        14.901053        14.539318         3707         3727 
       300.63743        1.8249730        13.534916        12.889538        12.455023         3712         3727 
       300.67114        1.8514896        15.788595        15.037270        14.279209         3717         3727 
       300.73760        1.8275702        15.814022        15.345806        14.926501         3723         3727 
       300.77512        1.8052742        15.548565        14.819877        14.392552         3727         3727 
       301.96593        1.5796330        16.226503        15.464795        15.007976         3773         3780 
       301.97765        1.5907760        16.434277        15.781481        15.317164         3775         3780 
       301.99465        1.8279858        16.783680        16.047904        15.055838         3777         3780 
       301.99475        1.9569959        15.953455        15.439838        15.028142         3778         3780 
       302.00607        1.7528456        15.859001        15.322504        15.030447         3779         3780 
       302.00936        1.7043306        17.342191        16.339426        15.253483         3780         3780 
       304.62714        1.0147418        16.110554        15.054230        15.057232         2906         4004 
       304.63292        1.0630572        14.558499        14.021868        13.730226         2907         4004 
       304.65603       0.99717553        14.257556        14.019363        14.002388         2909         4004 
       304.66770        1.0538301        15.808413        15.193930        14.672719         2910         4004 
       304.68054       0.99009274        14.838297        13.967153        13.939966         2912         4004 
       304.74290        1.0953550        15.763760        15.131925        14.301017         2915         4004 
       304.79198        1.0741387        15.744365        15.047854        14.669029         2916         4004 
       304.90847        1.1187350        15.083573        14.795853        14.757981         2919         4004 
       304.90705        1.0872655        15.624093        15.165501        14.500278         2920         4004 
       304.91812        1.0854950        15.565011        14.761355        15.043468         2921         4004 
       304.94584        1.0826951        16.400607        15.561277        14.744145         2922         4004 
       305.00196        1.0594170        15.322994        15.061651        14.818965         2924         4004 
       305.04623        1.0824549        14.718783        13.899345        13.486322         2925         4004 
       305.15475        1.1058965        14.281322        13.782699        13.799883         2927         4004 
       305.24480        1.0616969        15.534219        14.369591        13.969106         2931         4004 
       305.26565        1.1274880        15.544883        14.956849        14.782459         2932         4004 
       305.32171        1.1172788        14.792662        14.012485        13.308823         2933         4004 
       305.33521       0.91430399        15.395909        14.333327        14.161446         2934         4004 
       305.33565       0.90429193        16.032545        15.273806        15.081852         2935         4004 
       305.34029       0.93997329        15.462520        14.802197        13.958870         2936         4004 
       305.33465       0.84599069        15.053376        14.419100        14.224404         2937         4004 
       305.35337        1.0676027        16.143138        15.506576        15.207914         2938         4004 
       305.34991       0.98589399        14.840994        14.043076        13.605185         2939         4004 
       305.34895       0.92256693        15.799399        14.960279        14.409646         2940         4004 
       305.33906       0.77965087        15.196848        14.799863        14.572763         2941         4004 
       305.34605       0.81476182        15.947190        15.031008        14.887552         2942         4004 
       305.35212       0.82039321        16.130433        15.499632        15.292138         2943         4004 
       305.39265       0.97458183        15.474828        15.263189        14.511243         2944         4004 
       305.41501        1.1002548        14.557216        13.746731        13.520070         2945         4004 
       305.39043       0.74406181        15.732971        14.725875        14.471601         2946         4004 
       305.41638       0.88022072        14.603458        14.266314        13.995772         2947         4004 
       305.43028       0.95902098        15.983815        15.314184        15.015526         2948         4004 
       305.41750       0.76088949        14.656177        13.414051        13.379193         2949         4004 
       305.48367        1.0283889        16.544656        15.524966        14.982136         2951         4004 
       305.50921        1.0285412        15.790092        15.201034        15.033254         2953         4004 
       305.53372       0.98240073        15.401331        14.952295        14.794450         2956         4004 
       305.67341        1.1198313        14.981508        14.559350        14.614970         2957         4004 
       305.76776        1.0732057        13.607592        13.714602        12.778978         2958         4004 
       304.91875        1.3874119        16.079757        15.124144        14.944541         3903         4004 
       304.91948        1.3454920        16.393645        15.773305        14.942951         3904         4004 
       304.94263        1.6967803        14.629228        14.486935        14.602378         3905         4004 
       304.94152        1.6175617        15.968601        15.268856        15.210791         3906         4004 
       304.94948        1.6205287        15.252458        14.834810        14.753948         3907         4004 
       304.97032        1.8901332        15.595830        15.055713        14.945850         3908         4004 
       304.97283        1.9143492        15.056085        14.139742        13.772293         3909         4004 
       304.94316        1.4386093        15.510612        14.987431        14.964174         3910         4004 
       304.94427        1.1632088        15.169078        14.601910        14.504448         3911         4004 
       304.99204        1.7825340        16.196560        15.765890        15.254005         3912         4004 
       305.00211        1.8074899        14.453291        13.458132        13.103192         3913         4004 
       304.96850        1.2510387        15.476660        15.058509        14.947511         3914         4004 
       304.96688        1.1748016        14.206361        13.746737        13.606369         3915         4004 
       304.97050        1.1740641        16.109402        15.343953        15.100540         3916         4004 
       304.98622        1.3997308        14.905398        14.238411        14.166547         3917         4004 
       305.02934        2.0090284        15.616168        15.297509        15.058393         3918         4004 
       304.97281        1.1531200        16.138622        15.306549        15.072930         3919         4004 
       304.97992        1.2582264        16.526929        15.692300        15.022245         3920         4004 
       304.98443        1.3230766        15.384087        14.988855        14.911368         3921         4004 
       304.97443        1.0448110        13.239160        12.901014        12.915363         3922         4004 
       304.98339        1.1399153        16.247955        15.334487        14.511820         3923         4004 
       304.99611        1.2776631        16.115856        15.574017        15.172595         3924         4004 
       304.99588        1.2114892        14.768002        14.317273        14.316401         3925         4004 
       304.99456        1.1602865        14.949724        14.244464        13.954418         3926         4004 
       305.04841        1.8655043        14.917116        13.982540        13.505188         3927         4004 
       305.02061        1.3331542        15.398868        13.530758        13.410986         3928         4004 
       305.00817        1.0509011        15.712464        15.287460        14.895527         3929         4004 
       305.02384        1.2537766        14.200820        13.367301        13.303767         3930         4004 
       305.06796        1.5176171        15.634917        14.727930        14.489430         3932         4004 
       305.03999        1.0749611        16.185205        15.268292        14.974363         3933         4004 
       305.11327        2.0500577        13.072400        12.524934        12.448461         3934         4004 
       305.07678        1.5113004        14.404845        13.535897        13.035025         3935         4004 
       305.10627        1.9038285        15.969862        14.971377        14.406553         3936         4004 
       305.12902        2.0807155        15.497129        15.601881        14.645799         3939         4004 
       305.10496        1.5230383        15.905143        15.666047        14.907320         3940         4004 
       305.11072        1.4843889        14.683390        13.551197        13.593347         3941         4004 
       305.15691        1.9356706        14.328669        13.675483        13.241757         3943         4004 
       305.15974        1.9674071        15.618663        15.538417        15.017472         3944         4004 
       305.18690        1.9858916        15.783522        15.244898        14.532879         3947         4004 
       305.29575        1.1492303        14.751465        14.111797        13.681403         3958         4004 
       305.30368        1.1749536        15.552187        14.713761        14.544532         3959         4004 
       305.30211        1.1225257        15.488049        14.775876        14.658022         3960         4004 
       305.31662        1.0754486        16.070391        15.326314        15.021532         3961         4004 
       305.34491        1.2354344        15.406269        14.942184        14.521625         3965         4004 
       305.33829        1.0286969        15.997610        15.156573        14.748833         3967         4004 
       305.35123        1.1202908        15.983423        15.328249        14.982015         3968         4004 
       305.36329        1.1908488        14.672778        14.148276        13.901460         3969         4004 
       305.36846        1.0334755        15.496179        14.856304        14.789771         3971         4004 
       305.46402        1.1219776        15.284663        14.474038        14.500602         3976         4004 
       305.47419        1.1170123        13.803462        13.459612        13.499231         3977         4004 
       305.64338        1.1174956        15.366772        14.789979        14.424626         3988         4004 
       305.65262        1.1771002        15.558957        14.710618        14.242834         3989         4004 
       305.75568        1.0797033        15.538475        15.101066        14.571783         4004         4004 
       305.63802        2.1474624        13.852093        14.088605        13.961229         3982         4013 
       305.75840        1.9243458        16.204009        15.164833        15.013483         3990         4013 
       305.77112        1.9475084        15.026078        14.363975        14.205020         3993         4013 
       305.79015        2.0652520        15.591619        15.189386        14.900736         3994         4013 
       305.79983        2.1452360        15.107286        14.257891        13.819429         3996         4013 
       305.80168        2.1474375        15.296777        14.524764        13.919456         3997         4013 
       305.80588        2.0987942        15.260994        14.826891        14.492402         3998         4013 
       305.80682        2.1032815        15.799422        14.992686        14.481291         3999         4013 
       305.80052        1.9982534        15.677424        15.054923        14.992050         4000         4013 
       305.80284        1.8752613        14.590673        14.561682        14.357003         4001         4013 
       305.82802        2.0992693        15.696222        14.980991        14.276869         4002         4013 
       305.86571        2.1192120        15.820019        15.365986        15.117376         4007         4013 
       305.87833        2.0206514        15.776220        14.892466        14.632709         4009         4013 
       306.00039        2.0413312        15.780871        14.816365        14.240321         4013         4013 
       307.23403        1.8532463        15.897010        15.379973        15.339142         4070         4093 
       307.28425        1.8598349        16.092847        15.358238        15.278467         4073         4093 
       307.27237        1.7007630        15.128188        15.559566        14.953398         4074         4093 
       307.28184        1.7227868        16.171331        15.542138        15.026256         4076         4093 
       307.31646        1.8301697        17.285300        16.469396        15.628292         4077         4093 
       307.43501        1.9953701        15.489539        15.003533        14.770421         4084         4093 
       307.47457        1.8974581        15.838911        15.457876        15.079051         4090         4093 
       307.47907        1.9217408        14.761018        13.972077        13.582826         4091         4093 
       307.50008        2.0200118        15.423952        14.654149        14.385964         4092         4093 
       307.50187        1.9987550        16.166336        15.437459        14.965040         4093         4093 
       307.39369        1.0880134        15.928975        15.131901        14.308361         3002         4104 
       307.43569        1.0771490        14.890593        14.233760        14.358411         3003         4104 
       307.45156        1.0508988        15.908341        15.059679        14.845794         3005         4104 
       307.45898        1.0684875        15.206423        15.042835        14.740164         3006         4104 
       307.53947        1.0477397        14.661277        14.055163        14.199076         3009         4104 
       307.28977        1.1984375        15.177047        13.123132        12.772299         4080         4104 
       307.36121        1.1312871        12.679931        12.345103        12.411533         4088         4104 
       307.40641        1.1067451        16.004074        15.150410        14.028444         4094         4104 
       307.45585        1.1754886        15.052176        14.419608        14.098052         4095         4104 
       307.48281        1.1519128        15.380070        14.066935        14.023195         4097         4104 
       307.48574        1.1482020        15.251694        14.765418        14.664541         4098         4104 
       307.50353        1.1435989        14.652755        13.910336        13.791843         4101         4104 
       307.52048        1.1168361        13.187805        13.332223        13.091712         4104         4104 
       307.75950        1.1255120        16.171594        14.948400        14.990426         3017         4116 
       307.75928        1.1221270        14.492108        14.265062        14.252857         3018         4116 
       307.76256        1.1081489        14.432025        14.006437        13.992802         3019         4116 
       307.73942       0.92684622        13.889979        13.241223        12.849304         3020         4116 
       307.77492        1.1305768        13.894541        13.113133        12.408039         3021         4116 
       307.78175        1.1193521        15.766479        14.994189        14.301005         3022         4116 
       307.84342        1.0683581        16.275156        15.237883        14.599144         3024         4116 
       307.83837       0.66878037        15.066283        14.682392        14.405809         3028         4116 
       307.85460       0.89795660        16.463230        15.679047        14.728214         3030         4116 
       307.86723       0.94145643        13.425398        12.882565        12.706847         3031         4116 
       307.85184       0.83644377        15.309748        14.866644        14.519034         3032         4116 
       307.86980       0.92461230        15.841687        15.211745        15.125817         3033         4116 
       307.88027       0.95129887        16.124516        15.855149        14.813433         3034         4116 
       307.82886       0.60183315        15.907305        15.187861        15.121176         3035         4116 
       307.83426       0.60659628        14.782073        15.035388        13.793957         3036         4116 
       307.92369       0.90046478        15.708489        15.116817        14.721101         3038         4116 
       307.91226       0.79865744        15.008924        14.159314        14.011832         3039         4116 
       307.98116       0.91504018        14.968500        14.505038        14.526046         3040         4116 
       307.95195       0.70958542        15.937294        14.874133        14.497032         3041         4116 
       307.99036       0.88562321        13.910153        14.229984        14.468153         3042         4116 
       308.07221        1.0221283        15.558019        15.015831        14.651840         3045         4116 
       308.08100        1.0285164        16.177812        14.776680        14.769659         3046         4116 
       308.08414       0.82500224        15.528475        14.438865        14.332930         3049         4116 
       308.10329       0.81522185        15.740160        15.083428        14.705970         3051         4116 
       308.09735       0.77201916        14.583921        13.637659        13.424517         3052         4116 
       307.73316        1.0353792        12.506694        12.039788        12.002220         4114         4116 
       307.81176        1.1208562        13.309364        13.435568        12.933446         4116         4116 
       307.82532        2.0757328        13.836340        13.194682        12.873546         4110         4121 
       307.85475        2.0263484        16.176489        15.459691        15.222853         4112         4121 
       307.83651        2.1182612        16.526317        15.672808        15.233630         4117         4121 
       307.83327        2.0014444        15.185425        14.804993        14.655582         4119         4121 
       307.87967        2.1081061        14.190091        13.236973        12.950669         4121         4121 
       308.41204        1.6127159        17.291649        15.886053        15.076046         4152         4186 
       308.41052        1.5112549        14.880015        14.527660        14.313898         4154         4186 
       308.50424        1.6104371        14.863763        14.181365        13.642819         4157         4186 
       308.52018        1.5048145        16.258813        15.354012        14.976658         4160         4186 
       308.52933        1.4998624        14.898156        14.204310        13.783367         4163         4186 
       308.54818        1.5808686        15.387893        14.962263        14.735147         4164         4186 
       308.68002        1.6202102        15.064740        14.375109        14.958685         4173         4186 
       308.77145        1.4606412        15.615814        15.149896        15.238051         4177         4186 
       308.78490        1.5042529        16.208864        15.740131        15.279373         4178         4186 
       308.77232        1.3875447        15.099985        14.502973        14.504769         4179         4186 
       308.78246        1.4392945        15.578662        14.714539        14.290543         4180         4186 
       308.83027        1.5359716        15.362817        14.752078        14.433050         4186         4186 
       308.88971        1.8317478        12.683644        11.824855        11.543242         4187         4196 
       308.91175        1.8507516        15.612193        14.826107        14.650784         4189         4196 
       308.91031        1.8389439        14.775451        14.273280        13.626418         4190         4196 
       309.02152        1.8355397        15.605644        14.844027        14.526610         4195         4196 
       309.01801        1.8022137        15.879507        15.337875        14.872124         4196         4196 
       309.65576        1.7685075        15.344642        14.772849        14.490131         4233         4242 
       309.66960        1.7726952        13.684835        13.091508        13.176665         4235         4242 
       309.71981        1.7743317        14.398661        13.639768        13.505018         4237         4242 
       309.72136        1.7315449        10.783645        10.067819        9.9218607         4238         4242 
       309.78668        1.7649710        15.328175        14.705278        14.262368         4240         4242 
       309.78437        1.7327836        14.286179        13.961667        13.645456         4242         4242 
       310.22592        1.9397651        12.084791        11.601716        11.616801         4217         4264 
       310.15094        2.0029282        14.435602        13.646982        13.542075         4254         4264 
       310.17043        2.0740297        15.157581        14.498534        14.261684         4255         4264 
       310.15417        1.9982397        14.991046        14.342212        14.079417         4256         4264 
       310.24576        1.9624385        14.461640        13.724647        13.580767         4261         4264 
       310.27266        1.9715372        14.990279        14.743295        14.766340         4264         4264 
       315.24181        2.0768378        14.847121        14.188172        14.047188         4449         4466 
       315.30341        1.9905090        14.760881        13.675503        13.795440         4453         4466 
       315.30944        1.9136288        14.864968        14.347139        14.054403         4454         4466 
       315.40168        2.0975133        15.091157        14.633195        14.260765         4455         4466 
       315.43916        2.0175057        15.827054        15.255675        14.880258         4459         4466 
       315.49873        2.0910759        13.935865        13.599604        13.481289         4461         4466 
       315.48564        1.9525239        14.613292        14.171964        13.844797         4464         4466 
       315.49178        1.9575905        14.169312        13.362176        13.112787         4465         4466 
       315.52622        2.0306093        14.745109        14.337360        14.182422         4466         4466 
       315.48934        1.5258765        15.156840        14.292329        13.829523         4473         4499 
       315.47361        1.4487925        13.403203        12.980912        12.827887         4474         4499 
       315.49958        1.4938510        13.655122        13.369052        13.114653         4476         4499 
       315.47013        1.3841797        14.111885        13.435912        13.284629         4478         4499 
       315.66583        1.5371087        14.389979        13.799503        13.657935         4489         4499 
       315.73430        1.6152340        14.285276        13.874554        13.642837         4496         4499 
       315.75843        1.6185127        14.995458        14.380694        14.017569         4499         4499 
       315.67769        1.8558346        14.396021        14.160909        14.209368         4480         4544 
       315.77827        1.9589240        15.735584        15.123499        14.903643         4484         4544 
       315.82984        2.0674469        15.084069        14.544283        14.184593         4485         4544 
       315.80770        1.9765376        14.497993        14.677908        14.310895         4486         4544 
       315.86903        2.0988450        14.827044        14.224176        13.812898         4488         4544 
       315.88683        2.0534529        14.007668        13.408192        13.200409         4491         4544 
       315.89261        2.0445450        15.332976        14.437539        14.350509         4493         4544 
       315.94661        2.1598154        14.272033        13.609307        13.424168         4494         4544 
       315.94498        2.1493300        15.471269        15.024118        14.730612         4495         4544 
       315.91363        1.9596937        15.024478        14.261230        13.816428         4501         4544 
       316.00569        2.1092874        16.259836        15.531470        15.031779         4504         4544 
       315.94377        1.9517723        16.139327        15.362169        14.668349         4505         4544 
       315.98908        2.0022246        16.673535        15.628111        15.033704         4506         4544 
       316.01351        1.9714676        13.702814        13.223805        12.938337         4510         4544 
       316.03914        2.0290469        14.954798        14.290488        14.105183         4511         4544 
       316.06401        2.0635682        16.056282        15.290370        14.993894         4512         4544 
       316.02266        1.8969579        14.020169        13.196097        13.155859         4516         4544 
       316.13976        2.0171318        15.710930        15.100891        14.760066         4519         4544 
       316.13203        1.9399421        16.155381        15.472254        14.947499         4522         4544 
       316.18606        1.9981560        15.257091        14.940437        14.764062         4525         4544 
       316.14761        1.8843120        15.054751        14.375648        14.199286         4526         4544 
       316.13868        1.8359588        14.364604        13.637512        13.325641         4527         4544 
       316.24969        2.0442134        15.067228        14.433078        14.134712         4528         4544 
       316.17878        1.7996323        16.093853        15.475346        14.689447         4530         4544 
       316.17209        1.7780597        15.014386        14.407106        13.885013         4531         4544 
       316.32642        2.1260138        15.677622        14.756035        15.038339         4533         4544 
       316.33580        2.1186462        12.994167        12.842416        13.775501         4534         4544 
       316.20866        1.7531322        15.926131        14.942106        14.737149         4535         4544 
       316.34556        2.0680596        15.214222        14.667007        14.697357         4536         4544 
       316.30715        1.9530444        15.716135        14.568825        14.382184         4539         4544 
       316.34951        2.0065064        15.360526        14.754162        14.354396         4543         4544 
       316.32648        1.9467616        16.133419        15.695139        15.393862         4544         4544 
       317.18628        2.0057950        14.788442        14.152191        13.708622         4591         4625 
       317.21371        2.0071211        16.453086        15.911732        14.880724         4592         4625 
       317.18304        1.8977306        15.501005        14.895866        14.394662         4593         4625 
       317.32626        2.0528243        13.605841        13.071456        12.876404         4596         4625 
       317.31204        2.0194975        14.694370        13.984452        13.701916         4597         4625 
       317.31827        2.0324297        13.686503        12.958129        12.663951         4598         4625 
       317.28227        1.9401167        15.007268        14.229453        13.662075         4601         4625 
       317.32535        2.0126118        14.835638        14.165095        14.031761         4603         4625 
       317.33645        2.0232354        15.304962        14.519877        14.227188         4604         4625 
       317.33222        1.9710836        15.052976        14.597159        14.249784         4606         4625 
       317.35830        1.9991288        15.008229        13.852645        13.563287         4607         4625 
       317.37282        2.0255737        15.258821        14.856200        14.511509         4608         4625 
       317.36176        1.9535306        15.335098        15.405997        14.417153         4609         4625 
       317.43293        2.0127211        13.108851        12.560579        12.252278         4612         4625 
       317.44229        1.8751548        14.666454        13.984502        13.647925         4619         4625 
       317.45517        1.8634053        14.395272        13.631643        13.170188         4621         4625 
       317.45807        1.7824608        15.155651        14.388337        14.090151         4622         4625 
       317.45605        1.6966941        17.122416        15.936182        15.072871         4625         4625 
       317.21405        1.1298365        13.181547        12.718001        12.844640         3132         4630 
       317.28623        1.0629639        15.570511        15.023250        14.960505         3133         4630 
       317.28357        1.0068551        14.495908        13.687849        13.005520         3134         4630 
       317.26882        1.2083734        14.622800        14.134777        14.106024         4629         4630 
       317.27750        1.2122898        15.516166        14.918699        14.708646         4630         4630 
       319.45389        1.9784179        14.382597        13.698095        13.694160         4714         4736 
       319.47468        1.9822377        15.651077        14.631385        14.366350         4715         4736 
       319.52887        2.0555893        14.559422        13.788853        13.672216         4717         4736 
       319.47919        1.9045858        15.644780        14.659757        14.230042         4719         4736 
       319.52978        1.7425186        16.869669        15.971440        15.328524         4721         4736 
       319.53324        2.0243293        16.131630        15.211932        14.694082         4731         4736 
