#      l               b                 jmag             hmag             kmag              id_obj       id_clu
       326.12604       -2.1361561        14.768212        14.225742        13.837356         1772         1850 
       326.14108       -2.1313842        15.377998        14.746058        14.834874         1773         1850 
       326.37289       -1.8991841        16.614884        15.979399        15.237828         1776         1850 
       326.47589       -1.8892737        14.860044        14.225871        13.685041         1780         1850 
       326.52476       -1.8764172        14.108813        14.505805        13.909446         1782         1850 
       326.58645       -2.0866568        13.833307        13.107509        12.808650         1789         1850 
       326.63628       -2.0288174        16.101552        15.299342        14.183019         1790         1850 
       326.63042       -2.0583932        15.638270        14.912387        13.917938         1791         1850 
       326.64466       -2.0713171        16.539071        15.784592        15.204120         1792         1850 
       326.62768       -2.1084015        16.062239        13.888879        14.548568         1793         1850 
       326.77140       -1.9758498        14.856285        14.023018        13.640047         1794         1850 
       326.78296       -1.9711921        17.145807        16.215634        15.266731         1795         1850 
       326.66579       -2.1180423        14.300423        13.580449        13.321294         1796         1850 
       326.67128       -2.1272570        14.383527        13.313790        13.139865         1797         1850 
       326.68289       -2.1203248        14.183192        13.627080        13.184176         1798         1850 
       326.70380       -2.1007272        15.773461        14.998716        14.575142         1799         1850 
       326.68043       -2.1333844        14.742111        14.307893        13.690320         1800         1850 
       326.70296       -2.1751468        15.253653        14.457887        13.847020         1801         1850 
       326.78712       -2.1040811        15.260944        14.432353        13.794099         1804         1850 
       326.82555       -1.7957609        15.640820        15.066642        14.856058         1820         1850 
       326.82528       -1.8079794        15.708411        15.187606        15.056320         1821         1850 
       326.89711       -1.8043016        14.479875        13.922425        13.960759         1824         1850 
       326.79791       -1.9544218        16.173827        15.570822        15.453875         1826         1850 
       326.82968       -1.9182551        15.225544        14.498096        14.138033         1827         1850 
       326.80890       -2.0063985        15.153713        14.736711        14.658285         1829         1850 
       326.92223       -1.8739953        15.787458        15.232812        14.801086         1830         1850 
       326.84840       -1.9931613        16.300904        15.196937        15.246124         1831         1850 
       326.85377       -1.9903917        15.844371        15.547411        15.239062         1832         1850 
       326.85482       -2.0042092        15.257141        14.489619        14.446974         1833         1850 
       326.82459       -2.0684107        17.446941        16.141928        15.609936         1834         1850 
       326.97653       -1.9205469        15.557520        14.973100        14.651298         1835         1850 
       327.02020       -1.9493314        15.721218        15.331514        15.289862         1838         1850 
       327.02498       -1.9747565        16.574108        16.006373        15.811420         1839         1850 
       327.07100       -2.0298313        15.255229        14.685430        14.556087         1847         1850 
       327.01181       -2.1684074        15.186368        14.468968        13.811230         1850         1850 
       297.87810       -1.1294721        16.109551        15.370684        14.899450           74         2208 
       297.88134       -1.1389389        17.118201        16.255318        15.087086           75         2208 
       297.94929       -1.1639296        13.514569        12.821432        12.808512           78         2208 
       298.00522       -1.1460677        15.007089        14.477663        14.419398           81         2208 
       298.00912       -1.1609265        15.021095        14.303678        13.906269           82         2208 
       297.87555       -1.0553425        13.617651        13.437570        13.389831         2208         2208 
       297.76559      -0.71317810        16.283201        15.895954        15.455847         2201         2217 
       297.77180      -0.70841969        15.380648        15.397233        15.286048         2202         2217 
       297.80179      -0.65875850        15.942453        15.314522        15.167897         2207         2217 
       297.81321      -0.69691283        14.253372        13.913919        13.615593         2209         2217 
       297.83497      -0.75741089        14.924117        14.118881        14.301585         2210         2217 
       297.83095      -0.67985377        15.029223        14.642214        14.596651         2212         2217 
       297.88668      -0.68810391        15.267594        14.965592        14.873876         2217         2217 
       297.74048      -0.19707609        15.576192        15.197347        15.030955         2211         2226 
       297.76144      -0.22826598        14.979806        14.640810        14.794887         2213         2226 
       297.75920      -0.19342872        14.310680        13.956719        13.524205         2214         2226 
       297.81491      -0.22887099        14.598928        14.506633        14.235455         2219         2226 
       297.82613      -0.25858335        15.524867        14.680212        14.666075         2220         2226 
       297.81168      -0.13639153        13.847177        13.304487        13.088180         2222         2226 
       297.83457      -0.21389109        15.809742        15.388965        15.228162         2223         2226 
       297.81660      0.016990378        14.140694        13.018313        13.002509         2225         2226 
       297.85527      -0.14862980        16.178359        15.306260        14.191744         2226         2226 
       298.22545       -1.0551239        15.612377        14.131019        13.743830         2232         2249 
       298.24590       -1.0531626        14.088824        13.662166        13.472626         2234         2249 
       298.33521       -1.0661135        14.668727        14.126527        13.914433         2236         2249 
       298.36907       -1.0659758        14.550933        14.111961        13.876442         2237         2249 
       298.46250      -0.99027540        16.534329        15.519582        14.810895         2241         2249 
       298.46299      -0.96779421        15.736211        15.205792        15.254951         2242         2249 
       298.48705       -1.0874164        16.353949        15.964832        15.283765         2243         2249 
       298.48590      -0.99329353        15.905061        15.086662        14.615183         2246         2249 
       298.51869       -1.0679294        15.595377        15.034331        14.956263         2249         2249 
       298.43151      -0.66060415        15.951724        15.301948        14.983502         2245         2266 
       298.43081      -0.62706186        14.534369        14.055387        13.973012         2247         2266 
       298.44210      -0.56164466        15.136803        14.558196        14.428949         2250         2266 
       298.44597      -0.58543472        16.304853        15.526487        15.230516         2251         2266 
       298.48031      -0.71191188        15.853294        15.230656        14.874253         2253         2266 
       298.49398      -0.74122202        16.683283        15.978899        15.391285         2254         2266 
       298.48179      -0.64955286        16.619631        15.742961        15.578370         2255         2266 
       298.50180      -0.75667764        15.812671        15.219160        15.216555         2256         2266 
       298.52604      -0.77435527        15.146688        14.806092        14.566229         2257         2266 
       298.51795      -0.61803174        15.494145        14.705118        14.422362         2259         2266 
       298.51137      -0.57017683        15.151431        14.615538        14.532072         2260         2266 
       298.56964      -0.70080705        15.268428        14.822115        14.173461         2261         2266 
       298.60491      -0.74094436        15.498307        14.987696        15.025151         2264         2266 
       298.62521      -0.87507244        14.621108        14.343821        14.630714         2265         2266 
       298.62214      -0.78127843        14.742842        13.945479        14.047260         2266         2266 
       298.90608       -1.3570822        15.259364        14.808944        14.774027          144         2332 
       298.91663       -1.3379227        15.309227        15.605487        15.047185          146         2332 
       298.90405       -1.2174769        15.429816        14.759331        14.435977          147         2332 
       298.93135       -1.2338093        14.444976        14.377568        14.359657          150         2332 
       298.95661       -1.1222499        16.227750        15.907647        15.440605          153         2332 
       298.99737       -1.1421685        15.574772        14.499712        14.338297          156         2332 
       299.06961       -1.2734547        13.201848        12.718870        12.590472          158         2332 
       299.08474       -1.2212576        15.086820        14.605258        14.578733          159         2332 
       299.07999       -1.2534294        15.236808        14.790678        14.654290          168         2332 
       299.14101       -1.1497712        17.491378        16.634492        15.418455          173         2332 
       299.15796       -1.2448804        15.769096        15.388378        15.164238          174         2332 
       299.13886       -1.0711461        16.150411        15.113828        14.997655          175         2332 
       299.13859       -1.0603689        15.276707        14.849872        14.751856          176         2332 
       299.18267       -1.2256834        16.914754        15.462173        14.839861          179         2332 
       299.28910       -1.1805502        16.983886        15.479237        14.838919          182         2332 
       299.29928       -1.1423548        16.366355        15.781752        15.410475          183         2332 
       299.37018       -1.3378926        15.383481        14.916613        14.880639          186         2332 
       299.37916       -1.2153405        15.591576        15.268093        14.770764          190         2332 
       299.37915       -1.1079789        15.934335        15.367089        15.100640          191         2332 
       299.37668       -1.0620848        16.090720        15.472618        15.128810          192         2332 
       298.80687       -1.0088172        16.447351        15.479078        14.977723         2268         2332 
       298.88285       -1.1163211        16.401975        15.519673        15.505845         2271         2332 
       298.87361       -1.0396453        15.863082        15.294869        15.314979         2272         2332 
       298.85962      -0.92695132        16.401405        15.689122        15.551444         2273         2332 
       298.99230       -1.1567734        15.876662        15.627145        15.261818         2275         2332 
       298.97823       -1.0067191        15.509956        15.087605        15.027433         2276         2332 
       298.97717      -0.95352514        15.306013        15.404037        15.443296         2277         2332 
       298.98734       -1.0115358        15.994153        15.533594        15.355567         2278         2332 
       298.99382      -0.96051156        15.763408        15.289527        14.519835         2279         2332 
       299.00289      -0.87760893        15.263026        14.553159        14.041254         2280         2332 
       299.01431      -0.84224432        15.266999        14.715536        14.537410         2281         2332 
       299.06856       -1.0929847        14.240382        13.749777        13.677242         2283         2332 
       299.04735      -0.88863702        14.659992        14.529726        14.276414         2284         2332 
       299.15522       -1.0702183        14.628693        14.650692        14.134572         2288         2332 
       299.16928       -1.0548343        13.608922        13.220112        13.168362         2289         2332 
       299.18401       -1.1188423        15.427760        15.058512        15.057982         2291         2332 
       299.17925       -1.0489962        16.191299        15.669076        15.364008         2292         2332 
       299.18522       -1.0529296        15.476598        14.911228        14.842216         2293         2332 
       299.23488      -0.96207609        16.139606        15.462650        15.288063         2297         2332 
       299.27322       -1.1215797        17.272375        16.139854        15.184876         2298         2332 
       299.24992      -0.89004074        14.988320        14.510682        14.337652         2299         2332 
       299.25932      -0.95594004        14.883168        14.383335        14.279602         2300         2332 
       299.26678      -0.90964116        16.584956        15.097310        14.525451         2301         2332 
       299.27652      -0.96002199        14.820505        13.889537        13.919933         2302         2332 
       299.30445       -1.0673528        14.602722        14.046108        14.023318         2304         2332 
       299.33400       -1.1590927        16.339219        15.653608        15.176380         2305         2332 
       299.31192      -0.91209261        15.638824        15.498284        14.966372         2306         2332 
       299.34294       -1.1532893        16.519147        15.687654        14.828026         2307         2332 
       299.34542      -0.91930594        14.612910        14.439692        13.896874         2309         2332 
       299.36359       -1.0340469        15.467699        15.038522        14.706094         2310         2332 
       299.34840      -0.82373122        15.161003        15.137594        15.158878         2312         2332 
       299.36769      -0.90328155        15.741485        15.152339        15.155351         2313         2332 
       299.38458       -1.0100735        14.525690        14.493490        14.340215         2314         2332 
       299.40949      -0.91486967        15.642480        14.998109        15.079771         2316         2332 
       299.41678      -0.88233003        15.671488        15.004219        14.898028         2317         2332 
       299.42305      -0.90287590        15.471097        14.556319        14.355324         2318         2332 
       299.45761       -1.0136258        15.983584        15.216668        14.933768         2319         2332 
       299.46289       -1.0065092        16.195077        15.181859        14.934835         2320         2332 
       299.51254      -0.98262335        17.061166        14.718059        15.090904         2324         2332 
       299.52282      -0.98083733        14.528709        14.317026        14.760626         2325         2332 
       299.55634      -0.90821188        15.289540        14.880577        14.783384         2328         2332 
       299.55390      -0.85810355        15.307442        14.526408        14.065746         2329         2332 
       299.67076       -1.0058094        14.823035        13.908349        13.445030         2332         2332 
       300.22755       -1.0660828        15.472802        14.522194        14.124889          245         2357 
       300.36387       -1.1519882        15.404093        14.885333        14.729096          252         2357 
       300.45335       -1.2078375        13.658255        12.936259        12.607363          259         2357 
       300.46519       -1.2173525        15.350120        14.427639        14.094705          260         2357 
       300.54916       -1.0530886        15.939761        15.276545        15.145619          273         2357 
       300.55057       -1.0675669        15.359339        14.802812        14.748089          274         2357 
       300.65956       -1.1741401        14.874802        14.842614        14.404861          284         2357 
       300.68379       -1.0920687        16.015722        15.048470        14.318101          288         2357 
       300.69638       -1.0815151        15.684219        14.994807        14.689572          290         2357 
       300.72383       -1.0678517        15.804585        15.420369        15.279463          292         2357 
       300.81552       -1.0483184        15.696450        15.450582        14.938752          296         2357 
       300.21856       -1.0318164        15.322647        14.328072        14.089248         2343         2357 
       300.25716       -1.0919503        15.448094        14.517368        14.253793         2344         2357 
       300.26854       -1.0685890        16.378347        15.344711        14.760865         2345         2357 
       300.28669       -1.0612257        15.262349        14.227605        14.097106         2346         2357 
       300.30136       -1.0086043        14.826867        14.269367        14.307548         2347         2357 
       300.32017       -1.1357937        15.765226        15.035709        14.827240         2348         2357 
       300.55392       -1.0084841        15.319818        14.710209        14.575860         2351         2357 
       300.56255       -1.0096701        15.660968        15.154499        14.670222         2352         2357 
       300.76453       -1.0773758        16.606009        15.902451        15.100151         2357         2357 
       304.68197      -0.30151021        13.428122        13.301070        12.919461         2390         2397 
       304.69242      -0.28004646        13.625853        13.333916        13.364069         2392         2397 
       304.69207      -0.34691341        14.002269        13.861735        13.701331         2393         2397 
       304.71274      -0.26711585        16.109782        14.992102        14.576543         2395         2397 
       304.73223      -0.31139658        14.961832        14.191564        14.154444         2397         2397 
       305.44223       -1.0944943        17.342932        15.771277        15.291966          602         2413 
       305.48124       -1.0595938        14.995003        14.297019        13.694072          605         2413 
       305.56200       -1.1679171        15.649258        14.560648        14.233430          615         2413 
       305.66817       -1.1760868        13.636596        13.379135        13.366462          624         2413 
       305.69259       -1.1666443        14.325532        13.757593        13.404091          628         2413 
       305.76255       -1.3632065        15.230492        14.548796        14.204152          632         2413 
       305.80396       -1.3050086        15.047603        14.755474        14.177553          635         2413 
       305.86347       -1.2167556        15.634626        14.182368        13.811679          640         2413 
       305.89915       -1.1958692        15.634059        14.993551        13.840245          643         2413 
       305.91945       -1.1096365        15.026200        14.393501        14.078470          646         2413 
       305.91704       -1.2342514        14.341985        13.854766        13.841533          647         2413 
       305.94876       -1.2449683        15.340211        14.520343        13.724826          651         2413 
       305.57870       -1.1594681        14.527139        13.935655        13.491138         2413         2413 
       306.11517      -0.73117384        14.121386        13.514037        13.393165         2426         2439 
       306.14083      -0.77403632        13.874274        14.370487        14.388240         2427         2439 
       306.17211      -0.75135708        14.829734        14.812922        14.299227         2430         2439 
       306.17355      -0.73970804        13.494722        13.378841        13.502772         2431         2439 
       306.22439      -0.69343357        13.990783        13.235932        13.301908         2433         2439 
       306.34257      -0.60845836        12.264222        12.476165        13.047971         2439         2439 
       306.77211       -1.1358127        16.020941        15.415483        15.050435         2451         2467 
       306.82188      -0.97642399        13.939023        13.435420        13.490448         2454         2467 
       306.80898       -1.0881916        13.311033        13.236554        13.881193         2455         2467 
       306.87213      -0.91936787        13.405298        13.063399        13.015039         2457         2467 
       306.87503       -1.0294313        15.113108        14.713834        14.402099         2458         2467 
       307.00599       -1.0189861        14.190429        13.747572        13.639034         2460         2467 
       307.01686       -1.0114291        14.503093        13.672411        13.814846         2462         2467 
       307.04041      -0.95465277        15.276765        15.096900        14.644627         2463         2467 
       307.09079       -1.0206982        13.120038        12.462642        12.317357         2466         2467 
       307.14138      -0.95810779        15.217806        14.570728        14.356532         2467         2467 
       315.78669       -1.3128898        15.943986        14.847922        14.409390         1116         2508 
       315.81808       -1.2837350        14.191976        13.769991        13.787213         1117         2508 
       315.90336       -1.2209363        13.645027        12.965072        12.775616         1120         2508 
       315.94048       -1.1946773        15.534064        14.483746        14.422831         1122         2508 
       315.94788       -1.2894425        13.525827        13.315107        12.910215         1123         2508 
       315.94101       -1.3103385        14.165314        12.579605        12.419565         1124         2508 
       315.95602       -1.2890573        13.341657        12.604913        12.447557         1127         2508 
       315.95606       -1.3077073        14.772589        13.989685        13.758960         1128         2508 
       315.96776       -1.2836901        14.586433        13.684358        13.175595         1129         2508 
       315.96424       -1.2973926        14.272016        13.555187        13.225453         1130         2508 
       316.02889       -1.2123580        14.481581        13.269566        12.697953         1133         2508 
       316.02752       -1.2495211        15.218581        14.743364        14.361524         1135         2508 
       316.02467       -1.2589485        14.654197        14.082682        13.988279         1137         2508 
       316.12281       -1.2399743        13.084430        12.265270        12.072429         1140         2508 
       316.15786       -1.3145953        15.879868        14.561767        14.291304         1147         2508 
       316.15543       -1.3694103        15.145834        14.646389        13.660966         1148         2508 
       315.90045       -1.1088795        14.355551        14.188656        14.002086         2508         2508 
       317.42278       -1.1361971        13.755345        13.405695        13.256941         1221         2531 
       317.44880       -1.1726721        13.750339        13.364301        13.373737         1224         2531 
       317.63710       -1.1681202        13.718743        13.404286        13.367000         1239         2531 
       317.68872       -1.0944739        16.426718        15.491253        14.614157         1240         2531 
       317.76338       -1.0586227        12.123177        11.777982        11.767889         1241         2531 
       317.78453       -1.0987605        15.033302        14.293600        14.201482         1244         2531 
       317.79059       -1.1846876        13.271653        12.590158        12.543829         1249         2531 
       317.80870       -1.1570406        14.498336        13.631881        13.225174         1251         2531 
       317.83370       -1.1743708        12.438365        12.004161        11.955290         1256         2531 
       317.83524       -1.2388253        13.430527        12.838056        12.870235         1257         2531 
       317.88256       -1.1575963        13.778066        13.387628        13.274663         1258         2531 
       317.87626       -1.2575559        15.156224        15.251818        14.964256         1260         2531 
       317.56368       -1.1270155        13.002404        12.616885        12.737250         2519         2531 
       317.72881      -0.96845998        14.605466        13.781677        13.768778         2520         2531 
       317.73389       -1.0041465        15.094411        14.337994        13.846882         2522         2531 
       317.76428       -1.0196684        15.812321        15.205858        14.923130         2523         2531 
       317.75553       -1.0489336        15.116451        14.606108        14.377963         2524         2531 
       317.79895       -1.0604461        14.001894        13.417464        12.752944         2525         2531 
       317.82277       -1.0383963        14.268847        13.375742        13.247544         2526         2531 
       317.83451       -1.1521225        14.821005        13.581632        14.068644         2528         2531 
       317.90086       -1.0968517        15.339843        14.828515        13.697009         2529         2531 
       317.94817       -1.1275535        14.326667        13.829548        13.767753         2530         2531 
       318.05436       -1.0906945        14.597814        14.103694        13.333635         2531         2531 
       322.11844       -1.1516389        12.807335        12.116185        12.048309         1509         2561 
       322.13460       -1.1952800        11.702644        10.621654        10.729433         1515         2561 
       322.31438       -1.1929358        12.139149        11.099748        10.884487         1527         2561 
       322.38386       -1.0901613        12.609059        11.979824        11.832522         1528         2561 
       322.32207       -1.1931065        13.513571        12.324842        12.313974         1529         2561 
       322.27640       -1.2942550        12.254121        11.360968        11.219105         1531         2561 
       322.35451       -1.2062835        11.996407        11.218165        11.179325         1534         2561 
       322.38025       -1.1754907        12.899004        12.010111        11.699083         1535         2561 
       322.38724       -1.2128048        12.601397        11.962618        11.779619         1536         2561 
       322.37493       -1.2469334        13.427357        12.632516        12.360451         1538         2561 
       322.39451       -1.2593450        13.371801        12.006808        11.833251         1543         2561 
       322.45583       -1.2014689        12.539138        11.739556        11.575409         1556         2561 
       322.10194       -1.1583032        14.508081        13.574418        13.385358         2560         2561 
       322.15775       -1.1452412        14.164550        13.471435        13.241624         2561         2561 
       305.98726       0.80924621        14.978055        14.308713        13.775056         2963         2973 
       306.08731       0.88528494        14.922457        14.329474        14.055378         2968         2973 
       306.11042       0.85838195        14.848340        14.352819        14.270305         2970         2973 
       306.13212       0.89941602        14.917002        14.412498        14.360160         2972         2973 
       306.13824       0.85112416        15.787587        14.839862        14.699816         2973         2973 
       306.39895        1.0722722        15.181895        14.310219        14.057908         2979         2991 
       306.41394        1.0757599        14.631395        14.060435        13.999153         2980         2991 
       306.42720        1.0421611        15.592528        14.897074        14.559553         2982         2991 
       306.42539       0.99628329        15.622061        14.872196        14.319831         2983         2991 
       306.45546        1.0159416        15.932589        15.178829        14.609168         2984         2991 
       306.45876        1.0060957        15.723175        14.492023        14.497205         2985         2991 
       306.47297        1.1138535        15.043022        14.565522        14.266036         2986         2991 
       306.54982        1.1272892        15.446325        14.668316        14.415865         2988         2991 
       306.55668        1.1013359        15.246222        14.903976        14.302664         2989         2991 
       306.61252        1.1201524        15.443968        14.701723        14.330916         2991         2991 
       311.59189        1.0020326        15.772472        15.067686        14.940374         3077         3082 
       311.62609       0.99846871        15.364901        14.952276        14.959319         3078         3082 
       311.65594        1.0032997        16.109053        14.974210        14.784902         3080         3082 
       311.68508       0.97561104        13.811267        13.022555        13.071672         3081         3082 
       311.70287        1.0275589        14.687003        13.992306        13.984017         3082         3082 
       294.76608        2.0824631        14.987908        14.194659        13.700331         3258         3291 
       294.88244        1.9539066        15.348310        14.977009        14.744937         3265         3291 
       294.89833        1.9216416        16.656531        15.860972        14.781708         3266         3291 
       294.90854        1.9850647        15.837039        15.123015        14.692062         3269         3291 
       294.96472        2.0733559        17.387023        16.083045        15.474349         3276         3291 
       295.03011        2.0412481        16.817491        15.972949        15.162562         3281         3291 
       295.03729        2.1354983        16.378145        16.447949        15.265998         3287         3291 
       295.05751        2.0979108        17.045017        16.233330        15.320285         3289         3291 
       295.06107        2.1041876        16.170448        15.244375        14.716544         3290         3291 
       295.06075        2.1072076        15.431989        14.600875        14.002560         3291         3291 
       295.77065        1.4026481        16.089111        15.142195        14.593331         3334         3358 
       295.68383        1.8133810        16.162274        16.046235        15.061088         3337         3358 
       295.68291        1.8479373        17.461768        16.539111        15.384305         3338         3358 
       295.67060        2.0702058        16.394322        15.579812        14.995145         3342         3358 
       295.73302        1.8077922        15.947392        15.233857        14.874045         3343         3358 
       295.76473        1.7575599        15.290435        15.174076        14.320533         3345         3358 
       295.85731        1.5589838        16.333853        16.478968        15.396439         3347         3358 
       295.86952        1.5110462        15.965075        15.653754        15.175292         3348         3358 
       295.86747        1.5547171        15.981109        15.126892        14.655211         3350         3358 
       295.85971        1.6486109        14.850797        14.256230        13.898814         3351         3358 
       295.87312        1.6566990        16.509464        16.080621        15.385364         3352         3358 
       295.88317        1.6582808        15.914279        15.174931        14.595660         3354         3358 
       295.91740        1.5993580        16.725310        16.557653        15.419624         3357         3358 
       295.94195        1.5236213        16.342564        15.540482        14.963342         3358         3358 
       294.88414       0.85672392        15.948455        15.057021        14.216370         2625         3361 
       294.87454        1.0045857        15.436409        15.129474        14.923593         2626         3361 
       294.94525        1.0811694        14.477452        13.729822        13.451444         2633         3361 
       294.99601        1.0585596        14.931548        14.027133        13.535205         2635         3361 
       295.06129        1.0743649        15.553283        15.115075        14.728652         2640         3361 
       295.12865        1.1090434        16.744912        16.460991        14.934650         2646         3361 
       295.35063        1.1301562        16.661768        16.982746        15.629367         2655         3361 
       295.46280        1.0892328        15.630479        14.922350        14.003560         2656         3361 
       295.53956        1.0587681        15.339585        15.248248        14.909005         2659         3361 
       295.56349        1.0862979        15.867035        16.057687        14.833023         2660         3361 
       295.64511        1.0567381        15.076941        14.669215        14.716739         2663         3361 
       295.73336       0.91146812        16.555821        15.918087        15.007144         2664         3361 
       295.72687       0.95075169        16.151861        15.593007        15.312976         2666         3361 
       295.74200       0.91355280        15.560415        14.874724        14.569533         2667         3361 
       295.71252        1.0823066        15.948594        15.987413        15.148153         2669         3361 
       295.74276       0.95873658        16.057846        15.376631        15.128045         2670         3361 
       295.75562        1.0938028        15.519190        14.884605        14.491415         2672         3361 
       295.85508        1.0753457        16.048483        15.881750        15.372376         2679         3361 
       295.89731        1.0731733        15.742921        15.249022        15.068655         2681         3361 
       295.96908       0.86277942        15.842635        15.163246        14.865362         2683         3361 
       295.91926        1.1141953        15.291418        15.286297        14.900291         2684         3361 
       295.99304       0.91313719        15.664855        15.262215        15.324326         2685         3361 
       296.01396       0.88101300        16.066312        15.594114        15.141217         2689         3361 
       296.00732        1.1064038        16.077861        15.482780        14.905654         2693         3361 
       296.09386       0.86923603        15.563829        15.222835        14.830817         2694         3361 
       296.07681        1.0608737        15.915861        15.038539        14.447133         2696         3361 
       296.12266       0.85726687        14.627848        14.523470        14.623005         2697         3361 
       296.13536       0.86567791        13.922153        13.316311        12.899040         2698         3361 
       296.09640        1.0809023        15.698006        14.850725        14.262734         2699         3361 
       296.15185       0.87966957        14.273750        13.728781        13.327515         2700         3361 
       296.14838       0.91789909        15.167122        14.549525        14.041433         2701         3361 
       296.15467       0.89468075        15.628667        15.399840        15.304688         2702         3361 
       296.10848        1.1190654        16.304575        15.695091        15.215089         2703         3361 
       296.12275        1.0779690        16.020064        15.267437        14.903710         2704         3361 
       296.12918        1.0736535        15.061273        14.340424        13.932850         2705         3361 
       296.13867        1.0670612        15.734423        15.780526        15.586913         2706         3361 
       296.22041       0.90072154        15.867741        14.932375        14.710069         2707         3361 
       294.81989        1.0751015        15.509560        14.838792        14.530528         3243         3361 
       294.80913        1.1560652        14.906735        13.766045        13.217963         3244         3361 
       294.90012        1.1393776        15.540233        14.817550        14.322034         3249         3361 
       294.91882        1.1522487        15.735887        15.256897        14.973395         3250         3361 
       294.96660        1.0426194        15.231875        14.311657        14.245750         3252         3361 
       295.00210        1.0817431        14.030814        13.462459        13.260872         3256         3361 
       294.99092        1.2099248        14.278216        13.692775        13.213638         3257         3361 
       294.98534        1.2539829        15.765916        15.511250        15.168071         3259         3361 
       295.01859        1.1700611        14.913807        14.401976        14.184321         3260         3361 
       295.01669        1.1955157        14.799935        14.065546        13.734999         3261         3361 
       295.08759        1.2524231        14.310056        13.385428        13.369405         3268         3361 
       295.09257        1.3529029        16.637641        16.013384        15.279196         3270         3361 
       295.14898        1.1382221        15.355926        14.781167        14.453786         3271         3361 
       295.13424        1.3053341        16.949540        15.840944        15.169644         3274         3361 
       295.11285        1.4170709        15.124988        14.552950        14.359435         3275         3361 
       295.13650        1.4886315        16.031982        15.276839        14.853561         3279         3361 
       295.18747        1.2936088        16.414091        15.693817        15.309358         3280         3361 
       295.29527        1.1846898        15.949076        15.158338        14.693892         3292         3361 
       295.31185        1.2400522        15.767654        14.910252        14.424664         3294         3361 
       295.32703        1.2136721        16.439658        15.478173        14.729133         3295         3361 
       295.48980        1.1174882        17.414894        16.494024        15.454902         3304         3361 
       295.49923        1.1391004        16.312322        15.500155        14.742357         3305         3361 
       295.62738        1.0999988        15.721110        15.072746        14.638129         3318         3361 
       295.64468        1.0523299        16.498282        15.770924        14.979095         3319         3361 
       295.64049        1.1692062        16.429418        15.790826        15.250757         3321         3361 
       295.74738        1.1271106        16.266776        15.550097        15.309112         3330         3361 
       296.00614        1.2709865        14.426849        13.766226        13.341754         3359         3361 
       296.01662        1.2297631        15.428888        14.526519        14.232914         3360         3361 
       296.03432        1.2598119        15.801732        15.321226        15.352929         3361         3361 
       296.15621        1.7709154        16.663538        15.976588        15.346775         3372         3403 
       296.16646        1.8853761        15.707226        14.754425        14.566081         3373         3403 
       296.16838        1.9278917        14.846710        13.981757        13.520870         3374         3403 
       296.20580        1.7255999        14.700132        13.963479        13.783818         3383         3403 
       296.19447        1.9869016        14.067702        13.605923        13.516096         3384         3403 
       296.24609        1.7789080        15.230488        14.382491        14.042575         3385         3403 
       296.20791        1.9587058        16.183241        15.173032        15.053002         3386         3403 
       296.23818        1.8419330        13.880556        12.665515        12.264440         3387         3403 
       296.20826        2.0074746        16.933658        15.893424        15.168840         3388         3403 
       296.23333        1.8988651        15.912769        15.485604        15.211921         3389         3403 
       296.37543        1.8677713        16.372328        15.562112        14.872518         3403         3403 
       297.55674        1.9561635        15.636908        15.077293        14.401857         3453         3463 
       297.55158        1.9976027        16.364484        15.388605        14.660731         3454         3463 
       297.57090        1.9567894        15.432414        14.899302        14.765323         3455         3463 
       297.56323        2.0832308        15.580376        14.848458        14.308182         3456         3463 
       297.62415        2.0562934        14.823627        14.206297        13.766896         3458         3463 
       297.66552        1.9728198        16.905380        16.139684        15.490476         3460         3463 
       297.67010        2.0169644        15.313738        14.449499        14.026813         3461         3463 
       297.67372        2.0291756        16.106747        15.593327        15.138848         3463         3463 
       297.73376        1.0578897        14.993787        14.230832        14.052781         2747         3498 
       297.87236        1.0650384        15.890039        15.358622        14.982596         2755         3498 
       297.91096        1.1291621        16.365504        15.712016        15.184693         2759         3498 
       297.92949        1.0602262        16.083482        15.539151        15.079130         2761         3498 
       298.02802        1.0602371        14.817170        15.050954        14.446676         2767         3498 
       298.12016       0.90175394        16.604938        15.063680        14.693533         2770         3498 
       298.11308       0.98308943        15.131336        14.555280        14.071131         2771         3498 
       298.12919       0.95500135        16.588686        15.639481        15.161050         2772         3498 
       297.89832        1.1124424        15.179889        14.386791        13.954683         3466         3498 
       297.96237        1.0320960        16.411490        16.135533        15.266073         3472         3498 
       298.05331        1.0268629        14.648972        14.072356        13.822842         3475         3498 
       298.13364        1.0691475        14.646520        14.458564        14.106164         3478         3498 
       298.18325        1.1212510        14.296119        14.097206        13.486032         3484         3498 
       298.20295        1.1458370        17.004148        15.941297        14.793228         3487         3498 
       298.19875        1.3475884        15.505607        14.487802        14.214988         3489         3498 
       298.23118        1.3426462        15.065616        14.320954        14.008642         3492         3498 
       298.26765        1.2691368        16.817162        15.500087        15.412075         3493         3498 
       298.33876        1.5406525        15.459203        14.891985        14.494409         3498         3498 
       298.56161        1.0963563        16.134232        15.581250        15.069103         2788         3542 
       298.66492        1.1000881        16.616550        15.628773        14.812662         2791         3542 
       298.66594        1.1148743        16.870279        16.190441        15.082128         2792         3542 
       298.69923        1.0903462        16.981816        14.966902        15.009016         2793         3542 
       298.72624        1.0859855        15.685904        15.063263        15.001357         2795         3542 
